,Pair ID,"Clean Q, Logit Diff","Clean Q, Logit clean","Clean Q, Logprob clean","Clean Q, Logit corrupted","Clean Q, Logprob corrupted","Corrupted Q, Logit Diff","Corrupted Q, Logit clean","Corrupted Q, Logprob clean","Corrupted Q, Logit corrupted","Corrupted Q, Logprob corrupted"
0,1,3.1422042846679688,23.11574935913086,-0.11663733422756195,19.97354507446289,-3.2588415145874023,-4.014575958251953,18.675189971923828,-4.231541156768799,22.68976593017578,-0.21696539223194122
1,2,7.479288101196289,23.396156311035156,-0.08409157395362854,15.916868209838867,-7.563379764556885,-6.663556098937988,14.797141075134277,-7.1830339431762695,21.460697174072266,-0.5194780826568604
2,6,7.951327323913574,23.503129959106445,-0.09343816339969635,15.551802635192871,-8.04476547241211,-2.6942825317382812,19.168289184570312,-3.0180416107177734,21.862571716308594,-0.3237590491771698
3,7,4.243030548095703,22.381561279296875,-0.251730352640152,18.138530731201172,-4.494760990142822,-3.280567169189453,16.07378387451172,-4.561030387878418,19.354351043701172,-1.280463457107544
4,8,3.623292922973633,22.661285400390625,-0.14868149161338806,19.037992477416992,-3.7719743251800537,-2.7281570434570312,17.483444213867188,-3.39811372756958,20.21160125732422,-0.669956624507904
5,10,4.105762481689453,23.085206985473633,-0.14168214797973633,18.97944450378418,-4.2474446296691895,-2.602731704711914,18.00819969177246,-3.369978904724121,20.610931396484375,-0.7672472596168518
6,11,6.331581115722656,23.167081832885742,-0.07279188930988312,16.835500717163086,-6.4043731689453125,-2.848001480102539,18.158355712890625,-3.489187240600586,21.006357192993164,-0.6411858201026917
7,12,3.0721969604492188,22.092784881591797,-0.17854568362236023,19.020587921142578,-3.2507426738739014,-2.7111644744873047,18.199077606201172,-3.3874258995056152,20.910242080688477,-0.6762615442276001
8,13,6.075592041015625,22.678621292114258,-0.13814164698123932,16.603029251098633,-6.213733673095703,-4.004552841186523,17.141414642333984,-4.764620780944824,21.145967483520508,-0.7600677609443665
9,15,2.6980113983154297,21.281169891357422,-0.2668718099594116,18.583158493041992,-2.964883327484131,-2.166534423828125,17.378681182861328,-3.0632901191711426,19.545215606689453,-0.8967556953430176
10,16,8.181560516357422,23.81946563720703,-0.07728300243616104,15.63790512084961,-8.258843421936035,-5.537178993225098,15.515509605407715,-6.0137128829956055,21.052688598632812,-0.4765336513519287
11,17,3.8509082794189453,22.439838409423828,-0.12497126311063766,18.588930130004883,-3.975879430770874,-4.063098907470703,17.424598693847656,-4.49461555480957,21.48769760131836,-0.4315166175365448
12,18,8.051424026489258,24.404869079589844,-0.05360376462340355,16.353445053100586,-8.10502815246582,-4.782554626464844,15.9327392578125,-5.419669151306152,20.715293884277344,-0.6371145844459534
13,20,6.68455696105957,23.69510841369629,-0.05251838639378548,17.01055145263672,-6.737075328826904,-2.4320602416992188,18.36298179626465,-3.0296144485473633,20.795042037963867,-0.5975542068481445
14,32,5.214166641235352,22.971694946289062,-0.1330004781484604,17.75752830505371,-5.347167015075684,-2.4604015350341797,18.00686264038086,-3.1509413719177246,20.46726417541504,-0.6905397772789001
15,44,4.952360153198242,23.330074310302734,-0.07028097659349442,18.377714157104492,-5.022641181945801,-5.276018142700195,17.381961822509766,-5.512804985046387,22.65797996520996,-0.23678697645664215
16,50,3.2786617279052734,23.85733413696289,-0.105311319231987,20.578672409057617,-3.3839731216430664,-3.5063724517822266,17.1959285736084,-4.244566917419434,20.702301025390625,-0.7381946444511414
17,52,3.2941665649414062,22.31886100769043,-0.15351897478103638,19.024694442749023,-3.447685480117798,-4.191530227661133,17.605253219604492,-4.614698886871338,21.796783447265625,-0.4231685996055603
18,64,3.3057327270507812,22.713512420654297,-0.22808299958705902,19.407779693603516,-3.533815622329712,-2.4141178131103516,18.541728973388672,-3.0959270000457764,20.955846786499023,-0.68180912733078
19,72,3.1537628173828125,22.322284698486328,-0.1516769975423813,19.168521881103516,-3.3054397106170654,-2.6786670684814453,18.659683227539062,-3.055675983428955,21.338350296020508,-0.37700900435447693
20,96,4.042364120483398,23.90716552734375,-0.06699001044034958,19.86480140686035,-4.109354019165039,-3.5337352752685547,18.68911361694336,-3.836754083633423,22.222848892211914,-0.3030187785625458
21,150,2.0950469970703125,22.715301513671875,-0.2701422870159149,20.620254516601562,-2.36518931388855,-2.5132904052734375,19.08495330810547,-2.8472728729248047,21.598243713378906,-0.33398234844207764
22,188,2.4378433227539062,21.376220703125,-0.24184153974056244,18.938377380371094,-2.67968487739563,-3.499652862548828,18.193878173828125,-3.822263240814209,21.693531036376953,-0.3226102888584137
23,190,3.0867137908935547,22.159578323364258,-0.15757687389850616,19.072864532470703,-3.244290590286255,-2.235605239868164,17.818567276000977,-2.830679416656494,20.05417251586914,-0.5950740575790405
