,Pair ID,"Clean Q, Logit Diff","Clean Q, Logit clean","Clean Q, Logprob clean","Clean Q, Logit corrupted","Clean Q, Logprob corrupted","Corrupted Q, Logit Diff","Corrupted Q, Logit clean","Corrupted Q, Logprob clean","Corrupted Q, Logit corrupted","Corrupted Q, Logprob corrupted"
0,0,5.284664154052734,30.10528564453125,-0.07091204822063446,24.820621490478516,-5.355576038360596,-7.145051956176758,20.42124366760254,-7.289172649383545,27.566295623779297,-0.14412054419517517
1,1,-0.8613739013671875,28.871503829956055,-1.2474377155303955,29.732877731323242,-0.3860638737678528,-7.186338424682617,22.28785514831543,-7.206750869750977,29.474193572998047,-0.0204122606664896
2,2,7.837894439697266,29.660140991210938,-0.07189545035362244,21.822246551513672,-7.9097900390625,-7.832612991333008,19.79840087890625,-7.950364112854004,27.631013870239258,-0.11775113642215729
3,3,5.365011215209961,31.276262283325195,-0.026919148862361908,25.911251068115234,-5.39193058013916,-7.819990158081055,23.204898834228516,-7.838805675506592,31.02488899230957,-0.018815724179148674
4,4,-3.911539077758789,28.761438369750977,-3.94100022315979,32.672977447509766,-0.02946108765900135,-6.146486282348633,19.30059051513672,-6.724325656890869,25.44707679748535,-0.5778394937515259
5,5,2.899576187133789,28.61496925354004,-0.148639976978302,25.71539306640625,-3.0482161045074463,-3.729665756225586,23.927534103393555,-3.9323511123657227,27.65719985961914,-0.20268528163433075
6,6,7.255336761474609,29.93806266784668,-0.04551558941602707,22.68272590637207,-7.300852298736572,-10.375848770141602,19.907733917236328,-10.389257431030273,30.28358268737793,-0.013408838771283627
7,7,5.230512619018555,30.314781188964844,-0.042917802929878235,25.08426856994629,-5.273430347442627,-5.691267013549805,22.241411209106445,-5.832396984100342,27.93267822265625,-0.14113013446331024
8,8,2.7277679443359375,29.520355224609375,-0.11089460551738739,26.792587280273438,-2.838662624359131,-6.251897811889648,19.430490493774414,-6.607497692108154,25.682388305664062,-0.3555997610092163
9,9,7.972494125366211,31.404382705688477,-0.012632588855922222,23.431888580322266,-7.985126495361328,-5.01629638671875,23.54503059387207,-5.056815147399902,28.56132698059082,-0.04051852598786354
10,10,5.342432022094727,29.468721389770508,-0.07886496186256409,24.12628936767578,-5.421297073364258,-7.469501495361328,20.293609619140625,-7.64754581451416,27.763111114501953,-0.1780441701412201
11,11,8.643379211425781,30.799028396606445,-0.017114335671067238,22.155649185180664,-8.660493850708008,-6.606845855712891,21.686071395874023,-6.676861763000488,28.292917251586914,-0.0700158178806305
12,12,1.3557815551757812,28.765361785888672,-0.3573002815246582,27.40958023071289,-1.7130818367004395,-8.037256240844727,20.4753475189209,-8.079524040222168,28.512603759765625,-0.0422673299908638
13,13,6.563297271728516,30.53456687927246,-0.06708231568336487,23.971269607543945,-6.630379676818848,-6.945465087890625,21.832597732543945,-7.031875133514404,28.77806282043457,-0.08640988171100616
14,14,2.4694061279296875,29.390960693359375,-0.13820715248584747,26.921554565429688,-2.6076133251190186,-9.583635330200195,19.684450149536133,-9.625018119812012,29.268085479736328,-0.041382674127817154
15,15,6.629766464233398,31.19392967224121,-0.015868570655584335,24.564163208007812,-6.64563512802124,-5.274938583374023,22.90224838256836,-5.373830795288086,28.177186965942383,-0.09889208525419235
16,16,9.613040924072266,32.2143669128418,-0.022687632590532303,22.60132598876953,-9.63572883605957,-7.2032928466796875,19.862579345703125,-7.40322732925415,27.065872192382812,-0.19993451237678528
17,17,5.169532775878906,30.332000732421875,-0.030020112171769142,25.16246795654297,-5.1995530128479,-7.448373794555664,22.160316467285156,-7.4987664222717285,29.60869026184082,-0.050392597913742065
18,18,8.18716049194336,31.33860969543457,-0.03489642217755318,23.15144920349121,-8.222057342529297,-6.150074005126953,20.7989501953125,-6.294521331787109,26.949024200439453,-0.14444756507873535
19,19,5.396556854248047,29.966833114624023,-0.04641594737768173,24.570276260375977,-5.442972660064697,-3.9683761596679688,22.79732894897461,-4.250790596008301,26.765705108642578,-0.28241461515426636
20,20,7.417839050292969,29.810649871826172,-0.05964308977127075,22.392810821533203,-7.477482318878174,-6.855155944824219,21.325532913208008,-6.9619340896606445,28.180688858032227,-0.10677823424339294
21,21,5.430931091308594,29.941951751708984,-0.04434338957071304,24.51102066040039,-5.475274562835693,-3.873899459838867,23.461957931518555,-3.9660398960113525,27.335857391357422,-0.09214050322771072
22,22,8.523761749267578,32.78486633300781,-0.01534231286495924,24.261104583740234,-8.539104461669922,-7.378215789794922,21.30860710144043,-7.457767486572266,28.68682289123535,-0.07955162972211838
23,23,5.277111053466797,30.52558708190918,-0.031082913279533386,25.248476028442383,-5.308194160461426,-7.208702087402344,23.292190551757812,-7.24473762512207,30.500892639160156,-0.03603547066450119
24,24,2.8400039672851562,28.004953384399414,-0.18514297902584076,25.164949417114258,-3.025146961212158,-5.370204925537109,20.6984920501709,-5.654425144195557,26.068696975708008,-0.2842200994491577
25,25,0.6156101226806641,28.58506202697754,-0.4971407353878021,27.969451904296875,-1.1127508878707886,-3.1560325622558594,25.608190536499023,-3.2666356563568115,28.764223098754883,-0.11060307174921036
26,26,0.8780937194824219,28.885784149169922,-0.39940765500068665,28.0076904296875,-1.2775013446807861,-1.6854591369628906,25.282039642333984,-2.053341865539551,26.967498779296875,-0.36788269877433777
27,27,6.0203857421875,30.17159080505371,-0.05122537910938263,24.15120506286621,-6.071610927581787,-1.2165164947509766,25.146730422973633,-1.6455988883972168,26.36324691772461,-0.42908236384391785
28,28,3.429777145385742,30.1856632232666,-0.072311170399189,26.75588607788086,-3.5020883083343506,-6.85047721862793,20.60531234741211,-6.938632011413574,27.45578956604004,-0.0881548598408699
29,29,3.3139801025390625,30.744226455688477,-0.05818967893719673,27.430246353149414,-3.3721697330474854,-1.6398487091064453,24.6510009765625,-1.9735534191131592,26.290849685668945,-0.3337046802043915
30,30,0.808746337890625,28.050588607788086,-0.4278750717639923,27.24184226989746,-1.236621379852295,-7.2438812255859375,22.418426513671875,-7.292539119720459,29.662307739257812,-0.04865807294845581
31,31,3.3726062774658203,30.311363220214844,-0.06018224358558655,26.938756942749023,-3.432788610458374,-4.552774429321289,24.01580047607422,-4.634559154510498,28.568574905395508,-0.08178479969501495
32,32,2.344137191772461,28.200071334838867,-0.19407719373703003,25.855934143066406,-2.5382144451141357,-7.097892761230469,22.140491485595703,-7.1343994140625,29.238384246826172,-0.036506474018096924
33,33,2.4469757080078125,32.351951599121094,-0.11283960193395615,29.90497589111328,-2.5598154067993164,1.419973373413086,27.316205978393555,-0.37177321314811707,25.89623260498047,-1.7917466163635254
34,34,-0.2545204162597656,29.600666046142578,-0.847497820854187,29.855186462402344,-0.5929774045944214,-8.77132797241211,19.923311233520508,-8.84480094909668,28.694639205932617,-0.07347343116998672
35,35,3.243124008178711,29.36197853088379,-0.09858741611242294,26.118854522705078,-3.3417115211486816,-2.1349029541015625,25.018524169921875,-2.3809654712677,27.153427124023438,-0.2460625320672989
36,36,4.151821136474609,30.25415802001953,-0.041059620678424835,26.102336883544922,-4.192880630493164,-5.304754257202148,21.42451286315918,-5.417301654815674,26.729267120361328,-0.11254735291004181
37,37,3.8627395629882812,30.4539737701416,-0.08113264292478561,26.59123420715332,-3.9438722133636475,-5.573385238647461,24.562652587890625,-5.600658893585205,30.136037826538086,-0.027273479849100113
38,38,3.634218215942383,28.581825256347656,-0.13246463239192963,24.947607040405273,-3.7666828632354736,-6.057720184326172,22.62744903564453,-6.173440933227539,28.685169219970703,-0.11572076380252838
39,39,5.537940979003906,31.46031951904297,-0.016973350197076797,25.922378540039062,-5.554914474487305,-1.5289268493652344,26.873252868652344,-1.8599557876586914,28.402179718017578,-0.33102890849113464
40,40,1.9192657470703125,28.533132553100586,-0.25527241826057434,26.613866806030273,-2.1745381355285645,-3.4764041900634766,24.417226791381836,-3.631164073944092,27.893630981445312,-0.15475985407829285
41,41,5.193620681762695,29.988018035888672,-0.04412315785884857,24.794397354125977,-5.237743854522705,-1.7682723999023438,26.184051513671875,-2.072538137435913,27.95232391357422,-0.30426570773124695
42,42,9.322072982788086,31.93960952758789,-0.020969826728105545,22.617536544799805,-9.343042373657227,-0.7960166931152344,26.65163230895996,-1.3363783359527588,27.447649002075195,-0.5403615832328796
43,43,3.872842788696289,29.928312301635742,-0.0553780160844326,26.055469512939453,-3.928220748901367,-4.413488388061523,26.132949829101562,-4.462383270263672,30.546438217163086,-0.048894789069890976
44,44,0.7601222991943359,28.403411865234375,-0.4650112986564636,27.64328956604004,-1.2251336574554443,-7.045465469360352,20.323200225830078,-7.162483215332031,27.36866569519043,-0.11701779067516327
45,45,3.3757781982421875,29.281761169433594,-0.07796888798475266,25.905982971191406,-3.453747034072876,-4.59113883972168,22.286531448364258,-4.886789321899414,26.877670288085938,-0.2956506609916687
46,46,1.6689434051513672,28.31256866455078,-0.24887768924236298,26.643625259399414,-1.9178210496902466,-1.8577537536621094,24.158023834228516,-2.240560531616211,26.015777587890625,-0.38280677795410156
47,47,4.836280822753906,28.818721771240234,-0.0941505953669548,23.982440948486328,-4.930431365966797,-2.7306747436523438,24.29495620727539,-2.9901840686798096,27.025630950927734,-0.259509414434433
48,48,-0.20042991638183594,29.750892639160156,-0.8496207594871521,29.951322555541992,-0.6491908431053162,-7.801109313964844,19.50294303894043,-8.010440826416016,27.304052352905273,-0.2093312293291092
49,49,7.737646102905273,31.988039016723633,-0.014541832730174065,24.25039291381836,-7.752187728881836,-5.329278945922852,24.606945037841797,-5.382956504821777,29.93622398376465,-0.053677771240472794
50,50,2.760244369506836,28.993803024291992,-0.12844078242778778,26.233558654785156,-2.8886852264404297,-7.35047721862793,18.785951614379883,-7.598811626434326,26.136428833007812,-0.24833427369594574
51,51,3.341938018798828,30.89484214782715,-0.06623563915491104,27.55290412902832,-3.4081735610961914,-5.041254043579102,24.99171257019043,-5.07992696762085,30.03296661376953,-0.03867284953594208
52,52,3.338998794555664,29.090431213378906,-0.10282459110021591,25.751432418823242,-3.4418234825134277,-6.282764434814453,22.603164672851562,-6.353097438812256,28.885929107666016,-0.07033298164606094
53,53,4.899690628051758,30.08664894104004,-0.04315360262989998,25.18695831298828,-4.942844390869141,-2.8614120483398438,24.040746688842773,-3.176244020462036,26.902158737182617,-0.3148319721221924
54,54,1.997945785522461,28.859113693237305,-0.16138619184494019,26.861167907714844,-2.159332036972046,-5.616750717163086,21.723758697509766,-5.781698226928711,27.34050941467285,-0.1649472862482071
55,55,4.816442489624023,29.827388763427734,-0.05907633900642395,25.01094627380371,-4.875518798828125,-3.222177505493164,25.482513427734375,-3.3260152339935303,28.70469093322754,-0.10383784025907516
56,56,3.019685745239258,28.97020149230957,-0.10536131262779236,25.950515747070312,-3.125046968460083,-8.240707397460938,19.48676109313965,-8.338906288146973,27.727468490600586,-0.09819934517145157
57,57,0.8289318084716797,29.955705642700195,-0.39568662643432617,29.126773834228516,-1.2246184349060059,2.8654861450195312,29.357582092285156,-0.085834801197052,26.492095947265625,-2.9513208866119385
58,58,0.22017860412597656,27.331558227539062,-0.6940388083457947,27.111379623413086,-0.9142174124717712,-6.179197311401367,22.263757705688477,-6.253024578094482,28.442955017089844,-0.07382725924253464
59,59,6.551471710205078,30.150604248046875,-0.03796624392271042,23.599132537841797,-6.589437961578369,0.28391456604003906,29.8418025970459,-0.612671971321106,29.55788803100586,-0.896586537361145
60,60,4.909467697143555,30.159990310668945,-0.07851368188858032,25.25052261352539,-4.98798131942749,-6.261970520019531,20.02248764038086,-6.454446315765381,26.28445816040039,-0.19247578084468842
61,61,6.029384613037109,30.299041748046875,-0.024884818121790886,24.269657135009766,-6.054269313812256,-2.0598087310791016,26.337247848510742,-2.2595996856689453,28.397056579589844,-0.19979102909564972
62,62,-0.36727333068847656,28.315221786499023,-0.9447280168533325,28.6824951171875,-0.577454686164856,-8.575736999511719,20.156766891479492,-8.659102439880371,28.73250389099121,-0.08336547017097473
63,63,3.9135913848876953,28.775379180908203,-0.11173714697360992,24.861787796020508,-4.025328636169434,-4.639091491699219,24.158424377441406,-4.737336158752441,28.797515869140625,-0.09824461489915848
64,64,0.6932945251464844,28.04645347595215,-0.5308328866958618,27.353158950805664,-1.2241274118423462,-6.936967849731445,21.12983512878418,-7.048959732055664,28.066802978515625,-0.1119920164346695
65,65,5.149383544921875,28.2767391204834,-0.11494182050228119,23.127355575561523,-5.264325141906738,0.06244468688964844,25.83256721496582,-0.8593825101852417,25.770122528076172,-0.9218271970748901
66,66,4.44066047668457,28.911211013793945,-0.08559528738260269,24.470550537109375,-4.5262556076049805,-7.047185897827148,20.608652114868164,-7.251980781555176,27.655838012695312,-0.20479491353034973
67,67,3.7166500091552734,27.538724899291992,-0.18409812450408936,23.82207489013672,-3.9007482528686523,-1.089691162109375,26.96872901916504,-1.5327552556991577,28.058420181274414,-0.4430640637874603
68,68,3.594402313232422,27.447275161743164,-0.2282506674528122,23.852872848510742,-3.82265305519104,-3.027627944946289,21.583906173706055,-3.6779134273529053,24.611534118652344,-0.6502854824066162
69,69,1.4905433654785156,28.55977439880371,-0.2827662527561188,27.069231033325195,-1.773309588432312,-6.65625,22.835641860961914,-6.726447582244873,29.491891860961914,-0.07019752264022827
70,70,6.83819580078125,28.672258377075195,-0.08025674521923065,21.834062576293945,-6.918452739715576,-7.65056037902832,20.501834869384766,-7.731473445892334,28.152395248413086,-0.08091288805007935
71,71,4.68421745300293,28.652931213378906,-0.08768901228904724,23.968713760375977,-4.77190637588501,-6.486425399780273,21.06097412109375,-6.668667316436768,27.547399520874023,-0.18224172294139862
72,72,4.162525177001953,28.802919387817383,-0.0863633006811142,24.64039421081543,-4.2488884925842285,-7.36775016784668,20.342342376708984,-7.4561614990234375,27.710092544555664,-0.0884111151099205
73,73,4.812360763549805,30.88625144958496,-0.030528297647833824,26.073890686035156,-4.842888832092285,0.9132061004638672,29.206470489501953,-0.3885609209537506,28.293264389038086,-1.3017669916152954
74,74,6.427223205566406,27.898252487182617,-0.309258371591568,21.47102928161621,-6.736481666564941,-4.071144104003906,23.564672470092773,-4.192283630371094,27.63581657409668,-0.1211395189166069
75,75,-1.8299903869628906,27.55954933166504,-2.0491209030151367,29.38953971862793,-0.21913045644760132,-1.3535099029541016,25.64317512512207,-1.76546311378479,26.996685028076172,-0.4119531512260437
76,76,5.399883270263672,29.102115631103516,-0.10353155434131622,23.702232360839844,-5.503414630889893,-3.6644229888916016,24.10858154296875,-3.8051962852478027,27.77300453186035,-0.14077334105968475
77,77,2.745929718017578,28.03743553161621,-0.122916080057621,25.291505813598633,-2.8688457012176514,-2.3761940002441406,24.030719757080078,-2.7829642295837402,26.40691375732422,-0.4067702293395996
78,78,3.316774368286133,29.963533401489258,-0.08733765035867691,26.646759033203125,-3.4041121006011963,-7.353603363037109,21.33078384399414,-7.4309515953063965,28.68438720703125,-0.07734821736812592
79,79,0.8868618011474609,26.823139190673828,-0.5171523690223694,25.936277389526367,-1.4040141105651855,-1.6980304718017578,25.60165786743164,-2.025919198989868,27.2996883392334,-0.32788869738578796
80,80,3.493396759033203,30.885677337646484,-0.044845033437013626,27.39228057861328,-3.5382418632507324,1.2532119750976562,27.383886337280273,-0.3874155879020691,26.130674362182617,-1.6406276226043701
81,81,2.8161182403564453,30.322446823120117,-0.08262796700000763,27.506328582763672,-2.8987462520599365,-2.4999027252197266,24.543834686279297,-2.736053943634033,27.043737411499023,-0.23615120351314545
82,82,2.1591129302978516,26.263383865356445,-0.39986681938171387,24.104270935058594,-2.5589797496795654,0.11762237548828125,26.838336944580078,-0.850960373878479,26.720714569091797,-0.9685827493667603
83,83,1.5323829650878906,28.440473556518555,-0.24406516551971436,26.908090591430664,-1.776448130607605,-2.422849655151367,26.458040237426758,-2.579880952835083,28.880889892578125,-0.1570313274860382
84,84,3.4441471099853516,27.162063598632812,-0.3168450593948364,23.71791648864746,-3.7609920501708984,-6.696268081665039,19.075925827026367,-7.166451930999756,25.772193908691406,-0.47018393874168396
85,85,3.169706344604492,30.207860946655273,-0.07695423811674118,27.03815460205078,-3.2466604709625244,3.560527801513672,26.756628036499023,-0.31773656606674194,23.19610023498535,-3.8782644271850586
86,86,-0.7921676635742188,24.682331085205078,-1.513598918914795,25.474498748779297,-0.721431314945221,-3.6119041442871094,21.884227752685547,-4.004918098449707,25.496131896972656,-0.39301392436027527
87,87,1.2938308715820312,30.20484733581543,-0.2686849534511566,28.9110164642334,-1.5625158548355103,0.05768585205078125,23.589860916137695,-1.1830775737762451,23.532175064086914,-1.2407634258270264
88,88,2.817310333251953,29.25876808166504,-0.1520886868238449,26.441457748413086,-2.9693989753723145,3.8235645294189453,27.037338256835938,-0.29658156633377075,23.213773727416992,-4.12014627456665
89,89,4.36370849609375,32.68414306640625,-0.029197724536061287,28.3204345703125,-4.392906188964844,1.9554252624511719,27.479398727416992,-0.2574416399002075,25.52397346496582,-2.21286678314209
90,90,3.404224395751953,29.460039138793945,-0.09931422024965286,26.055814743041992,-3.5035386085510254,-2.5639419555664062,24.95055389404297,-2.854222059249878,27.514495849609375,-0.29028019309043884
91,91,1.5942802429199219,29.643829345703125,-0.23744113743305206,28.049549102783203,-1.8317214250564575,-0.2819404602050781,26.23365020751953,-1.0577588081359863,26.51559066772461,-0.775818407535553
92,92,-0.9461021423339844,26.813108444213867,-1.4027472734451294,27.75921058654785,-0.456645131111145,-2.522796630859375,23.618640899658203,-2.9674386978149414,26.141437530517578,-0.44464215636253357
93,93,4.611106872558594,30.17296600341797,-0.043927405029535294,25.561859130859375,-4.655034065246582,-0.10101699829101562,26.34955406188965,-0.8993375897407532,26.450571060180664,-0.7983205914497375
94,94,2.5447425842285156,29.40574836730957,-0.1215415969491005,26.861005783081055,-2.6662840843200684,-5.809209823608398,20.80489730834961,-6.252411842346191,26.614107131958008,-0.44320207834243774
95,95,5.679439544677734,26.4168643951416,-0.17564040422439575,20.737424850463867,-5.8550801277160645,2.338869094848633,27.283464431762695,-0.28485050797462463,24.944595336914062,-2.6237196922302246
96,96,6.134553909301758,31.422819137573242,-0.014214809983968735,25.288265228271484,-6.148768901824951,-5.429742813110352,22.018054962158203,-5.528878688812256,27.447797775268555,-0.0991358831524849
97,97,1.6676998138427734,27.298986434936523,-0.2683730721473694,25.63128662109375,-1.936072826385498,0.3734626770019531,25.378313064575195,-0.764443039894104,25.004850387573242,-1.1379057168960571
98,98,5.464870452880859,29.432409286499023,-0.06448626518249512,23.967538833618164,-5.529356956481934,-1.2400760650634766,24.650671005249023,-1.9446125030517578,25.8907470703125,-0.7045364379882812
