,Pair ID,"Clean Q, Logit Diff","Clean Q, Logit clean","Clean Q, Logprob clean","Clean Q, Logit corrupted","Clean Q, Logprob corrupted","Corrupted Q, Logit Diff","Corrupted Q, Logit clean","Corrupted Q, Logprob clean","Corrupted Q, Logit corrupted","Corrupted Q, Logprob corrupted"
0,0,16.478782653808594,39.66263961791992,-0.03562682867050171,23.183856964111328,-16.5144100189209,-17.42017936706543,23.649335861206055,-17.435998916625977,41.069515228271484,-0.015818819403648376
1,1,2.834440231323242,33.372379302978516,-6.297574520111084,30.537939071655273,-9.132014274597168,-17.417566299438477,25.185056686401367,-17.426820755004883,42.602622985839844,-0.009254534728825092
2,2,18.690933227539062,40.56675338745117,-0.13773195445537567,21.87582015991211,-18.828664779663086,-17.0266170501709,24.509305953979492,-17.106843948364258,41.53592300415039,-0.0802266001701355
3,3,16.984386444091797,39.36000061035156,-0.9037551879882812,22.375614166259766,-17.888141632080078,-16.4783935546875,25.039356231689453,-16.49318504333496,41.51774978637695,-0.014791112393140793
4,4,-8.601875305175781,32.69155502319336,-8.610197067260742,41.29343032836914,-0.0083217304199934,-16.90803337097168,22.440797805786133,-18.871469497680664,39.34883117675781,-1.963436484336853
5,5,13.558431625366211,41.86765670776367,-0.010021726600825787,28.30922508239746,-13.568453788757324,-15.953420639038086,25.932626724243164,-15.962769508361816,41.88604736328125,-0.00934878271073103
6,6,17.517793655395508,41.145042419433594,-0.25172460079193115,23.627248764038086,-17.76951789855957,-18.36138916015625,23.22382354736328,-18.46794891357422,41.58521270751953,-0.10655954480171204
7,7,16.701765060424805,40.06303024291992,-0.08597493916749954,23.361265182495117,-16.78774070739746,-17.087230682373047,24.64044189453125,-17.088441848754883,41.7276725769043,-0.001210790709592402
8,8,14.193809509277344,40.81349182128906,-0.02662203274667263,26.61968231201172,-14.220431327819824,-17.416641235351562,24.32054901123047,-17.491201400756836,41.73719024658203,-0.07455999404191971
9,9,22.129457473754883,42.64518737792969,-0.35534051060676575,20.515729904174805,-22.484798431396484,-15.189773559570312,26.217727661132812,-15.292040824890137,41.407501220703125,-0.1022668406367302
10,10,16.369417190551758,37.04029083251953,-0.9457041025161743,20.670873641967773,-17.315120697021484,-17.824920654296875,23.923717498779297,-17.83558464050293,41.74863815307617,-0.010663552209734917
11,11,20.684051513671875,41.44974136352539,-0.07741861045360565,20.765689849853516,-20.761470794677734,-16.839874267578125,24.180503845214844,-16.86033058166504,41.02037811279297,-0.020456643775105476
12,12,8.943178176879883,37.47995376586914,-2.672131299972534,28.536775588989258,-11.615309715270996,-15.836776733398438,25.04743194580078,-16.460180282592773,40.88420867919922,-0.6234038472175598
13,13,15.264656066894531,37.709434509277344,-1.7901058197021484,22.444778442382812,-17.05476188659668,-16.45013999938965,25.78513526916504,-16.451801300048828,42.23527526855469,-0.0016612313920632005
14,14,13.377708435058594,38.144386291503906,-1.8355108499526978,24.766677856445312,-15.21321964263916,-17.735692977905273,23.60771369934082,-17.96901512145996,41.343406677246094,-0.23332250118255615
15,15,22.426362991333008,44.92665100097656,-0.0006037319544702768,22.500288009643555,-22.42696762084961,-15.44908332824707,24.910612106323242,-15.780928611755371,40.35969543457031,-0.3318449854850769
16,16,17.390275955200195,39.6345100402832,-0.11411750316619873,22.244234085083008,-17.504392623901367,-17.809255599975586,23.762556076049805,-17.868022918701172,41.57181167602539,-0.058767497539520264
17,17,16.899139404296875,37.00446701049805,-2.6289749145507812,20.105327606201172,-19.528114318847656,-16.76955795288086,24.79971694946289,-16.773462295532227,41.56927490234375,-0.0039051712956279516
18,18,16.849021911621094,39.44574737548828,-0.09245160222053528,22.596725463867188,-16.94147300720215,-15.415599822998047,24.65310287475586,-15.711956977844238,40.068702697753906,-0.29635679721832275
19,19,14.54796028137207,40.79726791381836,-0.12243608385324478,26.24930763244629,-14.67039680480957,-14.812238693237305,26.046789169311523,-14.889975547790527,40.85902786254883,-0.07773685455322266
20,20,18.438486099243164,40.16851043701172,-0.044823262840509415,21.730024337768555,-18.483308792114258,-17.38982582092285,23.718793869018555,-17.467100143432617,41.108619689941406,-0.07727450877428055
21,21,15.56562614440918,39.40228271484375,-1.2612390518188477,23.83665657043457,-16.826866149902344,-11.884746551513672,26.941505432128906,-13.782301902770996,38.82625198364258,-1.897554874420166
22,22,17.245981216430664,41.12989807128906,-0.016495516523718834,23.8839168548584,-17.262475967407227,-9.798154830932617,28.26326560974121,-12.458181381225586,38.06142044067383,-2.660027027130127
23,23,17.750381469726562,39.31064987182617,-0.7788078188896179,21.56026840209961,-18.529190063476562,-16.1821346282959,24.843523025512695,-16.22867202758789,41.025657653808594,-0.04653656855225563
24,24,14.254419326782227,42.781471252441406,-0.08924326300621033,28.52705192565918,-14.34366226196289,-16.71177101135254,23.52618980407715,-17.68060302734375,40.23796081542969,-0.9688320159912109
25,25,5.063310623168945,36.511722564697266,-3.659752607345581,31.44841194152832,-8.723063468933105,-8.565254211425781,31.084339141845703,-8.628358840942383,39.649593353271484,-0.06310491263866425
26,26,5.830419540405273,36.893096923828125,-7.032989501953125,31.06267738342285,-12.863409042358398,-6.259809494018555,30.37483024597168,-11.506734848022461,36.634639739990234,-5.246924877166748
27,27,15.298931121826172,36.23081588745117,-2.4148378372192383,20.931884765625,-17.713769912719727,-3.794300079345703,34.060970306396484,-4.493635654449463,37.85527038574219,-0.6993356943130493
28,28,14.696809768676758,37.98935317993164,-2.8290345668792725,23.292543411254883,-17.52584457397461,-17.777956008911133,22.597898483276367,-18.894290924072266,40.3758544921875,-1.1163356304168701
29,29,11.243711471557617,38.79183578491211,-1.8301310539245605,27.548124313354492,-13.07384204864502,-10.28811264038086,28.960533142089844,-10.786724090576172,39.2486457824707,-0.4986115097999573
30,30,8.430246353149414,38.42921829223633,-1.9966788291931152,29.998971939086914,-10.426925659179688,-17.26420783996582,23.57497215270996,-17.524883270263672,40.83917999267578,-0.26067525148391724
