probe,condition,filler,depth,closed,ctx_tokens,fill,patch_tokens,gold,s_a,s_b,s_p
0,pure_a,code,15,True,3577,0.8733,0,C,-35.28054428100586,-45.60436248779297,-19.99087905883789
0,pure_b,code,15,True,3577,0.8733,0,C,-35.28054428100586,-45.60436248779297,-19.99087905883789
0,patch_ab,code,15,True,3577,0.8733,178,C,-35.65242385864258,-46.00433349609375,-20.174755096435547
0,patch_bb,code,15,True,3577,0.8733,178,C,-35.25212860107422,-45.61249923706055,-19.748779296875
0,patch_ba,code,15,True,3577,0.8733,178,C,-35.25212860107422,-45.61249923706055,-19.748779296875
0,patch_aa,code,15,True,3577,0.8733,178,C,-35.65242385864258,-46.00433349609375,-20.174755096435547
0,unrel_pure_y,code,15,True,3584,0.875,0,C,-34.99348831176758,-45.656429290771484,-19.78868293762207
0,unrel_patch_xy,code,15,True,3584,0.875,178,C,-34.873146057128906,-45.7486572265625,-19.61210823059082
0,unrel_patch_yy,code,15,True,3584,0.875,178,C,-35.12089157104492,-45.635948181152344,-19.426921844482422
1,pure_a,code,15,True,3682,0.8989,0,E,-34.70866012573242,-45.70635223388672,-18.041778564453125
1,pure_b,code,15,True,3682,0.8989,0,E,-34.70866012573242,-45.70635223388672,-18.041778564453125
1,patch_ab,code,15,True,3682,0.8989,178,E,-34.3005485534668,-45.18076705932617,-18.157207489013672
1,patch_bb,code,15,True,3682,0.8989,178,E,-34.5640754699707,-45.25044250488281,-18.40961456298828
1,patch_ba,code,15,True,3682,0.8989,178,E,-34.5640754699707,-45.25044250488281,-18.40961456298828
1,patch_aa,code,15,True,3682,0.8989,178,E,-34.3005485534668,-45.18076705932617,-18.157207489013672
1,unrel_pure_y,code,15,True,3689,0.9006,0,E,-34.46512222290039,-46.1100959777832,-17.735347747802734
1,unrel_patch_xy,code,15,True,3689,0.9006,178,E,-34.39441680908203,-46.107940673828125,-18.313068389892578
1,unrel_patch_yy,code,15,True,3689,0.9006,178,E,-34.42426681518555,-46.01434326171875,-18.2227725982666
2,pure_a,code,15,True,3807,0.9294,0,A,-32.754364013671875,-45.386173248291016,-18.880226135253906
2,pure_b,code,15,True,3807,0.9294,0,A,-32.754364013671875,-45.386173248291016,-18.880226135253906
2,patch_ab,code,15,True,3807,0.9294,178,A,-33.11179733276367,-46.04025650024414,-18.62677001953125
2,patch_bb,code,15,True,3807,0.9294,178,A,-33.33457946777344,-46.257568359375,-18.47048568725586
2,patch_ba,code,15,True,3807,0.9294,178,A,-33.33457946777344,-46.257568359375,-18.47048568725586
2,patch_aa,code,15,True,3807,0.9294,178,A,-33.11179733276367,-46.04025650024414,-18.62677001953125
2,unrel_pure_y,code,15,True,3814,0.9312,0,A,-31.866899490356445,-44.413822174072266,-18.23909568786621
2,unrel_patch_xy,code,15,True,3814,0.9312,178,A,-32.15260696411133,-45.054019927978516,-18.36014175415039
2,unrel_patch_yy,code,15,True,3814,0.9312,178,A,-32.07675552368164,-44.898399353027344,-18.44915771484375
3,pure_a,code,15,True,3745,0.9143,0,A,-32.81488037109375,-43.92451858520508,-18.90485954284668
