probe,condition,filler,depth,closed,ctx_tokens,fill,patch_tokens,gold,s_a,s_b,s_p
0,pure_a,code,15,True,3577,0.8733,0,C,-35.28054428100586,-45.60436248779297,-19.99087905883789
0,pure_b,code,15,True,3577,0.8733,0,C,-35.28054428100586,-45.60436248779297,-19.99087905883789
0,patch_ab,code,15,True,3577,0.8733,3378,C,-35.4699592590332,-44.512386322021484,-19.49650764465332
0,patch_bb,code,15,True,3577,0.8733,3378,C,-35.74512481689453,-45.890193939208984,-20.043991088867188
0,patch_ba,code,15,True,3577,0.8733,3378,C,-35.74512481689453,-45.890193939208984,-20.043991088867188
0,patch_aa,code,15,True,3577,0.8733,3378,C,-35.4699592590332,-44.512386322021484,-19.49650764465332
0,unrel_pure_y,code,15,True,3584,0.875,0,C,-34.99348831176758,-45.656429290771484,-19.78868293762207
0,unrel_patch_xy,code,15,True,3584,0.875,3378,C,-35.50152587890625,-45.28761291503906,-20.23801612854004
0,unrel_patch_yy,code,15,True,3584,0.875,3378,C,-35.40623092651367,-44.746822357177734,-19.974956512451172
1,pure_a,code,15,True,3682,0.8989,0,E,-34.70866012573242,-45.70635223388672,-18.041778564453125
1,pure_b,code,15,True,3682,0.8989,0,E,-34.70866012573242,-45.70635223388672,-18.041778564453125
1,patch_ab,code,15,True,3682,0.8989,3378,E,-34.36684799194336,-44.84974670410156,-17.669727325439453
1,patch_bb,code,15,True,3682,0.8989,3378,E,-34.33473587036133,-45.128047943115234,-18.3770809173584
1,patch_ba,code,15,True,3682,0.8989,3378,E,-34.33473587036133,-45.128047943115234,-18.3770809173584
1,patch_aa,code,15,True,3682,0.8989,3378,E,-34.36684799194336,-44.84974670410156,-17.669727325439453
1,unrel_pure_y,code,15,True,3689,0.9006,0,E,-34.46512222290039,-46.1100959777832,-17.735347747802734
1,unrel_patch_xy,code,15,True,3689,0.9006,3378,E,-35.079383850097656,-46.192806243896484,-17.91846466064453
1,unrel_patch_yy,code,15,True,3689,0.9006,3378,E,-34.70478439331055,-45.15583038330078,-18.017024993896484
2,pure_a,code,15,True,3807,0.9294,0,A,-32.754364013671875,-45.386173248291016,-18.880226135253906
2,pure_b,code,15,True,3807,0.9294,0,A,-32.754364013671875,-45.386173248291016,-18.880226135253906
2,patch_ab,code,15,True,3807,0.9294,3378,A,-32.832069396972656,-45.292118072509766,-18.557178497314453
2,patch_bb,code,15,True,3807,0.9294,3378,A,-32.87514114379883,-46.359989166259766,-18.72291374206543
2,patch_ba,code,15,True,3807,0.9294,3378,A,-32.87514114379883,-46.359989166259766,-18.72291374206543
2,patch_aa,code,15,True,3807,0.9294,3378,A,-32.832069396972656,-45.292118072509766,-18.557178497314453
2,unrel_pure_y,code,15,True,3814,0.9312,0,A,-31.866899490356445,-44.413822174072266,-18.23909568786621
2,unrel_patch_xy,code,15,True,3814,0.9312,3378,A,-32.894779205322266,-45.3672981262207,-19.07895278930664
2,unrel_patch_yy,code,15,True,3814,0.9312,3378,A,-33.0375862121582,-45.62956237792969,-18.679414749145508
