probe,condition,filler,depth,closed,ctx_tokens,fill,patch_tokens,gold,s_a,s_b,s_p
0,pure_a,code,15,True,3577,0.8733,0,C,-35.28054428100586,-45.60436248779297,-19.99087905883789
0,pure_b,code,15,True,3577,0.8733,0,C,-35.28054428100586,-45.60436248779297,-19.99087905883789
0,patch_ab,code,15,True,3577,0.8733,3378,C,-35.531837463378906,-45.336585998535156,-19.866073608398438
0,patch_bb,code,15,True,3577,0.8733,3378,C,-35.15180969238281,-45.48165512084961,-19.5999813079834
0,patch_ba,code,15,True,3577,0.8733,3378,C,-35.15180969238281,-45.48165512084961,-19.5999813079834
0,patch_aa,code,15,True,3577,0.8733,3378,C,-35.531837463378906,-45.336585998535156,-19.866073608398438
0,unrel_pure_y,code,15,True,3584,0.875,0,C,-34.99348831176758,-45.656429290771484,-19.78868293762207
0,unrel_patch_xy,code,15,True,3584,0.875,3378,C,-35.78647994995117,-46.280784606933594,-19.791738510131836
0,unrel_patch_yy,code,15,True,3584,0.875,3378,C,-35.617523193359375,-46.817569732666016,-19.79323959350586
1,pure_a,code,15,True,3682,0.8989,0,E,-34.70866012573242,-45.70635223388672,-18.041778564453125
1,pure_b,code,15,True,3682,0.8989,0,E,-34.70866012573242,-45.70635223388672,-18.041778564453125
1,patch_ab,code,15,True,3682,0.8989,3378,E,-34.5797119140625,-45.13676071166992,-18.041406631469727
1,patch_bb,code,15,True,3682,0.8989,3378,E,-34.72652816772461,-46.190284729003906,-17.52363395690918
1,patch_ba,code,15,True,3682,0.8989,3378,E,-34.72652816772461,-46.190284729003906,-17.52363395690918
1,patch_aa,code,15,True,3682,0.8989,3378,E,-34.5797119140625,-45.13676071166992,-18.041406631469727
1,unrel_pure_y,code,15,True,3689,0.9006,0,E,-34.46512222290039,-46.1100959777832,-17.735347747802734
1,unrel_patch_xy,code,15,True,3689,0.9006,3378,E,-34.730682373046875,-45.31924057006836,-18.47386932373047
1,unrel_patch_yy,code,15,True,3689,0.9006,3378,E,-34.648414611816406,-45.308013916015625,-18.350418090820312
2,pure_a,code,15,True,3807,0.9294,0,A,-32.754364013671875,-45.386173248291016,-18.880226135253906
2,pure_b,code,15,True,3807,0.9294,0,A,-32.754364013671875,-45.386173248291016,-18.880226135253906
2,patch_ab,code,15,True,3807,0.9294,3378,A,-33.115875244140625,-45.67820739746094,-18.342851638793945
2,patch_bb,code,15,True,3807,0.9294,3378,A,-32.91177749633789,-45.88031768798828,-18.196125030517578
2,patch_ba,code,15,True,3807,0.9294,3378,A,-32.91177749633789,-45.88031768798828,-18.196125030517578
2,patch_aa,code,15,True,3807,0.9294,3378,A,-33.115875244140625,-45.67820739746094,-18.342851638793945
2,unrel_pure_y,code,15,True,3814,0.9312,0,A,-31.866899490356445,-44.413822174072266,-18.23909568786621
2,unrel_patch_xy,code,15,True,3814,0.9312,3378,A,-32.67659378051758,-45.32987594604492,-18.207857131958008
2,unrel_patch_yy,code,15,True,3814,0.9312,3378,A,-32.766361236572266,-45.13506317138672,-18.30299949645996
