method,condition,signed_strength,t_delay,delay_idx,indifference_multiplier,plot_multiplier,log_indifference_multiplier,logistic_alpha,logistic_beta_log_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,1 hour,0,503.0149981629737,,6.220619987076628,4.959906375869638,-0.7973331253434337,negative_slope_incoherent_amount_effect,0.9781571873645,64,63
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,8 hours,1,9.092387229115535e-07,1.0,-13.910658155783057,2.1563086362048343,0.15501125914077582,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,tomorrow,2,1.8870663399911526e-05,1.0,-10.87790204287367,2.052088597314781,0.1886474606249231,left_censored_threshold_below_tested_range,0.9998649570692929,64,63
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,2 days,3,1269.9469141741226,,7.146730378716103,5.885877156195844,-0.8235762151773285,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,week,4,0.01950088635316321,1.0,-3.9372953604370684,1.3511488400654008,0.34316674680850295,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,month,5,1.5816745051215269,1.5816745051215269,0.45848409920122335,-1.7910641323628482,3.9064912730523527,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,3 months,6,1.2964299728721675,1.2964299728721675,0.2596143120983418,-0.26275603495048694,1.01210150097948,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,year,7,1.1094556674296232,1.1094556674296232,0.1038695053408457,-0.02776636501417784,0.2673197000704208,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,2 years,8,4.7619166717416865,4.7619166717416865,1.560650249327295,-1.6408863358237529,1.0514119589133075,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,3 years,9,8.635027810085289,8.635027810085289,2.155826932217114,-1.5371742919494333,0.7130323260079878,finite,1.0,64,64
