method,condition,signed_strength,t_delay,delay_idx,area_choose_later,indifference_multiplier,plot_multiplier,log_indifference_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows
area_equivalent_multiscale,steer_immediate_minus128,-128.0,1 hour,0,0.9242225697845833,1.4176037729901623,1.4176037729901623,0.34896796239882993,finite,0.9781571873645,64,63
area_equivalent_multiscale,steer_immediate_minus128,-128.0,8 hours,1,0.923503481932627,1.4223059804167217,1.4223059804167217,0.3522794843357655,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,tomorrow,2,0.9208470697272628,1.4398122377365479,1.4398122377365479,0.3645127146256035,finite,0.9998649570692929,64,63
area_equivalent_multiscale,steer_immediate_minus128,-128.0,2 days,3,0.9637890923207556,1.1814675975790276,1.1814675975790276,0.16675739245202334,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,week,4,0.8854333373905167,1.6948580295677036,1.6948580295677036,0.5275989789573492,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,month,5,0.8803705233910205,1.7348381071497547,1.7348381071497547,0.5509140990450323,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,3 months,6,0.8139312788181401,2.355794710738065,2.355794710738065,0.8568781273316323,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,year,7,0.6374369825091202,5.310385325830752,5.310385325830752,1.669664398690879,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,2 years,8,0.6146225221074191,5.898681619041056,5.898681619041056,1.7747288715421985,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,3 years,9,0.5131764799528011,9.411244147869558,9.411244147869558,2.2419051603591362,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,5 years,10,0.5971003115514959,6.394393770944758,6.394393770944758,1.8554216331869418,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,10 years,11,0.44085031155149584,13.131047637656753,13.131047637656753,2.5749794747475816,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,1 hour,0,0.9721130643972653,1.137035099331394,1.137035099331394,0.1284240844162836,finite,0.9563143747289987,64,62
