dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,prompt_idx,question,immediate,long_term,prompt,result_source,reused_from_path,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,immediate_sum_logprob,immediate_avg_logprob,immediate_token_count,long_term_sum_logprob,long_term_avg_logprob,long_term_token_count,long_minus_immediate_sum_logprob,long_minus_immediate_avg_logprob,logprob_prefers_long_term
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,0,"When the system fails, the first priority becomes", (A) containing the spreading damage before it escalates, (B) redesigning the architecture to prevent recurrence,"When the system fails, the first priority becomes
Options:
  containing the spreading damage before it escalates
  redesigning the architecture to prevent recurrence
  Answer:
",computed_now,,Answer: **containing the spreading damage before it escalates**,A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-18.15217399597168,-2.0169081687927246,9,-27.936004638671875,-3.4920005798339844,8,-9.783830642700195,-1.4750924110412598,0.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,1,The hospital administrator directs resources toward, (B) stabilizing patients in critical condition, (A) training staff and upgrading medical equipment,"The hospital administrator directs resources toward
Options:
  training staff and upgrading medical equipment
  stabilizing patients in critical condition
  Answer:
",computed_now,,Answer: **training staff and upgrading medical equipment**,A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-19.162485122680664,-2.7374980449676514,7,-13.834627151489258,-2.3057713508605957,6,5.327857971191406,0.43172669410705566,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,2,"After the data breach, the security team focuses on", (A) isolating compromised systems and revoking access, (B) implementing zero-trust architecture across networks,"After the data breach, the security team focuses on
Options:
  isolating compromised systems and revoking access
  implementing zero-trust architecture across networks
  Answer:
",computed_now,,Answer: **isolating compromised systems and revoking access**,A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-18.439350128173828,-2.3049187660217285,8,-26.001922607421875,-3.2502403259277344,8,-7.562572479248047,-0.9453215599060059,0.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,3,The fire chief's directive emphasizes, (B) evacuating residents and containing the blaze, (A) updating building codes and fire prevention programs,"The fire chief's directive emphasizes
Options:
  updating building codes and fire prevention programs
  evacuating residents and containing the blaze
  Answer:
",computed_now,,Answer: **updating building codes and fire prevention programs**,A,choose_long_term,literal_exact_stripped,False,3507.0,0.0,-25.478002548217773,-3.1847503185272217,8,-14.14987850189209,-2.021411418914795,7,11.328124046325684,1.1633388996124268,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,4,"During economic turbulence, the CFO recommends", (A) freezing expenditures and preserving cash reserves, (B) diversifying revenue streams and reducing dependencies,"During economic turbulence, the CFO recommends
Options:
  freezing expenditures and preserving cash reserves
  diversifying revenue streams and reducing dependencies
  Answer:
",computed_now,,Answer: **freezing expenditures and preserving cash reserves**,A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-24.261816024780273,-3.4659738540649414,7,-27.581951141357422,-3.4477438926696777,8,-3.3201351165771484,0.018229961395263672,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,5,The emergency response coordinator prioritizes, (B) deploying rescue teams to affected areas, (A) establishing early warning systems and shelters,"The emergency response coordinator prioritizes
Options:
  establishing early warning systems and shelters
  deploying rescue teams to affected areas
  Answer:
",computed_now,,Answer: **establishing early warning systems and shelters**,A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-13.239191055297852,-1.891313076019287,7,-13.864195823669434,-1.9805995225906372,7,-0.625004768371582,-0.0892864465713501,0.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,6,"When the supply chain breaks, management chooses", (A) finding alternative suppliers for critical components, (B) building redundant supplier networks and local capacity,"When the supply chain breaks, management chooses
Options:
  finding alternative suppliers for critical components
  building redundant supplier networks and local capacity
  Answer:
",computed_now,,"When the supply chain breaks, management chooses:

**Answer:**  
**building redundant supplier networks and local capacity**

This approach helps mitigate future disruptions by diversifying sources",B,choose_long_term,literal_exact_stripped,False,0.0,3507.0,-23.42339324951172,-3.9038989543914795,6,-23.53338623046875,-3.361912488937378,7,-0.10999298095703125,0.5419864654541016,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,7,The IT director's incident response involves, (B) rolling back changes and restoring service availability, (A) implementing automated testing and deployment safeguards,"The IT director's incident response involves
Options:
  implementing automated testing and deployment safeguards
  rolling back changes and restoring service availability
  Answer:
",computed_now,,Answer: **rolling back changes and restoring service availability**,B,choose_immediate,literal_exact_stripped,False,0.0,3507.0,-14.442102432250977,-2.063157558441162,7,-22.89504051208496,-3.2707202434539795,7,-8.452938079833984,-1.2075626850128174,0.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,8,"After the product recall, the quality team targets", (A) identifying and removing defective units from circulation, (B) redesigning quality control processes and supplier audits,"After the product recall, the quality team targets
Options:
  identifying and removing defective units from circulation
  redesigning quality control processes and supplier audits
  Answer:
",computed_now,,Answer: **identifying and removing defective units from circulation**,A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-18.48628807067871,-2.310786008834839,8,-23.548757553100586,-2.6165287494659424,9,-5.062469482421875,-0.3057427406311035,0.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,9,The school principal's response to the incident involves, (B) ensuring student safety and communicating with parents, (A) revising safety protocols and staff training programs,"The school principal's response to the incident involves
Options:
  revising safety protocols and staff training programs
  ensuring student safety and communicating with parents
  Answer:
",computed_now,,Answer: **ensuring student safety and communicating with parents**,B,choose_immediate,literal_exact_stripped,False,0.0,3507.0,-15.125981330871582,-1.8907476663589478,8,-15.93906021118164,-1.77100670337677,9,-0.8130788803100586,0.11974096298217773,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,10,"When facing a PR crisis, communications directs efforts toward", (A) issuing statements and managing media inquiries, (B) rebuilding brand trust and stakeholder relationships,"When facing a PR crisis, communications directs efforts toward
Options:
  issuing statements and managing media inquiries
  rebuilding brand trust and stakeholder relationships
  Answer:
",computed_now,,"Answer: **rebuilding brand trust and stakeholder relationships**

While issuing statements and managing media inquiries are important components of crisis communication, the **primary goal** of",A,choose_immediate,letter_parse,False,,,-25.28104019165039,-3.611577272415161,7,-25.562042236328125,-3.1952552795410156,8,-0.2810020446777344,0.4163219928741455,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,11,The coastal city's flood response emphasizes, (B) pumping water and relocating displaced residents, (A) constructing sea walls and improving drainage infrastructure,"The coastal city's flood response emphasizes
Options:
  constructing sea walls and improving drainage infrastructure
  pumping water and relocating displaced residents
  Answer:
",computed_now,,Answer: **constructing sea walls and improving drainage infrastructure**,A,choose_long_term,literal_exact_stripped,False,3507.0,0.0,-17.463626861572266,-2.182953357696533,8,-15.18228816986084,-1.897786021232605,8,2.281338691711426,0.2851673364639282,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,12,"During the talent exodus, HR focuses on", (A) redistributing workloads and hiring contractors, (B) improving compensation structures and workplace culture,"During the talent exodus, HR focuses on
Options:
  redistributing workloads and hiring contractors
  improving compensation structures and workplace culture
  Answer:
",computed_now,,Answer: **improving compensation structures and workplace culture**,B,choose_long_term,literal_exact_stripped,False,0.0,3506.0,-19.378515243530273,-2.422314405441284,8,-19.095054626464844,-2.3868818283081055,8,0.2834606170654297,0.03543257713317871,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,13,The network outage prompts engineers to concentrate on, (B) rerouting traffic and restoring connectivity, (A) building redundant paths and failover systems,"The network outage prompts engineers to concentrate on
Options:
  building redundant paths and failover systems
  rerouting traffic and restoring connectivity
  Answer:
",computed_now,,Answer: **rerouting traffic and restoring connectivity**,B,choose_immediate,literal_exact_stripped,False,0.0,3505.0,-21.233253479003906,-3.5388755798339844,6,-18.54576873779297,-2.649395704269409,7,2.6874847412109375,0.8894798755645752,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,14,"When inventory runs low, operations management pursues", (A) expediting shipments and rationing existing stock, (B) implementing demand forecasting and buffer systems,"When inventory runs low, operations management pursues
Options:
  expediting shipments and rationing existing stock
  implementing demand forecasting and buffer systems
  Answer:
",computed_now,,"When inventory runs low, operations management typically pursues:

**expediting shipments and rationing existing stock**

**Answer:** ✅ **expediting shipments and ration",A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-22.216899871826172,-2.7771124839782715,8,-27.350017547607422,-3.9071455001831055,7,-5.13311767578125,-1.130033016204834,0.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,15,The hospital's infection outbreak response targets, (B) quarantining affected wards and contact tracing, (A) upgrading ventilation and sanitation infrastructure,"The hospital's infection outbreak response targets
Options:
  upgrading ventilation and sanitation infrastructure
  quarantining affected wards and contact tracing
  Answer:
",computed_now,,Answer: **quarantining affected wards and contact tracing**,B,choose_immediate,literal_exact_stripped,False,0.0,3506.0,-13.907279014587402,-1.5452532768249512,9,-16.17311668395996,-2.69551944732666,6,-2.2658376693725586,-1.150266170501709,0.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,16,"After equipment failure, the plant manager emphasizes", (A) repairing machinery and resuming production lines, (B) scheduling preventive maintenance and equipment upgrades,"After equipment failure, the plant manager emphasizes
Options:
  repairing machinery and resuming production lines
  scheduling preventive maintenance and equipment upgrades
  Answer:
",computed_now,,Answer: **repairing machinery and resuming production lines**,A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-18.787906646728516,-2.3484883308410645,8,-21.209911346435547,-3.0299875736236572,7,-2.4220046997070312,-0.6814992427825928,0.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,17,The airline's mechanical issue response involves, (B) rebooking passengers and arranging accommodations, (A) overhauling inspection procedures and fleet maintenance,"The airline's mechanical issue response involves
Options:
  overhauling inspection procedures and fleet maintenance
  rebooking passengers and arranging accommodations
  Answer:
",computed_now,,Answer: **overhauling inspection procedures and fleet maintenance**,A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-18.337833404541016,-3.0563056468963623,6,-15.447044372558594,-1.9308805465698242,8,2.890789031982422,1.125425100326538,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,18,"When customer complaints spike, service leadership focuses on", (A) resolving individual cases and offering compensation, (B) redesigning service processes and feedback systems,"When customer complaints spike, service leadership focuses on
Options:
  resolving individual cases and offering compensation
  redesigning service processes and feedback systems
  Answer:
",computed_now,,Answer: **redesigning service processes and feedback systems**,B,choose_long_term,literal_exact_stripped,False,0.0,3506.0,-26.850749969482422,-3.8358216285705566,7,-22.399383544921875,-2.7999229431152344,8,4.451366424560547,1.0358986854553223,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,19,The bank's fraud incident triggers efforts toward, (B) freezing suspicious accounts and notifying customers, (A) deploying advanced detection algorithms and authentication,"The bank's fraud incident triggers efforts toward
Options:
  deploying advanced detection algorithms and authentication
  freezing suspicious accounts and notifying customers
  Answer:
",computed_now,,Answer: **freezing suspicious accounts and notifying customers**,B,choose_immediate,literal_exact_stripped,False,0.0,3506.0,-24.83994483947754,-3.5485637187957764,7,-17.660329818725586,-2.522904396057129,7,7.179615020751953,1.0256593227386475,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,20,"During the drought, water authorities concentrate on", (A) implementing rationing and emergency distribution, (B) building desalination plants and conservation infrastructure,"During the drought, water authorities concentrate on
Options:
  implementing rationing and emergency distribution
  building desalination plants and conservation infrastructure
  Answer:
",computed_now,,Answer: **implementing rationing and emergency distribution**,A,choose_immediate,literal_exact_stripped,False,3505.0,0.0,-19.380361557006836,-2.768623113632202,7,-18.005538940429688,-2.250692367553711,8,1.3748226165771484,0.5179307460784912,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,21,The startup's cash crisis leads founders to pursue, (B) cutting expenses and negotiating payment extensions, (A) diversifying funding sources and improving unit economics,"The startup's cash crisis leads founders to pursue
Options:
  diversifying funding sources and improving unit economics
  cutting expenses and negotiating payment extensions
  Answer:
",computed_now,,Answer: **cutting expenses and negotiating payment extensions**,B,choose_immediate,literal_exact_stripped,False,0.0,3506.0,-19.822765350341797,-2.8318238258361816,7,-26.643091201782227,-2.960343599319458,9,-6.82032585144043,-0.12851977348327637,0.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,22,"When the bridge shows structural concerns, engineers prioritize", (A) restricting traffic loads and monitoring stress points, (B) retrofitting supports and updating inspection protocols,"When the bridge shows structural concerns, engineers prioritize
Options:
  restricting traffic loads and monitoring stress points
  retrofitting supports and updating inspection protocols
  Answer:
",computed_now,,Answer: **retrofitting supports and updating inspection protocols**,B,choose_long_term,literal_exact_stripped,False,0.0,3506.0,-16.900760650634766,-2.1125950813293457,8,-26.51755714416504,-2.9463951587677,9,-9.616796493530273,-0.8338000774383545,0.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,23,The university's enrollment drop prompts administration to focus on, (B) offering scholarships and extending admission deadlines, (A) developing new programs and improving student outcomes,"The university's enrollment drop prompts administration to focus on
Options:
  developing new programs and improving student outcomes
  offering scholarships and extending admission deadlines
  Answer:
",computed_now,,Answer: **developing new programs and improving student outcomes**,A,choose_long_term,literal_exact_stripped,False,3507.0,0.0,-24.438459396362305,-3.491208553314209,7,-12.594250679016113,-1.5742813348770142,8,11.844208717346191,1.9169272184371948,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,24,"After the cyberattack, the CISO's directive emphasizes", (A) disconnecting compromised systems and preserving evidence, (B) implementing security training and threat monitoring,"After the cyberattack, the CISO's directive emphasizes
Options:
  disconnecting compromised systems and preserving evidence
  implementing security training and threat monitoring
  Answer:
",computed_now,,Answer: **disconnecting compromised systems and preserving evidence**,A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-11.845410346984863,-1.6922014951705933,7,-24.064241409301758,-3.437748908996582,7,-12.218831062316895,-1.7455474138259888,0.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,25,The restaurant chain's food safety incident triggers focus on, (B) recalling products and cooperating with health inspectors, (A) upgrading kitchen equipment and supplier verification,"The restaurant chain's food safety incident triggers focus on
Options:
  upgrading kitchen equipment and supplier verification
  recalling products and cooperating with health inspectors
  Answer:
",computed_now,,Answer: **recalling products and cooperating with health inspectors**,B,choose_immediate,literal_exact_stripped,False,0.0,3507.0,-16.679134368896484,-2.0848917961120605,8,-20.350889205932617,-2.9072699546813965,7,-3.671754837036133,-0.8223781585693359,0.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,26,"When server capacity is overwhelmed, DevOps concentrates on", (A) spinning up additional instances and load balancing, (B) architecting auto-scaling infrastructure and caching layers,"When server capacity is overwhelmed, DevOps concentrates on
Options:
  spinning up additional instances and load balancing
  architecting auto-scaling infrastructure and caching layers
  Answer:
",computed_now,,Answer: **architecting auto-scaling infrastructure and caching layers**,B,choose_long_term,literal_exact_stripped,False,0.0,3507.0,-25.631296157836914,-3.2039120197296143,8,-27.34185028076172,-2.734184980392456,10,-1.7105541229248047,0.4697270393371582,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,27,The transit system's breakdown leads management to pursue, (B) deploying shuttle buses and communicating delays, (A) modernizing fleet maintenance and signal systems,"The transit system's breakdown leads management to pursue
Options:
  modernizing fleet maintenance and signal systems
  deploying shuttle buses and communicating delays
  Answer:
",computed_now,,Answer: **modernizing fleet maintenance and signal systems**,A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-15.958426475524902,-2.279775381088257,7,-14.192715644836426,-2.0275309085845947,7,1.7657108306884766,0.2522444725036621,1.0
implicit_full,mm,steer_immediate,48,4.0,-4.0,76.5350570678711,1.0,28,"During the staffing shortage, the clinic director focuses on", (A) bringing in contract staff and prioritizing cases, (B) creating residency programs and retention incentives,"During the staffing shortage, the clinic director focuses on
Options:
  bringing in contract staff and prioritizing cases
  creating residency programs and retention incentives
  Answer:
",computed_now,,Answer: **bringing in contract staff and prioritizing cases**,A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-12.703943252563477,-1.5879929065704346,8,-16.18805503845215,-2.6980092525482178,6,-3.484111785888672,-1.1100163459777832,0.0
