layer,mm_train_acc,mm_raw_norm,mm_steering_norm,wmm_train_acc,wmm_raw_norm,wmm_steering_norm,wmm_reg_lambda,wmm_sample_space_condition_number
0,0.87875,6.126660346984863,1.0,1.0,3.2793028354644775,1.0,0.0008959590349049967,39781.0501322814
1,0.82625,6.223231792449951,0.9999999403953552,1.0,3.118523359298706,0.9999999403953552,0.0009211450052378826,39189.58144381863
2,0.87625,7.288312911987305,1.0,1.0,2.711669445037842,0.9999999403953552,0.0011794676504893295,44730.994911444155
3,0.88,8.728961944580078,1.0,1.0,2.207094669342041,0.9999998807907104,0.001615115237663363,46551.64730948384
4,0.90125,11.207734107971191,1.0,1.0,1.6700118780136108,1.0,0.002318066023927265,45529.190476413416
5,0.91625,13.297738075256348,1.0,1.0,1.3155626058578491,0.9999999403953552,0.003071316733098795,46040.4564468494
6,0.885,14.437051773071289,1.0,1.0,1.0763959884643555,0.9999999403953552,0.0037477163233146414,41465.497647253535
7,0.89375,15.040284156799316,1.0,1.0,0.9677505493164062,1.0,0.004323964462692329,37262.165427560714
8,0.9125,15.711817741394043,1.0,1.0,0.9383496642112732,1.0,0.004724854714453196,37965.767882198226
9,0.90125,18.178611755371094,1.0,1.0,0.8348848223686218,1.0,0.005922324939179116,41211.01065999257
10,0.90875,20.14180564880371,1.0,1.0,0.7633460164070129,1.0,0.007194806199570722,45560.111843751874
11,0.92,22.583391189575195,1.0,1.0,0.6329002380371094,1.0,0.008345764196976559,45089.142890235096
12,0.93375,24.221981048583984,1.0,1.0,0.5776058435440063,0.9999999403953552,0.009100065086099436,44904.92483455077
13,0.94375,26.289506912231445,1.0,1.0,0.5323909521102905,1.0,0.009653715871249656,44872.61824023272
14,0.94,27.39183235168457,0.9999999403953552,1.0,0.5141509175300598,1.0,0.010194768175153997,45021.76619425643
15,0.9325,27.899593353271484,1.0,1.0,0.5139832496643066,1.0,0.010324134913520678,43732.5606538629
16,0.955,30.304059982299805,1.0,1.0,0.46985140442848206,1.0,0.010929737775836435,42351.446778352176
17,0.95875,30.915552139282227,1.0,1.0,0.4553256332874298,1.0,0.011229686171905845,42617.869347187334
18,0.9475,31.15004539489746,1.0,1.0,0.44691604375839233,1.0,0.011654076669953013,41555.327526907524
19,0.95375,31.482637405395508,1.0,1.0,0.42983949184417725,0.9999999403953552,0.012129384034339599,41745.12317123641
20,0.955,31.742225646972656,1.0,1.0,0.4283146560192108,1.0,0.012179603969538336,41630.402902812224
21,0.965,31.80481719970703,1.0,1.0,0.42104142904281616,1.0,0.012470301665176403,41567.37280821588
22,0.97375,32.347347259521484,0.9999999403953552,1.0,0.4154141843318939,1.0,0.012839801329215252,39961.53293460595
23,0.97,33.135005950927734,1.0,1.0,0.411039799451828,1.0,0.013242973128820609,40382.56863951701
24,0.97375,34.014564514160156,1.0,1.0,0.4046155512332916,1.0,0.013694032645339168,39878.03496099347
25,0.9775,34.796043395996094,0.9999999403953552,1.0,0.4026319086551666,1.0,0.014219489943297815,40524.04566364554
26,0.95875,34.986698150634766,1.0,1.0,0.3875051736831665,0.9999999403953552,0.014959415789839827,40768.65294963074
27,0.9425,37.046485900878906,1.0,1.0,0.3679993748664856,0.9999999403953552,0.01686028779638867,42470.55398741301
28,0.91125,39.306678771972656,0.9999999403953552,1.0,0.36523905396461487,0.9999999403953552,0.018706520043604506,42463.87375285723
29,0.87625,42.31266784667969,0.9999999403953552,1.0,0.35143959522247314,1.0,0.02119632185450873,43730.32663104146
30,0.9075,45.08924102783203,1.0,1.0,0.3386973738670349,1.0,0.023972810440394315,42237.88899457211
31,0.90125,48.30356979370117,0.9999999403953552,1.0,0.31765756011009216,0.9999999403953552,0.028170907161811934,44263.205905088515
32,0.885,50.88764953613281,0.9999999403953552,1.0,0.29997217655181885,1.0,0.031988415264140875,43121.41738779041
33,0.8975,55.00400924682617,1.0,1.0,0.2774157226085663,1.0,0.039034489243363855,42745.11028656252
34,0.94875,58.522361755371094,0.9999999403953552,1.0,0.25939902663230896,1.0,0.0472503852706814,40791.86184238574
35,0.94375,64.0951919555664,0.9999999403953552,1.0,0.2346300482749939,1.0,0.0592861369111514,38760.52728791999
36,0.94875,68.9364013671875,0.9999999403953552,1.0,0.21495018899440765,1.0,0.06947569983453546,37600.65726357002
37,0.92875,74.86970520019531,0.9999998807907104,1.0,0.1971828043460846,0.9999999403953552,0.08572985030944823,36903.456065364
38,0.915,78.62644958496094,0.9999999403953552,1.0,0.18686111271381378,0.9999999403953552,0.0983705029447836,35116.80398211083
39,0.93875,82.75331115722656,1.0,1.0,0.17380370199680328,1.0,0.11312313208774938,32877.413077015
40,0.93,86.59786987304688,1.0,1.0,0.16246330738067627,1.0,0.12900235385186526,31898.076515227865
41,0.93625,90.04399108886719,0.9999999403953552,1.0,0.15354564785957336,0.9999999403953552,0.14407887359153793,30787.830850467817
42,0.92375,94.1999282836914,1.0,1.0,0.14668665826320648,0.9999999403953552,0.1628309756467419,29638.869295313725
43,0.8975,99.03046417236328,1.0,1.0,0.13519839942455292,0.9999999403953552,0.1865456842278454,29052.33226703625
44,0.91875,106.21200561523438,0.9999999403953552,1.0,0.12400804460048676,1.0,0.2182216817080302,29011.098001340928
45,0.91375,114.69181823730469,1.0,1.0,0.11482780426740646,1.0,0.26269853851106467,35974.602262514934
46,0.7975,146.6986846923828,1.0,1.0,0.10232491046190262,1.0,0.39907284679978816,49575.58472528859
47,0.7575,42.7486457824707,0.9999999403953552,1.0,0.5782091617584229,1.0,0.029344815926444782,99665.63866788665
