layer,target,cosine_with_raw_pos,raw_dir_norm,target_dir_norm
0,task_index,0.9801778793334961,79943.4453125,228.07028198242188
0,within_task_fraction,-0.06714265048503876,79943.4453125,7.392378807067871
0,tokens_until_boundary,0.04406323283910751,79943.4453125,26.414745330810547
2,task_index,0.8635149598121643,14396.47265625,45.13459396362305
2,within_task_fraction,0.012938355095684528,14396.47265625,2.4118237495422363
2,tokens_until_boundary,-0.0030693835578858852,14396.47265625,10.366652488708496
4,task_index,0.8630355000495911,6700.16943359375,20.288169860839844
4,within_task_fraction,0.0358009859919548,6700.16943359375,1.0390020608901978
4,tokens_until_boundary,0.005369975697249174,6700.16943359375,4.607247352600098
6,task_index,0.9145631790161133,4635.48291015625,13.943025588989258
6,within_task_fraction,-0.006574172526597977,4635.48291015625,0.5689482688903809
6,tokens_until_boundary,0.011554315686225891,4635.48291015625,2.5516040325164795
8,task_index,0.9426378011703491,3388.980712890625,10.13929557800293
8,within_task_fraction,-0.08440141379833221,3388.980712890625,0.3583897352218628
8,tokens_until_boundary,0.059532374143600464,3388.980712890625,1.522914171218872
10,task_index,0.9472836852073669,3297.3046875,9.688028335571289
10,within_task_fraction,-0.06241621822118759,3297.3046875,0.3619977831840515
10,tokens_until_boundary,0.06414283066987991,3297.3046875,1.551971197128296
12,task_index,0.9528759121894836,2733.9521484375,8.070722579956055
12,within_task_fraction,-0.04848948121070862,2733.9521484375,0.2861381769180298
12,tokens_until_boundary,0.05758512020111084,2733.9521484375,1.2086331844329834
14,task_index,0.9525132179260254,2348.596435546875,6.855199813842773
14,within_task_fraction,-0.04761512205004692,2348.596435546875,0.24386471509933472
14,tokens_until_boundary,0.06519697606563568,2348.596435546875,1.0294272899627686
18,task_index,0.9654221534729004,1716.7802734375,4.949630260467529
18,within_task_fraction,-0.03417915105819702,1716.7802734375,0.15587329864501953
18,tokens_until_boundary,0.06316353380680084,1716.7802734375,0.6563510894775391
22,task_index,0.9764233827590942,1159.6934814453125,3.3303654193878174
22,within_task_fraction,0.005975641310214996,1159.6934814453125,0.08609243482351303
22,tokens_until_boundary,0.03249795362353325,1159.6934814453125,0.34856805205345154
27,task_index,0.9867504239082336,566.9083862304688,1.6196662187576294
27,within_task_fraction,-0.017101114615797997,566.9083862304688,0.04624255374073982
27,tokens_until_boundary,0.048416633158922195,566.9083862304688,0.14301180839538574
