depth,probe,ctx_tokens,fill,gold,pred,correct,parsed,response_chars,system_share,system_tokens,system_enrichment,mean_entropy,has_answer,has_supporting,n_symptoms,grounded_fraction,fully_compliant,response
0,0,204,0.0498,C,C,True,True,247,0.23783455836014764,48,1.0107968730306274,0.36353191389153283,True,True,2,0.0,True,"ANSWER: C
SUPPORTING: Itchy nose or throat; Itchy eyes
The presence of nasal congestion or a clear runny nose along with severe itching in one or both eyes strongly suggests an allergic reaction, which supports the diagnosis of allergic sinusitis."
0,1,309,0.0754,E,E,True,True,398,0.22603289841834528,48,1.4550867835680978,0.4646950272355893,True,True,2,0.5,True,"ANSWER: E
SUPPORTING: Cough; Wheezing sound when exhaling
The patient's history includes symptoms of cough and wheezing, which are indicative of bronchospasm or acute asthma exacerbation. Additionally, the presence of asthma in the family, previous hospitalization for an asthma attack, and current exposure to triggers like secondhand smoke and living in a big city further support this diagnosis."
0,2,434,0.106,A,A,True,True,328,0.22134412876117873,48,2.0013198308823243,0.6744879566238325,True,True,2,0.0,True,"ANSWER: A
SUPPORTING: Detached from own body or surroundings; Pain (cramp-like) in the side of the chest
The patient's symptoms of detachment from her body and surroundings, along with the presence of chest pain characterized as a cramp, are more consistent with a panic attack than with other cardiac or respiratory conditions."
0,3,372,0.0908,A,A,True,True,321,0.22251654941938934,48,1.7245032580002675,0.4296062291737833,True,True,2,0.0,True,"ANSWER: A
SUPPORTING: Pulmonary neoplasm; Unstable angina
Listed symptoms such as shortness of breath, fatigue, loss of appetite, and unintentional weight loss are common in patients with pulmonary neoplasms. Additionally, the patient's history of smoking and family history of lung cancer further support this diagnosis."
0,4,359,0.0876,A,E,False,True,292,0.223500042563931,48,1.6715940683427337,0.42487230375929347,True,True,2,1.0,True,"ANSWER: E
SUPPORTING: pain that improves when you lean forward; difficulty swallowing

The patient's pain improves when leaning forward and she reports difficulty swallowing, which are common symptoms of acute laryngitis. These findings strongly support this diagnosis over the others listed."
0,5,384,0.0938,D,D,True,True,362,0.21518733433634923,48,1.7214986746907939,0.4464722506404155,True,True,2,0.5,True,"ANSWER: D
SUPPORTING: Shortness of breath or difficulty breathing; Swelling in one or more areas of the body
The patient's symptoms of shortness of breath and swelling in the posterior aspect of the ankle and calf suggest pulmonary embolism, which can cause both respiratory distress and leg swelling due to blood clots blocking blood flow in the lungs and legs."
0,6,320,0.0781,D,D,True,True,311,0.22449567635019413,48,1.4966378423346276,0.3045437517707691,True,True,2,0.5,True,"ANSWER: D
SUPPORTING: URTI; sore throat
The patient's symptoms of a sore throat and a cough producing colored or more abundant sputum than usual are consistent with an Upper Respiratory Tract Infection (URTI). Additionally, the presence of nasal congestion or a clear runny nose further supports this diagnosis."
0,7,417,0.1018,E,A,False,True,469,0.21855864152281454,48,1.8987281982294513,0.5304144257048635,True,True,2,0.0,True,"ANSWER: A
SUPPORTING: Heavy pain; Pain radiates to another location
The patient's pain is described as heavy and has radiated to multiple locations including the biceps and under the jaw, which are classic signs of cardiac ischemia. Additionally, the pain is exacerbated by physical exertion and relieved by rest, and the patient has a history of diabetes, hypertension, and a family history of cardiovascular disease, all of which increase the risk of a cardiac event."
0,8,297,0.0725,D,B,False,True,315,0.22471518291269751,48,1.3904251942723158,0.35112406633299287,True,True,2,0.5,True,"ANSWER: B
SUPPORTING: URTI; Fever
The patient reports having a fever, nasal congestion, and a cough, which are common symptoms of an upper respiratory tract infection (URTI). The presence of these symptoms strongly supports a diagnosis of URTI over other options like tuberculosis, influenza, or acute otitis media."
0,9,693,0.1692,D,D,True,True,336,0.2086497214911768,48,3.012380354028865,0.510305509259323,True,True,2,0.5,True,"ANSWER: D
SUPPORTING: Pneumonia; Diffuse (widespread) muscle pain
The patient presents with symptoms such as coughing up blood, shortness of breath, a productive cough, fever, and diffuse muscle pain, which are common in pneumonia. Additionally, the presence of chest pain that worsens with deep breaths is also indicative of pneumonia."
