method,condition,signed_strength,t_delay,delay_idx,area_choose_later,indifference_multiplier,plot_multiplier,log_indifference_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows
area_equivalent_multiscale,steer_immediate_minus128,-128.0,1 hour,0,0.8153598431600423,2.340347319320715,2.340347319320715,0.8502993454155385,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,8 hours,1,0.7171514836735193,3.6787225344525005,3.6787225344525005,1.3025655545376749,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,tomorrow,2,0.9306952034511083,1.3759719894683435,1.3759719894683435,0.31916038281292636,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,2 days,3,0.9347694909546963,1.3503956120345242,1.3503956120345242,0.3003975954722593,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,week,4,0.7471079622623248,3.204675613017805,3.204675613017805,1.1646108724633173,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,month,5,0.7469729193316174,3.2066692067713833,3.2066692067713833,1.1652327681416397,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,3 months,6,0.8479271358566626,2.0144000720002357,2.0144000720002357,0.700321420050715,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,year,7,0.48118562527100134,10.905077326652572,10.905077326652572,2.3892284905640384,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,2 years,8,0.7664763609588372,2.931212324954329,2.931212324954329,1.0754161002358078,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,3 years,9,0.4405284379065018,13.150525997861308,13.150525997861308,2.5764617576611633,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,5 years,10,0.3561856252710013,19.392274474868575,19.392274474868575,2.96487476381255,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,10 years,11,0.6333626950055323,5.410963569866832,5.410963569866832,1.6884271860315456,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,1 hour,0,0.831587175066652,2.1718291099607416,2.1718291099607416,0.7755697203210857,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,8 hours,1,0.7171514836735193,3.6787225344525005,3.6787225344525005,1.3025655545376749,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,tomorrow,2,0.9373565337770853,1.3344027627104242,1.3344027627104242,0.288483822996719,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,2 days,3,0.9441766783191955,1.2931432683252195,1.2931432683252195,0.25707589668726344,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,week,4,0.7334351300218295,3.4129485389374232,3.4129485389374232,1.227576591855263,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,month,5,0.7305710752156838,3.4582616573888334,3.4582616573888334,1.2407660516595613,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,3 months,6,0.8097443624311514,2.4016586188508784,2.4016586188508784,0.8761595898482173,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,year,7,0.6571258976125076,4.850072211765221,4.850072211765221,1.5789935938623083,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,2 years,8,0.7663399607900107,2.9330541326260535,2.9330541326260535,1.0760442462266515,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,3 years,9,0.6438143747289989,5.156692688606228,5.156692688606228,1.6402954221755408,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,5 years,10,0.6219715620934984,5.702389466812293,5.702389466812293,1.7408852917026718,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,10 years,11,0.6807599411850159,4.349908459246767,4.349908459246767,1.4701548010278498,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,1 hour,0,0.8234735091133472,2.2545142349338403,2.2545142349338403,0.8129345328683124,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,8 hours,1,0.7171514836735193,3.6787225344525005,3.6787225344525005,1.3025655545376749,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,tomorrow,2,0.9373565337770853,1.3344027627104242,1.3344027627104242,0.288483822996719,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,2 days,3,0.9441766783191955,1.2931432683252195,1.2931432683252195,0.25707589668726344,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,week,4,0.7497187763701397,3.1663757242753494,3.1663757242753494,1.1525876291728507,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,month,5,0.7782292360901074,2.7767803528660964,2.7767803528660964,1.0212921100816414,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,3 months,6,0.8016306964778465,2.4930937332121523,2.4930937332121523,0.913524402395444,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,year,7,0.6273901165657585,5.561856337531712,5.561856337531712,1.715931926195867,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,2 years,8,0.7624195279821847,2.986489168937424,2.986489168937424,1.0940985065094213,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,3 years,9,0.6194971481545101,5.767740382508182,5.767740382508182,1.7522803890022942,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,5 years,10,0.6194971481545101,5.767740382508182,5.767740382508182,1.7522803890022942,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,10 years,11,0.6644199803950054,4.689861735397862,4.689861735397862,1.5454031012982203,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,1 hour,0,0.8234735091133472,2.2545142349338403,2.2545142349338403,0.8129345328683124,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,8 hours,1,0.7171514836735193,3.6787225344525005,3.6787225344525005,1.3025655545376749,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,tomorrow,2,0.9373565337770853,1.3344027627104242,1.3344027627104242,0.288483822996719,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,2 days,3,0.9360630123658906,1.3423753705468917,1.3423753705468917,0.29444070923448956,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,week,4,0.7333788155801291,3.413833759559869,3.413833759559869,1.2278359294432222,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,month,5,0.7925488290362002,2.59957494136172,2.59957494136172,0.9553479475708095,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,3 months,6,0.817970657267857,2.3123772366126336,2.3123772366126336,0.838276102125073,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,year,7,0.608298729853003,6.072989640558994,6.072989640558994,1.803851011094618,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,2 years,8,0.7487466957416894,3.1805820858352165,3.1805820858352165,1.157064225901367,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,3 years,9,0.6235539811311624,5.660985438082139,5.660985438082139,1.7335979827286812,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,5 years,10,0.5758115228835088,7.053049863690886,7.053049863690886,1.953460128056557,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,10 years,11,0.684748574077255,4.27073723861076,4.27073723861076,1.4517864677496588,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,1 hour,0,0.8234735091133472,2.2545142349338403,2.2545142349338403,0.8129345328683124,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,8 hours,1,0.7171514836735193,3.6787225344525005,3.6787225344525005,1.3025655545376749,finite,1.0,64,64
