dataset,train_regime,feature_name,vector_key,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,prompt_idx,question,immediate,long_term,prompt,result_source,reused_from_path,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,immediate_sum_logprob,immediate_avg_logprob,immediate_token_count,long_term_sum_logprob,long_term_avg_logprob,long_term_token_count,long_minus_immediate_sum_logprob,long_minus_immediate_avg_logprob,logprob_prefers_long_term
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,128.0,128.0,34.97119903564453,1.0,0,"When developing a roadmap for this initiative, consider:", (A) What we can deliver in the next 30 days, (B) What position we want in 10 years,"When developing a roadmap for this initiative, consider:
Options:
  What we can deliver in the next 30 days
  What position we want in 10 years
  Answer:
",computed_now,,"When developing a roadmap for this initiative, consider:

**Answer: Both options.**

- **What we can deliver in the next 30 days** helps",A,choose_immediate,literal_exact_stripped,False,3509.0,0.0,-12.36047649383545,-1.123679757118225,11,-15.5609712600708,-1.7289968729019165,9,-3.2004947662353516,-0.6053171157836914,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,128.0,128.0,34.97119903564453,1.0,1,The planning horizon for this project should be:, (B) This sprint cycle ending next week, (A) The full product lifecycle over years,"The planning horizon for this project should be:
Options:
  The full product lifecycle over years
  This sprint cycle ending next week
  Answer:
",computed_now,,Answer: **The full product lifecycle over years**,A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-11.237245559692383,-1.8728742599487305,6,-6.433306694030762,-1.0722178220748901,6,4.803938865661621,0.8006564378738403,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,128.0,128.0,34.97119903564453,1.0,2,"When setting milestones, focus on:", (A) Daily and weekly checkpoint targets this month, (B) Annual and multi-year achievement markers,"When setting milestones, focus on:
Options:
  Daily and weekly checkpoint targets this month
  Annual and multi-year achievement markers
  Answer:
",computed_now,,"**Answer:**  
**Daily and weekly checkpoint targets this month**

**Explanation:**  
When setting milestones, it's most effective to start with **short-term,",A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-14.840509414672852,-2.120072841644287,7,-15.714961051940918,-2.6191601753234863,6,-0.8744516372680664,-0.4990873336791992,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,128.0,128.0,34.97119903564453,1.0,3,The timeline we should optimize for is:, (B) The next few hours and days, (A) The coming decades and beyond,"The timeline we should optimize for is:
Options:
  The coming decades and beyond
  The next few hours and days
  Answer:
",computed_now,,Answer: The coming decades and beyond,A,choose_long_term,literal_exact_stripped,False,3505.0,0.0,-11.960058212280273,-1.9933431148529053,6,-3.1474997997283936,-0.6294999718666077,5,8.81255841255188,1.3638431429862976,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,128.0,128.0,34.97119903564453,1.0,4,"When scoping this work, prioritize:", (A) Deliverables due this month, (B) Capabilities needed in future years,"When scoping this work, prioritize:
Options:
  Deliverables due this month
  Capabilities needed in future years
  Answer:
",computed_now,,"**Answer:**  
**Deliverables due this month**

**Reason:**  
When scoping work, it's important to prioritize immediate needs and deadlines. Deliver",A,choose_immediate,literal_exact_stripped,False,3504.0,0.0,-8.829490661621094,-1.4715818166732788,6,-16.841703414916992,-3.3683407306671143,5,-8.012212753295898,-1.8967589139938354,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,128.0,128.0,34.97119903564453,1.0,5,The schedule should be driven by:, (B) This quarter's urgent deadline pressures, (A) The five-year strategic vision timeline,"The schedule should be driven by:
Options:
  The five-year strategic vision timeline
  This quarter's urgent deadline pressures
  Answer:
",computed_now,,"**Answer:**  
The five-year strategic vision timeline  

**Reason:**  
A schedule that is driven by the five-year strategic vision timeline ensures long-term alignment,",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-14.814860343933105,-2.4691433906555176,6,-7.326076030731201,-1.2210127115249634,6,7.488784313201904,1.2481306791305542,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,128.0,128.0,34.97119903564453,1.0,6,Planning sessions should address:, (A) Next week's tactical priorities, (B) Next decade's market position,"Planning sessions should address:
Options:
  Next week's tactical priorities
  Next decade's market position
  Answer:
",computed_now,,"**Answer:**  
**Next week's tactical priorities**

**Explanation:**  
Planning sessions are typically most effective when they focus on near-term, actionable goals that can",A,choose_immediate,literal_exact_stripped,False,3505.0,0.0,-9.825844764709473,-1.9651689529418945,5,-18.636396408081055,-3.7272794246673584,5,-8.810551643371582,-1.7621104717254639,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,128.0,128.0,34.97119903564453,1.0,7,The project plan emphasizes:, (B) Shipping deliverables by this Friday deadline, (A) Building value that lasts for generations,"The project plan emphasizes:
Options:
  Building value that lasts for generations
  Shipping deliverables by this Friday deadline
  Answer:
",computed_now,,Answer: **Building value that lasts for generations**,A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-11.700995445251465,-1.671570897102356,7,-5.200945854187012,-0.8668243288993835,6,6.500049591064453,0.8047465682029724,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,128.0,128.0,34.97119903564453,1.0,8,Capacity planning should account for:, (A) Today's workload and constraints, (B) Growth projections over many years,"Capacity planning should account for:
Options:
  Today's workload and constraints
  Growth projections over many years
  Answer:
",computed_now,,"**Answer:**  
**Both Today's workload and constraints and Growth projections over many years**

**Explanation:**  
Effective capacity planning must consider both the current state (",A,choose_immediate,ab_logit_fallback,True,28.875,22.234375,-19.172508239746094,-3.8345017433166504,5,-18.614368438720703,-3.1023948192596436,6,0.5581398010253906,0.7321069240570068,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,128.0,128.0,34.97119903564453,1.0,9,"When drafting the plan, consider:", (B) What's achievable by end of day, (A) What's possible over a lifetime,"When drafting the plan, consider:
Options:
  What's possible over a lifetime
  What's achievable by end of day
  Answer:
",computed_now,,"When drafting a plan, it's important to balance both long-term vision and short-term action:

- **What's possible over a lifetime**: This involves setting big",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-11.871559143066406,-1.6959370374679565,7,-15.616927146911621,-2.6028213500976562,6,-3.745368003845215,-0.9068843126296997,0.0
