dataset,train_regime,feature_name,vector_key,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,prompt_idx,question,immediate,long_term,prompt,result_source,reused_from_path,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,immediate_sum_logprob,immediate_avg_logprob,immediate_token_count,long_term_sum_logprob,long_term_avg_logprob,long_term_token_count,long_minus_immediate_sum_logprob,long_minus_immediate_avg_logprob,logprob_prefers_long_term
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,4.0,4.0,41.11653518676758,1.0,0,"When developing a roadmap for this initiative, consider:", (A) What we can deliver in the next 30 days, (B) What position we want in 10 years,"When developing a roadmap for this initiative, consider:
Options:
  What we can deliver in the next 30 days
  What position we want in 10 years
  Answer:
",computed_now,,"When developing a roadmap for this initiative, consider:

**Answer: Both options.**

- **What we can deliver in the next 30 days** helps",A,choose_immediate,literal_exact_stripped,False,3509.0,0.0,-13.579505920410156,-1.234500527381897,11,-17.156219482421875,-1.9062466621398926,9,-3.5767135620117188,-0.6717461347579956,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,4.0,4.0,41.11653518676758,1.0,1,The planning horizon for this project should be:, (B) This sprint cycle ending next week, (A) The full product lifecycle over years,"The planning horizon for this project should be:
Options:
  The full product lifecycle over years
  This sprint cycle ending next week
  Answer:
",computed_now,,Answer: The full product lifecycle over years,A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-12.910999298095703,-2.1518332958221436,6,-6.327971458435059,-1.0546619892120361,6,6.5830278396606445,1.0971713066101074,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,4.0,4.0,41.11653518676758,1.0,2,"When setting milestones, focus on:", (A) Daily and weekly checkpoint targets this month, (B) Annual and multi-year achievement markers,"When setting milestones, focus on:
Options:
  Daily and weekly checkpoint targets this month
  Annual and multi-year achievement markers
  Answer:
",computed_now,,"Answer: **Daily and weekly checkpoint targets this month**  

When setting milestones, it's most effective to focus on **short-term, achievable goals** like daily",A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-17.649927139282227,-2.521418333053589,7,-17.9307918548584,-2.9884653091430664,6,-0.2808647155761719,-0.46704697608947754,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,4.0,4.0,41.11653518676758,1.0,3,The timeline we should optimize for is:, (B) The next few hours and days, (A) The coming decades and beyond,"The timeline we should optimize for is:
Options:
  The coming decades and beyond
  The next few hours and days
  Answer:
",computed_now,,Answer: The coming decades and beyond,A,choose_long_term,literal_exact_stripped,False,3505.0,0.0,-12.372154235839844,-2.062025785446167,6,-3.762763738632202,-0.7525527477264404,5,8.609390497207642,1.3094730377197266,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,4.0,4.0,41.11653518676758,1.0,4,"When scoping this work, prioritize:", (A) Deliverables due this month, (B) Capabilities needed in future years,"When scoping this work, prioritize:
Options:
  Deliverables due this month
  Capabilities needed in future years
  Answer:
",computed_now,,"**Answer:**  
**Deliverables due this month**

**Reason:**  
When scoping work, it's important to prioritize **deliverables due this month",A,choose_immediate,literal_exact_stripped,False,3504.0,0.0,-9.821252822875977,-1.6368755102157593,6,-17.256973266601562,-3.45139479637146,5,-7.435720443725586,-1.8145192861557007,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,4.0,4.0,41.11653518676758,1.0,5,The schedule should be driven by:, (B) This quarter's urgent deadline pressures, (A) The five-year strategic vision timeline,"The schedule should be driven by:
Options:
  The five-year strategic vision timeline
  This quarter's urgent deadline pressures
  Answer:
",computed_now,,"Answer: **The five-year strategic vision timeline**

A schedule should be driven by the long-term strategic vision to ensure alignment with organizational goals and sustainable progress, rather",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-16.27912139892578,-2.7131869792938232,6,-7.638676166534424,-1.2731127738952637,6,8.640445232391357,1.4400742053985596,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,4.0,4.0,41.11653518676758,1.0,6,Planning sessions should address:, (A) Next week's tactical priorities, (B) Next decade's market position,"Planning sessions should address:
Options:
  Next week's tactical priorities
  Next decade's market position
  Answer:
",computed_now,,"**Answer:**  
**Next week's tactical priorities**

**Explanation:**  
Planning sessions are typically focused on short-term, actionable goals that can be addressed in the",A,choose_immediate,literal_exact_stripped,False,3505.0,0.0,-12.705771446228027,-2.541154384613037,5,-22.173904418945312,-4.434781074523926,5,-9.468132972717285,-1.8936266899108887,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,4.0,4.0,41.11653518676758,1.0,7,The project plan emphasizes:, (B) Shipping deliverables by this Friday deadline, (A) Building value that lasts for generations,"The project plan emphasizes:
Options:
  Building value that lasts for generations
  Shipping deliverables by this Friday deadline
  Answer:
",computed_now,,Answer: **Building value that lasts for generations**,A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-11.248475074768066,-1.606925129890442,7,-5.920335292816162,-0.9867225885391235,6,5.328139781951904,0.6202025413513184,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,4.0,4.0,41.11653518676758,1.0,8,Capacity planning should account for:, (A) Today's workload and constraints, (B) Growth projections over many years,"Capacity planning should account for:
Options:
  Today's workload and constraints
  Growth projections over many years
  Answer:
",computed_now,,"**Answer:**  
**Today's workload and constraints**  
**Growth projections over many years**

**Explanation:**  
Capacity planning should account for **both**",A,choose_immediate,ab_logit_fallback,True,28.8125,22.171875,-20.48787498474121,-4.0975751876831055,5,-19.620512008666992,-3.270085334777832,6,0.8673629760742188,0.8274898529052734,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,4.0,4.0,41.11653518676758,1.0,9,"When drafting the plan, consider:", (B) What's achievable by end of day, (A) What's possible over a lifetime,"When drafting the plan, consider:
Options:
  What's possible over a lifetime
  What's achievable by end of day
  Answer:
",computed_now,,"When drafting the plan, consider:

- **What's possible over a lifetime**: Set long-term goals and aspirations that align with your values, passions, and vision",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-13.056902885437012,-1.8652719259262085,7,-16.801654815673828,-2.8002758026123047,6,-3.7447519302368164,-0.9350038766860962,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,4.0,4.0,41.11653518676758,1.0,10,The planning process should target:, (A) This fiscal quarter's objectives, (B) The organization's perpetual mission,"The planning process should target:
Options:
  This fiscal quarter's objectives
  The organization's perpetual mission
  Answer:
",computed_now,,"The planning process should target:  
**This fiscal quarter's objectives**

**Answer:** ✅ **This fiscal quarter's objectives**

*Explanation:*  
Planning processes",A,choose_immediate,literal_exact_stripped,False,3505.0,0.0,-14.308023452758789,-2.861604690551758,5,-18.391944885253906,-3.678389072418213,5,-4.083921432495117,-0.8167843818664551,0.0
