dataset,train_regime,feature_name,vector_key,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,prompt_idx,question,immediate,long_term,prompt,result_source,reused_from_path,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,immediate_sum_logprob,immediate_avg_logprob,immediate_token_count,long_term_sum_logprob,long_term_avg_logprob,long_term_token_count,long_minus_immediate_sum_logprob,long_minus_immediate_avg_logprob,logprob_prefers_long_term
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,44,128.0,-128.0,41.11653518676758,1.0,0,"When developing a roadmap for this initiative, consider:", (A) What we can deliver in the next 30 days, (B) What position we want in 10 years,"When developing a roadmap for this initiative, consider:
Options:
  What we can deliver in the next 30 days
  What position we want in 10 years
  Answer:
",computed_now,,"**Answer: What we can deliver in the next 30 days**

When developing a roadmap for an initiative, the immediate priority is typically to focus on **",A,choose_immediate,literal_exact_stripped,False,3509.0,0.0,-11.962942123413086,-1.0875402688980103,11,-15.118000030517578,-1.67977774143219,9,-3.155057907104492,-0.5922374725341797,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,44,128.0,-128.0,41.11653518676758,1.0,1,The planning horizon for this project should be:, (B) This sprint cycle ending next week, (A) The full product lifecycle over years,"The planning horizon for this project should be:
Options:
  The full product lifecycle over years
  This sprint cycle ending next week
  Answer:
",computed_now,,Answer: **The full product lifecycle over years**,A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-10.693560600280762,-1.7822601795196533,6,-6.224918842315674,-1.0374865531921387,6,4.468641757965088,0.7447736263275146,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,44,128.0,-128.0,41.11653518676758,1.0,2,"When setting milestones, focus on:", (A) Daily and weekly checkpoint targets this month, (B) Annual and multi-year achievement markers,"When setting milestones, focus on:
Options:
  Daily and weekly checkpoint targets this month
  Annual and multi-year achievement markers
  Answer:
",computed_now,,"Answer: **Daily and weekly checkpoint targets this month**  

When setting milestones, the focus should be on **short-term, specific targets** to track progress and",A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-16.470582962036133,-2.352940559387207,7,-16.2983341217041,-2.7163891792297363,6,0.17224884033203125,-0.3634486198425293,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,44,128.0,-128.0,41.11653518676758,1.0,3,The timeline we should optimize for is:, (B) The next few hours and days, (A) The coming decades and beyond,"The timeline we should optimize for is:
Options:
  The coming decades and beyond
  The next few hours and days
  Answer:
",computed_now,,Answer: The coming decades and and beyond,A,choose_long_term,letter_parse,False,,,-11.434038162231445,-1.9056730270385742,6,-3.9496450424194336,-0.7899290323257446,5,7.484393119812012,1.1157439947128296,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,44,128.0,-128.0,41.11653518676758,1.0,4,"When scoping this work, prioritize:", (A) Deliverables due this month, (B) Capabilities needed in future years,"When scoping this work, prioritize:
Options:
  Deliverables due this month
  Capabilities needed in future years
  Answer:
",computed_now,,"**Answer:**  
**Deliverables due this month**  

**Reasoning:**  
When scoping work, the immediate priority is typically to fulfill **deliver",A,choose_immediate,literal_exact_stripped,False,3504.0,0.0,-8.332215309143066,-1.388702630996704,6,-16.267683029174805,-3.2535367012023926,5,-7.935467720031738,-1.8648340702056885,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,44,128.0,-128.0,41.11653518676758,1.0,5,The schedule should be driven by:, (B) This quarter's urgent deadline pressures, (A) The five-year strategic vision timeline,"The schedule should be driven by:
Options:
  The five-year strategic vision timeline
  This quarter's urgent deadline pressures
  Answer:
",computed_now,,Answer: **The five-year strategic vision timeline**,A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-14.241154670715332,-2.373525857925415,6,-6.546795845031738,-1.091132640838623,6,7.694358825683594,1.282393217086792,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,44,128.0,-128.0,41.11653518676758,1.0,6,Planning sessions should address:, (A) Next week's tactical priorities, (B) Next decade's market position,"Planning sessions should address:
Options:
  Next week's tactical priorities
  Next decade's market position
  Answer:
",computed_now,,"**Answer:** Next week's tactical priorities

**Explanation:** Planning sessions typically focus on **immediate or short-term** objectives, such as **tactical priorities",A,choose_immediate,literal_exact_stripped,False,3505.0,0.0,-12.495058059692383,-2.499011754989624,5,-21.151073455810547,-4.230214595794678,5,-8.656015396118164,-1.7312028408050537,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,44,128.0,-128.0,41.11653518676758,1.0,7,The project plan emphasizes:, (B) Shipping deliverables by this Friday deadline, (A) Building value that lasts for generations,"The project plan emphasizes:
Options:
  Building value that lasts for generations
  Shipping deliverables by this Friday deadline
  Answer:
",computed_now,,Answer: **Shipping deliverables by this Friday deadline**,B,choose_immediate,literal_exact_stripped,False,0.0,3506.0,-9.553558349609375,-1.364794135093689,7,-7.256664276123047,-1.2094440460205078,6,2.296894073486328,0.15535008907318115,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,44,128.0,-128.0,41.11653518676758,1.0,8,Capacity planning should account for:, (A) Today's workload and constraints, (B) Growth projections over many years,"Capacity planning should account for:
Options:
  Today's workload and constraints
  Growth projections over many years
  Answer:
",computed_now,,"**Answer:**  
**Today's workload and constraints**  
**Growth projections over many years**

**Correct Answer:**  
✅ **Both options are correct.",A,choose_immediate,ab_logit_fallback,True,28.296875,22.609375,-18.942758560180664,-3.7885518074035645,5,-18.68588638305664,-3.114314556121826,6,0.25687217712402344,0.6742372512817383,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,44,128.0,-128.0,41.11653518676758,1.0,9,"When drafting the plan, consider:", (B) What's achievable by end of day, (A) What's possible over a lifetime,"When drafting the plan, consider:
Options:
  What's possible over a lifetime
  What's achievable by end of day
  Answer:
",computed_now,,"When drafting the plan, consider:

**Options:**
- What's possible over a lifetime
- What's achievable by end of day

**Answer:**  
",B,choose_immediate,literal_exact_stripped,False,3506.0,3507.0,-11.215078353881836,-1.6021541357040405,7,-14.616353034973145,-2.43605899810791,6,-3.4012746810913086,-0.8339048624038696,0.0
