dataset,train_regime,feature_name,vector_key,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,prompt_idx,question,immediate,long_term,prompt,result_source,reused_from_path,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,immediate_sum_logprob,immediate_avg_logprob,immediate_token_count,long_term_sum_logprob,long_term_avg_logprob,long_term_token_count,long_minus_immediate_sum_logprob,long_minus_immediate_avg_logprob,logprob_prefers_long_term
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,16.0,16.0,41.11653518676758,1.0,0,"When developing a roadmap for this initiative, consider:", (A) What we can deliver in the next 30 days, (B) What position we want in 10 years,"When developing a roadmap for this initiative, consider:
Options:
  What we can deliver in the next 30 days
  What position we want in 10 years
  Answer:
",computed_now,,"When developing a roadmap for this initiative, consider:

**Answer: Both options.**

- **What we can deliver in the next 30 days** helps",A,choose_immediate,literal_exact_stripped,False,3509.0,0.0,-13.712324142456055,-1.2465749979019165,11,-17.288984298706055,-1.920998215675354,9,-3.57666015625,-0.6744232177734375,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,16.0,16.0,41.11653518676758,1.0,1,The planning horizon for this project should be:, (B) This sprint cycle ending next week, (A) The full product lifecycle over years,"The planning horizon for this project should be:
Options:
  The full product lifecycle over years
  This sprint cycle ending next week
  Answer:
",computed_now,,Answer: The full product lifecycle over years,A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-13.063740730285645,-2.177290201187134,6,-6.381410598754883,-1.0635684728622437,6,6.682330131530762,1.1137217283248901,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,16.0,16.0,41.11653518676758,1.0,2,"When setting milestones, focus on:", (A) Daily and weekly checkpoint targets this month, (B) Annual and multi-year achievement markers,"When setting milestones, focus on:
Options:
  Daily and weekly checkpoint targets this month
  Annual and multi-year achievement markers
  Answer:
",computed_now,,"Answer: **Daily and weekly checkpoint targets this month**  

When setting milestones, it's most effective to focus on **daily and weekly checkpoint targets this month**,",A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-17.757808685302734,-2.536829948425293,7,-18.007394790649414,-3.001232624053955,6,-0.2495861053466797,-0.4644026756286621,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,16.0,16.0,41.11653518676758,1.0,3,The timeline we should optimize for is:, (B) The next few hours and days, (A) The coming decades and beyond,"The timeline we should optimize for is:
Options:
  The coming decades and beyond
  The next few hours and days
  Answer:
",computed_now,,Answer: The coming decades and beyond,A,choose_long_term,literal_exact_stripped,False,3505.0,0.0,-12.49596118927002,-2.08266019821167,6,-3.808445692062378,-0.7616891264915466,5,8.687515497207642,1.3209710717201233,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,16.0,16.0,41.11653518676758,1.0,4,"When scoping this work, prioritize:", (A) Deliverables due this month, (B) Capabilities needed in future years,"When scoping this work, prioritize:
Options:
  Deliverables due this month
  Capabilities needed in future years
  Answer:
",computed_now,,"**Answer:**  
**Deliverables due this month**

**Reason:**  
When scoping work, it's important to prioritize **deliverables due this month",A,choose_immediate,literal_exact_stripped,False,3504.0,0.0,-9.970684051513672,-1.6617807149887085,6,-17.32822608947754,-3.4656453132629395,5,-7.357542037963867,-1.803864598274231,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,16.0,16.0,41.11653518676758,1.0,5,The schedule should be driven by:, (B) This quarter's urgent deadline pressures, (A) The five-year strategic vision timeline,"The schedule should be driven by:
Options:
  The five-year strategic vision timeline
  This quarter's urgent deadline pressures
  Answer:
",computed_now,,"Answer: **The five-year strategic vision timeline**

A schedule driven by the five-year strategic vision timeline ensures alignment with long-term goals and priorities, promoting sustainable progress",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-16.42133331298828,-2.736888885498047,6,-7.780422687530518,-1.2967371940612793,6,8.640910625457764,1.4401516914367676,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,16.0,16.0,41.11653518676758,1.0,6,Planning sessions should address:, (A) Next week's tactical priorities, (B) Next decade's market position,"Planning sessions should address:
Options:
  Next week's tactical priorities
  Next decade's market position
  Answer:
",computed_now,,"**Answer:**  
**Next week's tactical priorities**

**Explanation:**  
Planning sessions are typically focused on setting short-term goals and actionable steps that can be implemented",A,choose_immediate,literal_exact_stripped,False,3505.0,0.0,-12.714027404785156,-2.5428054332733154,5,-22.19771385192871,-4.439542770385742,5,-9.483686447143555,-1.8967373371124268,0.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,16.0,16.0,41.11653518676758,1.0,7,The project plan emphasizes:, (B) Shipping deliverables by this Friday deadline, (A) Building value that lasts for generations,"The project plan emphasizes:
Options:
  Building value that lasts for generations
  Shipping deliverables by this Friday deadline
  Answer:
",computed_now,,Answer: **Building value that lasts for generations**,A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-11.451740264892578,-1.635962963104248,7,-5.857973098754883,-0.9763288497924805,6,5.593767166137695,0.6596341133117676,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,16.0,16.0,41.11653518676758,1.0,8,Capacity planning should account for:, (A) Today's workload and constraints, (B) Growth projections over many years,"Capacity planning should account for:
Options:
  Today's workload and constraints
  Growth projections over many years
  Answer:
",computed_now,,"**Answer:**  
**Today's workload and constraints**  
**Growth projections over many years**

**Explanation:**  
Capacity planning should account for **both**",A,choose_immediate,ab_logit_fallback,True,28.828125,22.109375,-20.644628524780273,-4.128925800323486,5,-19.7764949798584,-3.2960824966430664,6,0.868133544921875,0.8328433036804199,1.0
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,44,16.0,16.0,41.11653518676758,1.0,9,"When drafting the plan, consider:", (B) What's achievable by end of day, (A) What's possible over a lifetime,"When drafting the plan, consider:
Options:
  What's possible over a lifetime
  What's achievable by end of day
  Answer:
",computed_now,,"When drafting the plan, consider:

- **What's possible over a lifetime**: Set long-term, aspirational goals that align with your values, passions, and",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-13.198895454406738,-1.8855565786361694,7,-16.974910736083984,-2.8291518688201904,6,-3.776015281677246,-0.943595290184021,0.0
