session,case,context_fill,context_tokens,seq_len,layer,head,correct,pathology,attention_entropy,frac_system,frac_early_cases,frac_recent_cases,frac_current_query,peak_relative
0,0,0.0083,34,210,0,0,False,Guillain-Barré syndrome,5.34665060043335,0.1372566819190979,0.0,0.0,0.8627433180809021,0.3349282296650718
0,0,0.0083,34,210,0,1,False,Guillain-Barré syndrome,1.963501214981079,0.01640484668314457,0.0,0.0,0.9835952520370483,0.9952153110047847
0,0,0.0083,34,210,0,2,False,Guillain-Barré syndrome,4.55895471572876,0.14721207320690155,0.0,0.0,0.852787971496582,0.8421052631578947
0,0,0.0083,34,210,0,3,False,Guillain-Barré syndrome,4.026403903961182,0.1794295459985733,0.0,0.0,0.8205704092979431,0.08133971291866028
0,0,0.0083,34,210,0,4,False,Guillain-Barré syndrome,3.6064324378967285,0.0022111153230071068,0.0,0.0,0.9977887868881226,0.9808612440191388
0,0,0.0083,34,210,0,5,False,Guillain-Barré syndrome,4.533721923828125,0.06442070007324219,0.0,0.0,0.935579240322113,0.9043062200956937
0,0,0.0083,34,210,0,6,False,Guillain-Barré syndrome,5.346651077270508,0.13753123581409454,0.0,0.0,0.8624687790870667,0.23444976076555024
0,0,0.0083,34,210,0,7,False,Guillain-Barré syndrome,4.833034515380859,0.14564254879951477,0.0,0.0,0.8543574810028076,0.2583732057416268
0,0,0.0083,34,210,0,8,False,Guillain-Barré syndrome,2.9856295585632324,0.2697863280773163,0.0,0.0,0.7302136421203613,0.08133971291866028
0,0,0.0083,34,210,0,9,False,Guillain-Barré syndrome,4.001840114593506,0.01923590525984764,0.0,0.0,0.9807642102241516,0.9665071770334929
0,0,0.0083,34,210,0,10,False,Guillain-Barré syndrome,4.870689392089844,0.13503360748291016,0.0,0.0,0.8649664521217346,0.07177033492822966
0,0,0.0083,34,210,0,11,False,Guillain-Barré syndrome,2.9589624404907227,0.2982648015022278,0.0,0.0,0.701735258102417,0.08133971291866028
0,0,0.0083,34,210,0,12,False,Guillain-Barré syndrome,5.3470916748046875,0.13813519477844238,0.0,0.0,0.8618647456169128,0.7894736842105263
0,0,0.0083,34,210,0,13,False,Guillain-Barré syndrome,2.7543373107910156,0.01492895744740963,0.0,0.0,0.985071063041687,0.9665071770334929
0,0,0.0083,34,210,0,14,False,Guillain-Barré syndrome,3.902222156524658,0.19052864611148834,0.0,0.0,0.8094714283943176,0.2631578947368421
0,0,0.0083,34,210,0,15,False,Guillain-Barré syndrome,1.9347010850906372,0.0007895806920714676,0.0,0.0,0.9992104768753052,0.9760765550239234
0,0,0.0083,34,210,0,16,False,Guillain-Barré syndrome,4.095670223236084,0.17712779343128204,0.0,0.0,0.8228722214698792,0.8421052631578947
0,0,0.0083,34,210,0,17,False,Guillain-Barré syndrome,3.2247016429901123,0.2672012746334076,0.0,0.0,0.7327988147735596,0.08133971291866028
0,0,0.0083,34,210,0,18,False,Guillain-Barré syndrome,3.477630853652954,0.28339579701423645,0.0,0.0,0.7166042327880859,0.08133971291866028
0,0,0.0083,34,210,0,19,False,Guillain-Barré syndrome,5.3209757804870605,0.13711147010326385,0.0,0.0,0.8628885746002197,0.631578947368421
0,0,0.0083,34,210,0,20,False,Guillain-Barré syndrome,5.286503791809082,0.12696100771427155,0.0,0.0,0.8730391263961792,0.430622009569378
0,0,0.0083,34,210,0,21,False,Guillain-Barré syndrome,3.259683847427368,0.034761447459459305,0.0,0.0,0.9652385711669922,0.9712918660287081
0,0,0.0083,34,210,0,22,False,Guillain-Barré syndrome,5.317798614501953,0.13616976141929626,0.0,0.0,0.8638302683830261,0.7894736842105263
0,0,0.0083,34,210,0,23,False,Guillain-Barré syndrome,5.3012614250183105,0.13817831873893738,0.0,0.0,0.861821711063385,0.9665071770334929
0,0,0.0083,34,210,0,24,False,Guillain-Barré syndrome,3.723283052444458,0.012831402011215687,0.0,0.0,0.9871686697006226,0.9808612440191388
0,0,0.0083,34,210,0,25,False,Guillain-Barré syndrome,5.347086429595947,0.13795256614685059,0.0,0.0,0.8620473742485046,0.4258373205741627
0,0,0.0083,34,210,0,26,False,Guillain-Barré syndrome,5.254811763763428,0.1014302670955658,0.0,0.0,0.8985698223114014,0.9665071770334929
0,0,0.0083,34,210,0,27,False,Guillain-Barré syndrome,4.631624698638916,0.16905087232589722,0.0,0.0,0.8309491872787476,0.2631578947368421
0,0,0.0083,34,210,0,28,False,Guillain-Barré syndrome,4.837600231170654,0.09909200668334961,0.0,0.0,0.9009079337120056,0.8038277511961722
0,0,0.0083,34,210,0,29,False,Guillain-Barré syndrome,5.20186710357666,0.14861023426055908,0.0,0.0,0.8513896465301514,0.7894736842105263
0,0,0.0083,34,210,0,30,False,Guillain-Barré syndrome,2.806551456451416,0.6448448300361633,0.0,0.0,0.3551550805568695,0.0
0,0,0.0083,34,210,0,31,False,Guillain-Barré syndrome,2.2940404415130615,0.016001733019948006,0.0,0.0,0.9839982390403748,0.9665071770334929
0,0,0.0083,34,210,8,0,False,Guillain-Barré syndrome,3.9685187339782715,0.35566315054893494,0.0,0.0,0.6443368792533875,0.1722488038277512
0,0,0.0083,34,210,8,1,False,Guillain-Barré syndrome,3.2563350200653076,0.6472887992858887,0.0,0.0,0.35271117091178894,0.014354066985645933
0,0,0.0083,34,210,8,2,False,Guillain-Barré syndrome,2.760118007659912,0.18952062726020813,0.0,0.0,0.8104793429374695,1.0
0,0,0.0083,34,210,8,3,False,Guillain-Barré syndrome,2.8261942863464355,0.16884560883045197,0.0,0.0,0.831154465675354,0.9760765550239234
0,0,0.0083,34,210,8,4,False,Guillain-Barré syndrome,1.8767204284667969,0.22838054597377777,0.0,0.0,0.7716195583343506,1.0
0,0,0.0083,34,210,8,5,False,Guillain-Barré syndrome,3.986626386642456,0.6144510507583618,0.0,0.0,0.3855488896369934,0.014354066985645933
0,0,0.0083,34,210,8,6,False,Guillain-Barré syndrome,3.4469261169433594,0.3393954038619995,0.0,0.0,0.6606045961380005,1.0
0,0,0.0083,34,210,8,7,False,Guillain-Barré syndrome,2.729738235473633,0.4681178629398346,0.0,0.0,0.5318821668624878,0.1722488038277512
0,0,0.0083,34,210,8,8,False,Guillain-Barré syndrome,2.657127857208252,0.095993772149086,0.0,0.0,0.9040061831474304,1.0
0,0,0.0083,34,210,8,9,False,Guillain-Barré syndrome,2.7066051959991455,0.28930234909057617,0.0,0.0,0.7106976509094238,0.1722488038277512
0,0,0.0083,34,210,8,10,False,Guillain-Barré syndrome,2.956599235534668,0.279500275850296,0.0,0.0,0.7204996347427368,0.1722488038277512
0,0,0.0083,34,210,8,11,False,Guillain-Barré syndrome,2.841546058654785,0.262347936630249,0.0,0.0,0.737652063369751,0.9760765550239234
0,0,0.0083,34,210,8,12,False,Guillain-Barré syndrome,2.8539013862609863,0.2960768938064575,0.0,0.0,0.7039231061935425,0.1722488038277512
0,0,0.0083,34,210,8,13,False,Guillain-Barré syndrome,3.627756118774414,0.25605109333992004,0.0,0.0,0.7439489364624023,0.9760765550239234
0,0,0.0083,34,210,8,14,False,Guillain-Barré syndrome,2.786620855331421,0.34311214089393616,0.0,0.0,0.6568878889083862,0.1722488038277512
0,0,0.0083,34,210,8,15,False,Guillain-Barré syndrome,3.0552163124084473,0.10007761418819427,0.0,0.0,0.8999224305152893,0.9904306220095693
0,0,0.0083,34,210,8,16,False,Guillain-Barré syndrome,3.2415595054626465,0.38581031560897827,0.0,0.0,0.6141897439956665,0.014354066985645933
0,0,0.0083,34,210,8,17,False,Guillain-Barré syndrome,5.257970809936523,0.18087512254714966,0.0,0.0,0.8191249370574951,0.0
0,0,0.0083,34,210,8,18,False,Guillain-Barré syndrome,3.625319719314575,0.618641197681427,0.0,0.0,0.3813588321208954,0.10526315789473684
0,0,0.0083,34,210,8,19,False,Guillain-Barré syndrome,3.5726921558380127,0.3149077892303467,0.0,0.0,0.6850922703742981,0.1722488038277512
0,0,0.0083,34,210,8,20,False,Guillain-Barré syndrome,2.815704107284546,0.30765071511268616,0.0,0.0,0.6923493146896362,0.1722488038277512
0,0,0.0083,34,210,8,21,False,Guillain-Barré syndrome,4.079771995544434,0.4372246265411377,0.0,0.0,0.5627754926681519,0.1339712918660287
0,0,0.0083,34,210,8,22,False,Guillain-Barré syndrome,2.2277884483337402,0.35991838574409485,0.0,0.0,0.640081524848938,0.1722488038277512
0,0,0.0083,34,210,8,23,False,Guillain-Barré syndrome,2.213087558746338,0.8467618227005005,0.0,0.0,0.15323811769485474,0.014354066985645933
0,0,0.0083,34,210,8,24,False,Guillain-Barré syndrome,3.259064197540283,0.2842382490634918,0.0,0.0,0.7157617807388306,0.1722488038277512
0,0,0.0083,34,210,8,25,False,Guillain-Barré syndrome,2.8238775730133057,0.11657194793224335,0.0,0.0,0.8834280967712402,0.9760765550239234
0,0,0.0083,34,210,8,26,False,Guillain-Barré syndrome,2.458355665206909,0.33992302417755127,0.0,0.0,0.6600769758224487,0.1722488038277512
0,0,0.0083,34,210,8,27,False,Guillain-Barré syndrome,5.315061092376709,0.15052446722984314,0.0,0.0,0.849475622177124,0.0
0,0,0.0083,34,210,8,28,False,Guillain-Barré syndrome,2.8627753257751465,0.05492844805121422,0.0,0.0,0.9450715780258179,0.9043062200956937
0,0,0.0083,34,210,8,29,False,Guillain-Barré syndrome,3.586230516433716,0.19003739953041077,0.0,0.0,0.8099626302719116,0.1722488038277512
0,0,0.0083,34,210,8,30,False,Guillain-Barré syndrome,5.32515287399292,0.14001838862895966,0.0,0.0,0.8599815368652344,0.4019138755980861
0,0,0.0083,34,210,8,31,False,Guillain-Barré syndrome,3.118701934814453,0.3065021336078644,0.0,0.0,0.6934977769851685,0.1722488038277512
0,0,0.0083,34,210,16,0,False,Guillain-Barré syndrome,2.360989570617676,0.12769122421741486,0.0,0.0,0.8723088502883911,0.9665071770334929
0,0,0.0083,34,210,16,1,False,Guillain-Barré syndrome,3.3987107276916504,0.16749511659145355,0.0,0.0,0.8325048089027405,0.9282296650717703
0,0,0.0083,34,210,16,2,False,Guillain-Barré syndrome,2.8052055835723877,0.08347247540950775,0.0,0.0,0.9165275692939758,0.9665071770334929
0,0,0.0083,34,210,16,3,False,Guillain-Barré syndrome,2.4409518241882324,0.5940492749214172,0.0,0.0,0.405950665473938,0.009569377990430622
0,0,0.0083,34,210,16,4,False,Guillain-Barré syndrome,3.4554781913757324,0.33632892370224,0.0,0.0,0.6636711359024048,0.9665071770334929
0,0,0.0083,34,210,16,5,False,Guillain-Barré syndrome,3.2730860710144043,0.5379420518875122,0.0,0.0,0.4620579779148102,0.009569377990430622
0,0,0.0083,34,210,16,6,False,Guillain-Barré syndrome,3.454361915588379,0.24088460206985474,0.0,0.0,0.7591153979301453,0.9330143540669856
0,0,0.0083,34,210,16,7,False,Guillain-Barré syndrome,3.6899232864379883,0.45575565099716187,0.0,0.0,0.5442442893981934,0.0
0,0,0.0083,34,210,16,8,False,Guillain-Barré syndrome,4.135781764984131,0.34662550687789917,0.0,0.0,0.6533744931221008,0.9665071770334929
0,0,0.0083,34,210,16,9,False,Guillain-Barré syndrome,2.31988525390625,0.6294252872467041,0.0,0.0,0.3705746829509735,0.019138755980861243
0,0,0.0083,34,210,16,10,False,Guillain-Barré syndrome,2.8204965591430664,0.5333850383758545,0.0,0.0,0.46661508083343506,0.009569377990430622
0,0,0.0083,34,210,16,11,False,Guillain-Barré syndrome,3.1023426055908203,0.368158757686615,0.0,0.0,0.631841242313385,0.009569377990430622
0,0,0.0083,34,210,16,12,False,Guillain-Barré syndrome,3.8171041011810303,0.22972612082958221,0.0,0.0,0.7702739238739014,0.9665071770334929
0,0,0.0083,34,210,16,13,False,Guillain-Barré syndrome,4.18751335144043,0.32247501611709595,0.0,0.0,0.6775249242782593,0.009569377990430622
0,0,0.0083,34,210,16,14,False,Guillain-Barré syndrome,2.281764268875122,0.5852987766265869,0.0,0.0,0.4147011637687683,0.009569377990430622
0,0,0.0083,34,210,16,15,False,Guillain-Barré syndrome,4.9536614418029785,0.22610773146152496,0.0,0.0,0.7738922238349915,0.009569377990430622
0,0,0.0083,34,210,16,16,False,Guillain-Barré syndrome,3.614762544631958,0.10524793714284897,0.0,0.0,0.8947521448135376,0.9665071770334929
0,0,0.0083,34,210,16,17,False,Guillain-Barré syndrome,3.756016254425049,0.1794177144765854,0.0,0.0,0.8205822110176086,0.7368421052631579
0,0,0.0083,34,210,16,18,False,Guillain-Barré syndrome,0.7151191234588623,0.9941189289093018,0.0,0.0,0.005881021730601788,0.1291866028708134
0,0,0.0083,34,210,16,19,False,Guillain-Barré syndrome,3.9915268421173096,0.4616239666938782,0.0,0.0,0.5383760333061218,0.009569377990430622
