method,condition,signed_strength,t_delay,delay_idx,area_choose_later,indifference_multiplier,plot_multiplier,log_indifference_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows,time_delay_format,day_count_delays,time_delay_format_source
area_equivalent_multiscale,steer_immediate_minus128,-128.0,1 hour,0,0.9599085280871721,1.2027709876509138,1.2027709876509138,0.1846280511653343,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus128,-128.0,8 hours,1,0.9179229102576073,1.459332247884193,1.459332247884193,0.37797896663433583,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus128,-128.0,1 day,2,0.9624955709095613,1.1885264692257387,1.1885264692257387,0.17271427868979303,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus128,-128.0,2 days,3,0.9637890923207556,1.1814675975790276,1.1814675975790276,0.16675739245202334,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus128,-128.0,7 days,4,0.9597148048171679,1.2038444928623153,1.2038444928623153,0.1855201797926896,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus128,-128.0,30 days,5,0.8872921590480863,1.6804116428022213,1.6804116428022213,0.5190387888788406,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus128,-128.0,90 days,6,0.6875000000000001,4.216965034285821,4.216965034285821,1.4391156831212784,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus128,-128.0,365 days,7,0.5843428126355007,6.781322126449751,6.781322126449751,1.9141720868426582,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus128,-128.0,730 days,8,0.5500643747289987,7.9409278579217775,7.9409278579217775,2.0720301271119252,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus128,-128.0,1095 days,9,0.625,5.62341325190349,5.62341325190349,1.7269388197455342,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus128,-128.0,1825 days,10,0.5312500000000001,8.659643233600649,8.659643233600649,2.1586735246819173,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus128,-128.0,3650 days,11,0.17506437472899886,44.6551189486469,44.6551189486469,3.798968946857459,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,1 hour,0,0.964302888411903,1.1786754099354022,1.1786754099354022,0.1643912740113941,finite,0.9781571873644994,64,63,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,8 hours,1,0.9517599530799964,1.2487632054337916,1.2487632054337916,0.22215362584666737,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,2 days,3,0.9676696565543395,1.160541531564018,1.160541531564018,0.1488867337387116,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,7 days,4,0.993551847639557,1.0301401273974038,1.0301401273974038,0.029694839005021182,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,30 days,5,0.9292777768776512,1.3849830113763861,1.3849830113763861,0.32568787340983807,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,90 days,6,0.7540407356878359,3.1039772435946547,3.1039772435946547,1.132684270977943,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,365 days,7,0.625,5.62341325190349,5.62341325190349,1.7269388197455342,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,730 days,8,0.6656571873644994,4.663216996924957,4.663216996924957,1.5397055526484098,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,1095 days,9,0.625,5.62341325190349,5.62341325190349,1.7269388197455342,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,1825 days,10,0.5625,7.498942093324559,7.498942093324559,2.01476195636979,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,3650 days,11,0.25637874945799766,30.7073614551997,30.7073614551997,3.4245024126632106,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,1 hour,0,0.9629804819235556,1.1858753346710318,1.1858753346710318,0.1704811809452895,finite,0.9781571873644994,64,63,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,8 hours,1,0.9855969959023854,1.0685774576051355,1.0685774576051355,0.06632828505899907,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,2 days,3,0.9676696565543395,1.160541531564018,1.160541531564018,0.1488867337387116,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,7 days,4,0.9623018476395568,1.1895872608242255,1.1895872608242255,0.17360640731714924,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,30 days,5,0.9320236339161737,1.3675799725445796,1.3675799725445796,0.3130427344410487,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,90 days,6,0.7350899607900105,3.3870380724755322,3.3870380724755322,1.2199558145387797,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,365 days,7,0.6656571873644994,4.663216996924957,4.663216996924957,1.5397055526484098,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,730 days,8,0.6344071873644995,5.384998978746617,5.384998978746617,1.6836171209605375,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,1095 days,9,0.6344071873644995,5.384998978746617,5.384998978746617,1.6836171209605375,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,1825 days,10,0.5436856252710013,8.177654339579425,8.177654339579425,2.101405353939783,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,3650 days,11,0.32828593682249707,22.05099172901384,22.05099172901384,3.093357577253958,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,1 hour,0,0.964302888411903,1.1786754099354022,1.1786754099354022,0.1643912740113941,finite,0.9781571873644994,64,63,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,8 hours,1,0.9855969959023854,1.0685774576051355,1.0685774576051355,0.06632828505899907,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,2 days,3,0.9676696565543395,1.160541531564018,1.160541531564018,0.1488867337387116,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,7 days,4,0.9610083262283623,1.196694644728726,1.196694644728726,0.17956329355491993,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,30 days,5,0.9333171553273684,1.3594576700609884,1.3594576700609884,0.30708584820327817,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,90 days,6,0.7514299215800211,3.1415223719814596,3.1415223719814596,1.1447075142684087,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,365 days,7,0.6656571873644994,4.663216996924957,4.663216996924957,1.5397055526484098,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,730 days,8,0.6344071873644995,5.384998978746617,5.384998978746617,1.6836171209605375,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,1095 days,9,0.6125643747289988,5.954855817382319,5.954855817382319,1.784206990487669,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,1825 days,10,0.59375,6.493816315762115,6.493816315762115,1.8708503880576624,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,3650 days,11,0.35953593682249707,19.095372132033873,19.095372132033873,2.9494460089418304,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,1 hour,0,0.9963326137319503,1.0170323623048036,1.0170323623048036,0.01688893790212456,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,8 hours,1,0.9855969959023854,1.0685774576051355,1.0685774576051355,0.06632828505899907,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,2 days,3,0.9650826137319503,1.1744506498357496,1.1744506498357496,0.16080050621425276,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,7 days,4,0.9610083262283623,1.196694644728726,1.196694644728726,0.17956329355491993,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,30 days,5,0.9114743426918678,1.5033195822317365,1.5033195822317365,0.4076757177304096,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,90 days,6,0.7077442963090199,3.841593495553675,3.841593495553675,1.3458872533226716,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,365 days,7,0.6750643747289988,4.465511894864691,4.465511894864691,1.4963838538634135,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,730 days,8,0.6438143747289988,5.15669268860623,5.15669268860623,1.6402954221755413,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,1095 days,9,0.6125643747289988,5.954855817382319,5.954855817382319,1.784206990487669,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,1825 days,10,0.5950435214111944,6.455248377178345,6.455248377178345,1.8648935018198927,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,3650 days,11,0.35953593682249707,19.095372132033873,19.095372132033873,2.9494460089418304,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,1 hour,0,0.9976261351431449,1.0109920248853612,1.0109920248853612,0.010932051664353981,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,8 hours,1,0.9855969959023854,1.0685774576051355,1.0685774576051355,0.06632828505899907,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,2 days,3,0.9650826137319503,1.1744506498357496,1.1744506498357496,0.16080050621425276,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,7 days,4,0.9597148048171679,1.2038444928623153,1.2038444928623153,0.1855201797926896,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,30 days,5,0.9114743426918678,1.5033195822317365,1.5033195822317365,0.4076757177304096,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,90 days,6,0.7077442963090199,3.841593495553675,3.841593495553675,1.3458872533226716,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,365 days,7,0.6750643747289988,4.465511894864691,4.465511894864691,1.4963838538634135,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,730 days,8,0.6438143747289988,5.15669268860623,5.15669268860623,1.6402954221755413,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,1095 days,9,0.6438143747289988,5.15669268860623,5.15669268860623,1.6402954221755413,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,1825 days,10,0.5950435214111944,6.455248377178345,6.455248377178345,1.8648935018198927,finite,1.0,64,64,day_counts,True,config:time_delay_format
