method,condition,signed_strength,t_delay,delay_idx,area_choose_later,indifference_multiplier,plot_multiplier,log_indifference_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows
area_equivalent_multiscale,steer_immediate_minus128,-128.0,1 hour,0,0.9053456852604054,1.5463529581480318,1.5463529581480318,0.43589922821391447,finite,0.9375000000000002,64,62
area_equivalent_multiscale,steer_immediate_minus128,-128.0,8 hours,1,0.752500899700652,3.126066414945489,3.126066414945489,1.1397754777574338,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,tomorrow,2,0.763895156381294,2.966263223074858,2.966263223074858,1.0873029866002457,finite,0.9995948712078773,64,61
area_equivalent_multiscale,steer_immediate_minus128,-128.0,2 days,3,0.8597099605214326,1.9080075064143622,1.9080075064143622,0.646059507197791,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,week,4,0.7364086107247498,3.366532245064957,3.366532245064957,1.2138832071735632,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,month,5,0.7798847454773482,2.7556909442147646,2.7556909442147646,1.0136682076088963,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,3 months,6,0.6630701445421104,4.719105765205023,4.719105765205023,1.55161932512395,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,year,7,0.603293587533326,6.2145949090559,6.2145949090559,1.826900543281822,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,2 years,8,0.6998270681019573,3.984243417466221,3.984243417466221,1.3823474366175001,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,3 years,9,0.5752605284042511,7.07096916190166,7.07096916190166,1.9559975514050785,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,5 years,10,0.5140019470198488,9.375536004471925,9.375536004471925,2.238103744032453,finite,1.0,64,64
