dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,baseline_prop_choose_long_term,baseline_prop_choose_immediate,baseline_prop_choose_long_term_no_fallback,baseline_prop_choose_immediate_no_fallback,baseline_mean_long_minus_immediate_avg_logprob,baseline_prop_logprob_prefers_long_term,delta_long_term_vs_baseline,delta_immediate_vs_baseline,delta_long_term_vs_baseline_no_fallback,delta_immediate_vs_baseline_no_fallback,delta_long_minus_immediate_avg_logprob_vs_baseline,delta_prop_logprob_prefers_long_term_vs_baseline,steering_success,steering_success_no_fallback,n_prompts,n_no_fallback_prompts,prop_choose_long_term,prop_choose_immediate,prop_choose_long_term_no_fallback,prop_choose_immediate_no_fallback,fallback_rate,direct_parse_rate,mean_long_minus_immediate_avg_logprob,mean_long_minus_immediate_sum_logprob,prop_logprob_prefers_long_term
explicit_train,mm,steer_long_term,16,1.0,1.0,15.38533878326416,1.0,0.6825,0.3175,0.6834170854271356,0.3165829145728643,0.27271899377403314,0.7025,0.0025000000000000577,-0.0025000000000000022,0.001721453615685542,-0.0017214536156854865,0.000582327386946413,0.0024999999999999467,0.685,0.6851385390428212,400,397,0.685,0.315,0.6851385390428212,0.3148614609571788,0.0075,0.9925,0.27330132116097955,0.9408763498568442,0.705
explicit_train,mm,steer_immediate,16,1.0,-1.0,15.38533878326416,1.0,0.6825,0.3175,0.6834170854271356,0.3165829145728643,0.27271899377403314,0.7025,0.0,0.0,0.0,0.0,-0.0007415754842804434,-0.0025000000000000577,0.3175,0.3165829145728643,400,398,0.6825,0.3175,0.6834170854271356,0.3165829145728643,0.005,0.995,0.2719774182897527,0.9352975415065885,0.7
explicit_train,mm,steer_long_term,16,2.0,2.0,15.38533878326416,1.0,0.6825,0.3175,0.6834170854271356,0.3165829145728643,0.27271899377403314,0.7025,0.007499999999999951,-0.007500000000000007,0.006759236991000339,-0.006759236991000339,0.0014191004983149513,0.0024999999999999467,0.69,0.690176322418136,400,397,0.69,0.31,0.690176322418136,0.30982367758186397,0.0075,0.9925,0.2741380942723481,0.9440956779452973,0.705
explicit_train,mm,steer_immediate,16,2.0,-2.0,15.38533878326416,1.0,0.6825,0.3175,0.6834170854271356,0.3165829145728643,0.27271899377403314,0.7025,0.0,0.0,-0.0007974380719718566,0.0007974380719719676,-0.0009349968162132294,-0.0050000000000000044,0.3175,0.31738035264483627,400,397,0.6825,0.3175,0.6826196473551638,0.31738035264483627,0.0075,0.9925,0.2717839969578199,0.934206314877374,0.6975
explicit_train,mm,steer_long_term,16,4.0,4.0,15.38533878326416,1.0,0.6825,0.3175,0.6834170854271356,0.3165829145728643,0.27271899377403314,0.7025,0.0025000000000000577,-0.0025000000000000022,0.001721453615685542,-0.0017214536156854865,0.003143684256938284,0.0024999999999999467,0.685,0.6851385390428212,400,397,0.685,0.315,0.6851385390428212,0.3148614609571788,0.0075,0.9925,0.2758626780309714,0.9510618764848914,0.705
explicit_train,mm,steer_immediate,16,4.0,-4.0,15.38533878326416,1.0,0.6825,0.3175,0.6834170854271356,0.3165829145728643,0.27271899377403314,0.7025,-0.0050000000000000044,0.0050000000000000044,-0.005025125628140614,0.005025125628140725,-0.0018351130350492961,-0.0025000000000000577,0.3225,0.32160804020100503,400,398,0.6775,0.3225,0.678391959798995,0.32160804020100503,0.005,0.995,0.27088388073898384,0.930066454281332,0.7
explicit_train,mm,steer_long_term,16,8.0,8.0,15.38533878326416,1.0,0.6825,0.3175,0.6834170854271356,0.3165829145728643,0.27271899377403314,0.7025,0.0,0.0,0.0009263489162987248,-0.0009263489162986693,0.007223288539680683,0.0,0.6825,0.6843434343434344,400,396,0.6825,0.3175,0.6843434343434344,0.31565656565656564,0.01,0.99,0.2799422823137138,0.9670272590685636,0.7025
explicit_train,mm,steer_immediate,16,8.0,-8.0,15.38533878326416,1.0,0.6825,0.3175,0.6834170854271356,0.3165829145728643,0.27271899377403314,0.7025,0.0025000000000000577,-0.0025000000000000022,0.002512562814070418,-0.002512562814070307,-0.0027575100708054356,0.0,0.315,0.314070351758794,400,398,0.685,0.315,0.6859296482412061,0.314070351758794,0.005,0.995,0.2699614837032277,0.9250204065884463,0.7025
explicit_train,mm,steer_long_term,16,16.0,16.0,15.38533878326416,1.0,0.6825,0.3175,0.6834170854271356,0.3165829145728643,0.27271899377403314,0.7025,0.0050000000000000044,-0.0050000000000000044,0.005190509509573227,-0.005190509509573171,0.021107921353541337,-0.0025000000000000577,0.6875,0.6886075949367089,400,395,0.6875,0.3125,0.6886075949367089,0.31139240506329113,0.0125,0.9875,0.2938269151275745,1.0207447540014982,0.7
explicit_train,mm,steer_immediate,16,16.0,-16.0,15.38533878326416,1.0,0.6825,0.3175,0.6834170854271356,0.3165829145728643,0.27271899377403314,0.7025,-0.0024999999999999467,0.0025000000000000022,-0.002512562814070307,0.0025125628140703626,-0.0002987251692684323,-0.0050000000000000044,0.32,0.31909547738693467,400,398,0.68,0.32,0.6809045226130653,0.31909547738693467,0.005,0.995,0.2724202686047647,0.9311491439316888,0.6975
