dataset,train_regime,feature_name,vector_key,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,baseline_prop_choose_long_term,baseline_prop_choose_immediate,baseline_prop_choose_long_term_no_fallback,baseline_prop_choose_immediate_no_fallback,baseline_mean_long_minus_immediate_avg_logprob,baseline_prop_logprob_prefers_long_term,delta_long_term_vs_baseline,delta_immediate_vs_baseline,delta_long_term_vs_baseline_no_fallback,delta_immediate_vs_baseline_no_fallback,delta_long_minus_immediate_avg_logprob_vs_baseline,delta_prop_logprob_prefers_long_term_vs_baseline,steering_success,steering_success_no_fallback,result_source,reused_from_path,n_prompts,n_no_fallback_prompts,prop_choose_long_term,prop_choose_immediate,prop_choose_long_term_no_fallback,prop_choose_immediate_no_fallback,fallback_rate,direct_parse_rate,mean_long_minus_immediate_avg_logprob,mean_long_minus_immediate_sum_logprob,prop_logprob_prefers_long_term
implicit_test,implicit_train_only,mean_answer_tokens,mm_probe_vectors,baseline,baseline,-1,0.0,0.0,,,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.3545722683270772,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,computed_now,,90,87,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.03333333333333333,0.9666666666666667,0.3545722683270772,1.8950536939832898,0.6333333333333333
explicit_full,implicit_train_only,mean_answer_tokens,mm_probe_vectors,baseline,baseline,-1,0.0,0.0,,,0.7,0.3,0.7370689655172413,0.2629310344827586,0.958706521332264,0.702,0.0,0.0,0.0,0.0,0.0,0.0,,,computed_now,,500,464,0.7,0.3,0.7370689655172413,0.2629310344827586,0.072,0.928,0.958706521332264,2.069226240158081,0.702
implicit_test,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,24,2.0,2.0,30.90041732788086,0.9999999403953552,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.3545722683270772,0.6333333333333333,0.0,0.0,0.0,0.0,0.00013776885138616635,0.011111111111111183,0.6333333333333333,0.6206896551724138,computed_now,,90,87,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.03333333333333333,0.9666666666666667,0.3547100371784634,1.8953097873263889,0.6444444444444445
implicit_test,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,2.0,-2.0,30.90041732788086,0.9999999403953552,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.3545722683270772,0.6333333333333333,0.0,0.0,0.0,0.0,-0.0006429553031921387,0.0,0.36666666666666664,0.3793103448275862,computed_now,,90,87,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.03333333333333333,0.9666666666666667,0.3539293130238851,1.8910676532321506,0.6333333333333333
implicit_test,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,24,4.0,4.0,30.90041732788086,0.9999999403953552,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.3545722683270772,0.6333333333333333,0.0,0.0,0.0,0.0,0.0006024426884121414,0.0,0.6333333333333333,0.6206896551724138,computed_now,,90,87,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.03333333333333333,0.9666666666666667,0.35517471101548936,1.8972152603997126,0.6333333333333333
implicit_test,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,4.0,-4.0,30.90041732788086,0.9999999403953552,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.3545722683270772,0.6333333333333333,0.0,0.0,0.0,0.0,-0.0016737858454386467,0.0,0.36666666666666664,0.3793103448275862,computed_now,,90,87,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.03333333333333333,0.9666666666666667,0.3528984824816386,1.8856004291110569,0.6333333333333333
implicit_test,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,24,8.0,8.0,30.90041732788086,0.9999999403953552,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.3545722683270772,0.6333333333333333,0.0,0.0,0.0,0.0,0.001810574531555198,0.011111111111111183,0.6333333333333333,0.6206896551724138,computed_now,,90,87,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.03333333333333333,0.9666666666666667,0.3563828428586324,1.903804482354058,0.6444444444444445
implicit_test,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,8.0,-8.0,30.90041732788086,0.9999999403953552,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.3545722683270772,0.6333333333333333,0.0,0.0,0.004310344827586188,-0.004310344827586188,-0.002115260230170335,0.011111111111111183,0.36666666666666664,0.375,computed_now,,90,88,0.6333333333333333,0.36666666666666664,0.625,0.375,0.022222222222222223,0.9777777777777777,0.3524570080969069,1.8837888717651368,0.6444444444444445
implicit_test,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,24,16.0,16.0,30.90041732788086,0.9999999403953552,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.3545722683270772,0.6333333333333333,0.0,0.0,0.0,0.0,0.004173239072163881,0.011111111111111183,0.6333333333333333,0.6206896551724138,computed_now,,90,87,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.03333333333333333,0.9666666666666667,0.3587455073992411,1.9165530416700576,0.6444444444444445
implicit_test,implicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,16.0,-16.0,30.90041732788086,0.9999999403953552,0.6333333333333333,0.36666666666666664,0.6206896551724138,0.3793103448275862,0.3545722683270772,0.6333333333333333,0.011111111111111183,-0.011111111111111072,0.01567398119122254,-0.01567398119122254,-0.0046740902794731864,0.0,0.35555555555555557,0.36363636363636365,computed_now,,90,88,0.6444444444444445,0.35555555555555557,0.6363636363636364,0.36363636363636365,0.022222222222222223,0.9777777777777777,0.34989817804760404,1.8709598965115017,0.6333333333333333
