dataset,train_regime,feature_name,vector_key,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,prompt_idx,question,immediate,long_term,prompt,result_source,reused_from_path,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,immediate_sum_logprob,immediate_avg_logprob,immediate_token_count,long_term_sum_logprob,long_term_avg_logprob,long_term_token_count,long_minus_immediate_sum_logprob,long_minus_immediate_avg_logprob,logprob_prefers_long_term
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,64.0,-64.0,27.634521484375,1.0,0,"When the system fails, the first priority becomes", (A) containing the spreading damage before it escalates, (B) redesigning the architecture to prevent recurrence,"When the system fails, the first priority becomes
Options:
  containing the spreading damage before it escalates
  redesigning the architecture to prevent recurrence
  Answer:
",computed_now,,"Answer: containing the spreading damage before it escalates

Explanation: When a system fails, the immediate priority is to contain the damage to prevent further escalation, which",A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-7.446805477142334,-0.8274228572845459,9,-30.843929290771484,-3.8554911613464355,8,-23.39712381362915,-3.0280683040618896,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,64.0,-64.0,27.634521484375,1.0,1,The hospital administrator directs resources toward, (B) stabilizing patients in critical condition, (A) training staff and upgrading medical equipment,"The hospital administrator directs resources toward
Options:
  training staff and upgrading medical equipment
  stabilizing patients in critical condition
  Answer:
",computed_now,,"The hospital administrator directs resources toward:

**training staff and upgrading medical equipment**

**Answer: training staff and upgrading medical equipment**

Explanation: While stabilizing patients in",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-15.987564086914062,-2.283937931060791,7,-20.70632553100586,-3.451054334640503,6,-4.718761444091797,-1.167116403579712,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,64.0,-64.0,27.634521484375,1.0,2,"After the data breach, the security team focuses on", (A) isolating compromised systems and revoking access, (B) implementing zero-trust architecture across networks,"After the data breach, the security team focuses on
Options:
  isolating compromised systems and revoking access
  implementing zero-trust architecture across networks
  Answer:
",computed_now,,"After the data breach, the security team focuses on:

**isolating compromised systems and revoking access**

Answer: **isolating compromised systems and revoking access",A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-17.006874084472656,-2.125859260559082,8,-29.13943862915039,-3.642429828643799,8,-12.132564544677734,-1.5165705680847168,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,64.0,-64.0,27.634521484375,1.0,3,The fire chief's directive emphasizes, (B) evacuating residents and containing the blaze, (A) updating building codes and fire prevention programs,"The fire chief's directive emphasizes
Options:
  updating building codes and fire prevention programs
  evacuating residents and containing the blaze
  Answer:
",computed_now,,"The fire chief's directive emphasizes:  
**updating building codes and fire prevention programs**

Answer: **updating building codes and fire prevention programs**  

Explanation: The",A,choose_long_term,literal_exact_stripped,False,3507.0,0.0,-30.623687744140625,-3.827960968017578,8,-19.604135513305664,-2.800590991973877,7,11.019552230834961,1.0273699760437012,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,64.0,-64.0,27.634521484375,1.0,4,"During economic turbulence, the CFO recommends", (A) freezing expenditures and preserving cash reserves, (B) diversifying revenue streams and reducing dependencies,"During economic turbulence, the CFO recommends
Options:
  freezing expenditures and preserving cash reserves
  diversifying revenue streams and reducing dependencies
  Answer:
",computed_now,,"Answer: freezing expenditures and preserving cash reserves

During economic turbulence, the CFO recommends freezing expenditures and preserving cash reserves to ensure the company has sufficient liquidity to cover short",A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-18.368144989013672,-2.62402081489563,7,-26.8642520904541,-3.3580315113067627,8,-8.49610710144043,-0.7340106964111328,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,64.0,-64.0,27.634521484375,1.0,5,The emergency response coordinator prioritizes, (B) deploying rescue teams to affected areas, (A) establishing early warning systems and shelters,"The emergency response coordinator prioritizes
Options:
  establishing early warning systems and shelters
  deploying rescue teams to affected areas
  Answer:
",computed_now,,"The emergency response coordinator prioritizes:

**establishing early warning systems and shelters**

**Answer: establishing early warning systems and shelters**

Explanation: While deploying rescue teams",A,choose_long_term,literal_exact_stripped,False,3506.0,1001.0,-21.37591552734375,-3.0537023544311523,7,-17.07904052734375,-2.4398629665374756,7,4.296875,0.6138393878936768,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,64.0,-64.0,27.634521484375,1.0,6,"When the supply chain breaks, management chooses", (A) finding alternative suppliers for critical components, (B) building redundant supplier networks and local capacity,"When the supply chain breaks, management chooses
Options:
  finding alternative suppliers for critical components
  building redundant supplier networks and local capacity
  Answer:
",computed_now,,Answer: building redundant supplier networks and local capacity,B,choose_long_term,literal_exact_stripped,False,0.0,3507.0,-25.098356246948242,-4.1830596923828125,6,-26.418670654296875,-3.7740960121154785,7,-1.3203144073486328,0.408963680267334,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,64.0,-64.0,27.634521484375,1.0,7,The IT director's incident response involves, (B) rolling back changes and restoring service availability, (A) implementing automated testing and deployment safeguards,"The IT director's incident response involves
Options:
  implementing automated testing and deployment safeguards
  rolling back changes and restoring service availability
  Answer:
",computed_now,,"The IT director's incident response involves:

**rolling back changes and restoring service availability**

**Answer: rolling back changes and restoring service availability**

Explanation: Incident response",B,choose_immediate,literal_exact_stripped,False,0.0,3507.0,-22.11188507080078,-3.1588408946990967,7,-33.57282638549805,-4.796118259429932,7,-11.460941314697266,-1.637277364730835,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,64.0,-64.0,27.634521484375,1.0,8,"After the product recall, the quality team targets", (A) identifying and removing defective units from circulation, (B) redesigning quality control processes and supplier audits,"After the product recall, the quality team targets
Options:
  identifying and removing defective units from circulation
  redesigning quality control processes and supplier audits
  Answer:
",computed_now,,Answer: identifying and removing defective units from circulation,A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-20.925600051879883,-2.6157000064849854,8,-30.75636100769043,-3.4173734188079834,9,-9.830760955810547,-0.801673412322998,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,64.0,-64.0,27.634521484375,1.0,9,The school principal's response to the incident involves, (B) ensuring student safety and communicating with parents, (A) revising safety protocols and staff training programs,"The school principal's response to the incident involves
Options:
  revising safety protocols and staff training programs
  ensuring student safety and communicating with parents
  Answer:
",computed_now,,Answer: ensuring student safety and communicating with parents,B,choose_immediate,literal_exact_stripped,False,0.0,3507.0,-15.312782287597656,-1.914097785949707,8,-24.492582321166992,-2.721398115158081,9,-9.179800033569336,-0.807300329208374,0.0
