dataset,train_regime,feature_name,vector_key,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,prompt_idx,question,immediate,long_term,prompt,result_source,reused_from_path,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,immediate_sum_logprob,immediate_avg_logprob,immediate_token_count,long_term_sum_logprob,long_term_avg_logprob,long_term_token_count,long_minus_immediate_sum_logprob,long_minus_immediate_avg_logprob,logprob_prefers_long_term
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,0,"When the system fails, the first priority becomes", (A) containing the spreading damage before it escalates, (B) redesigning the architecture to prevent recurrence,"When the system fails, the first priority becomes
Options:
  containing the spreading damage before it escalates
  redesigning the architecture to prevent recurrence
  Answer:
",computed_now,,"When the system fails, the first priority becomes  
**containing the spreading damage before it escalates**

**Answer:** containing the spreading damage before it escalates",A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-6.022620677947998,-0.6691800951957703,9,-30.187179565429688,-3.773397445678711,8,-24.16455888748169,-3.1042173504829407,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,1,The hospital administrator directs resources toward, (B) stabilizing patients in critical condition, (A) training staff and upgrading medical equipment,"The hospital administrator directs resources toward
Options:
  training staff and upgrading medical equipment
  stabilizing patients in critical condition
  Answer:
",computed_now,,"The most appropriate and long-term direction of hospital resources is **training staff and upgrading medical equipment**.

While stabilizing patients in critical condition is important, it is",A,choose_long_term,literal_exact_stripped,False,3506.0,3505.0,-14.891780853271484,-2.127397298812866,7,-17.423044204711914,-2.9038407802581787,6,-2.5312633514404297,-0.7764434814453125,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,2,"After the data breach, the security team focuses on", (A) isolating compromised systems and revoking access, (B) implementing zero-trust architecture across networks,"After the data breach, the security team focuses on
Options:
  isolating compromised systems and revoking access
  implementing zero-trust architecture across networks
  Answer:
",computed_now,,"After the data breach, the security team focuses on  
**isolating compromised systems and revoking access**

✅ Correct answer: **isolating compromised systems and rev",A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-23.98459815979004,-2.998074769973755,8,-35.11332702636719,-4.389165878295898,8,-11.128728866577148,-1.3910911083221436,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,3,The fire chief's directive emphasizes, (B) evacuating residents and containing the blaze, (A) updating building codes and fire prevention programs,"The fire chief's directive emphasizes
Options:
  updating building codes and fire prevention programs
  evacuating residents and containing the blaze
  Answer:
",computed_now,,"The fire chief's directive emphasizes **updating building codes and fire prevention programs**

**Answer:** updating building codes and fire prevention programs",A,choose_long_term,literal_exact_stripped,False,3507.0,0.0,-28.109882354736328,-3.513735294342041,8,-9.15673828125,-1.30810546875,7,18.953144073486328,2.205629825592041,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,4,"During economic turbulence, the CFO recommends", (A) freezing expenditures and preserving cash reserves, (B) diversifying revenue streams and reducing dependencies,"During economic turbulence, the CFO recommends
Options:
  freezing expenditures and preserving cash reserves
  diversifying revenue streams and reducing dependencies
  Answer:
",computed_now,,"During economic turbulence, the most sustainable and resilient business strategies are built on long-term stability. While short-term economic shifts can be unpredictable, the key to enduring success",A,choose_immediate,ab_logit_fallback,True,20.078125,13.0390625,-18.99249267578125,-2.7132134437561035,7,-27.04719352722168,-3.38089919090271,8,-8.05470085144043,-0.6676857471466064,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,5,The emergency response coordinator prioritizes, (B) deploying rescue teams to affected areas, (A) establishing early warning systems and shelters,"The emergency response coordinator prioritizes
Options:
  establishing early warning systems and shelters
  deploying rescue teams to affected areas
  Answer:
",computed_now,,"The emergency response coordinator prioritizes **establishing early warning systems and shelters**

**Answer:** establishing early warning systems and shelters",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-16.287153244018555,-2.3267362117767334,7,-4.8652777671813965,-0.695039689540863,7,11.421875476837158,1.6316965222358704,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,6,"When the supply chain breaks, management chooses", (A) finding alternative suppliers for critical components, (B) building redundant supplier networks and local capacity,"When the supply chain breaks, management chooses
Options:
  finding alternative suppliers for critical components
  building redundant supplier networks and local capacity
  Answer:
",computed_now,,"When the supply chain breaks, management chooses  
**building redundant supplier networks and local capacity**

✅ This long-term strategy ensures resilience, reduces dependency on single sources,",B,choose_long_term,literal_exact_stripped,False,0.0,3507.0,-21.73012924194336,-3.6216883659362793,6,-10.277008056640625,-1.4681440591812134,7,11.453121185302734,2.153544306755066,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,7,The IT director's incident response involves, (B) rolling back changes and restoring service availability, (A) implementing automated testing and deployment safeguards,"The IT director's incident response involves
Options:
  implementing automated testing and deployment safeguards
  rolling back changes and restoring service availability
  Answer:
",computed_now,,"The correct answer is: **rolling back changes and restoring service availability**

**Explanation:**  
While automated testing and deployment safeguards are important in the long term, the",B,choose_immediate,literal_exact_stripped,False,0.0,3507.0,-15.859947204589844,-2.265706777572632,7,-30.844327926635742,-4.406332969665527,7,-14.984380722045898,-2.1406261920928955,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,8,"After the product recall, the quality team targets", (A) identifying and removing defective units from circulation, (B) redesigning quality control processes and supplier audits,"After the product recall, the quality team targets
Options:
  identifying and removing defective units from circulation
  redesigning quality control processes and supplier audits
  Answer:
",computed_now,,"After the product recall, the quality team targets  
**redesigning quality control processes and supplier audits**

**Answer:** Redesigning quality control processes and supplier",B,choose_long_term,literal_exact_stripped,False,0.0,3507.0,-14.218461990356445,-1.7773077487945557,8,-23.877307891845703,-2.653034210205078,9,-9.658845901489258,-0.8757264614105225,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,9,The school principal's response to the incident involves, (B) ensuring student safety and communicating with parents, (A) revising safety protocols and staff training programs,"The school principal's response to the incident involves
Options:
  revising safety protocols and staff training programs
  ensuring student safety and communicating with parents
  Answer:
",computed_now,,"The most comprehensive and appropriate response to a school incident is not just about immediate safety, but also about fostering trust and well-being. Therefore, the school principal's",A,choose_long_term,ab_logit_fallback,True,19.265625,15.4453125,-4.4453444480896,-0.5556680560112,8,-21.82048225402832,-2.4244980812072754,9,-17.37513780593872,-1.8688300251960754,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,10,"When facing a PR crisis, communications directs efforts toward", (A) issuing statements and managing media inquiries, (B) rebuilding brand trust and stakeholder relationships,"When facing a PR crisis, communications directs efforts toward
Options:
  issuing statements and managing media inquiries
  rebuilding brand trust and stakeholder relationships
  Answer:
",computed_now,,"Answer: rebuilding brand trust and stakeholder relationships

Explanation: While issuing statements and managing media inquiries are important, in the long term, a PR crisis involves rebuilding",A,choose_immediate,letter_parse,False,,,-17.85379981994629,-2.5505428314208984,7,-13.416285514831543,-1.6770356893539429,8,4.437514305114746,0.8735071420669556,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,11,The coastal city's flood response emphasizes, (B) pumping water and relocating displaced residents, (A) constructing sea walls and improving drainage infrastructure,"The coastal city's flood response emphasizes
Options:
  constructing sea walls and improving drainage infrastructure
  pumping water and relocating displaced residents
  Answer:
",computed_now,,"The coastal city's flood response emphasizes **constructing sea walls and improving drainage infrastructure**

**Answer:** constructing sea walls and improving drainage infrastructure",A,choose_long_term,literal_exact_stripped,False,3507.0,0.0,-27.92481803894043,-3.4906022548675537,8,-7.9089741706848145,-0.9886217713356018,8,20.015843868255615,2.501980483531952,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,12,"During the talent exodus, HR focuses on", (A) redistributing workloads and hiring contractors, (B) improving compensation structures and workplace culture,"During the talent exodus, HR focuses on
Options:
  redistributing workloads and hiring contractors
  improving compensation structures and workplace culture
  Answer:
",computed_now,,"During the talent exodus, HR focuses on **improving compensation structures and workplace culture**.

**Correct Answer:** improving compensation structures and workplace culture

**",B,choose_long_term,literal_exact_stripped,False,0.0,3506.0,-31.35648536682129,-3.919560670852661,8,-18.262617111206055,-2.282827138900757,8,13.093868255615234,1.6367335319519043,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,13,The network outage prompts engineers to concentrate on, (B) rerouting traffic and restoring connectivity, (A) building redundant paths and failover systems,"The network outage prompts engineers to concentrate on
Options:
  building redundant paths and failover systems
  rerouting traffic and restoring connectivity
  Answer:
",computed_now,,"Answer: rerouting traffic and restoring connectivity

Explanation: While network outages are long-term challenges, the primary response to such outages involves not just immediate fixes",B,choose_immediate,literal_exact_stripped,False,0.0,3505.0,-10.76038646697998,-1.7933977842330933,6,-10.82288646697998,-1.5461267232894897,7,-0.0625,0.24727106094360352,1.0
