probe,condition,filler,depth,closed,ctx_tokens,fill,patch_tokens,gold,s_a,s_b,s_p
0,pure_a,code,15,True,3577,0.8733,0,C,-35.28054428100586,-45.60436248779297,-19.99087905883789
0,pure_b,code,15,True,3577,0.8733,0,C,-35.28054428100586,-45.60436248779297,-19.99087905883789
0,patch_ab,code,15,True,3577,0.8733,3378,C,-35.093772888183594,-44.513771057128906,-19.36740493774414
0,patch_bb,code,15,True,3577,0.8733,3378,C,-31.985754013061523,-44.97703170776367,-13.450471878051758
0,patch_ba,code,15,True,3577,0.8733,3378,C,-31.985754013061523,-44.97703170776367,-13.450471878051758
0,patch_aa,code,15,True,3577,0.8733,3378,C,-35.093772888183594,-44.513771057128906,-19.36740493774414
0,unrel_pure_y,code,15,True,3584,0.875,0,C,-34.99348831176758,-45.656429290771484,-19.78868293762207
0,unrel_patch_xy,code,15,True,3584,0.875,3378,C,-35.18582534790039,-44.30965042114258,-19.371061325073242
0,unrel_patch_yy,code,15,True,3584,0.875,3378,C,-35.06007766723633,-44.41725540161133,-19.299205780029297
1,pure_a,code,15,True,3682,0.8989,0,E,-34.70866012573242,-45.70635223388672,-18.041778564453125
1,pure_b,code,15,True,3682,0.8989,0,E,-34.70866012573242,-45.70635223388672,-18.041778564453125
1,patch_ab,code,15,True,3682,0.8989,3378,E,-34.268062591552734,-44.01628112792969,-17.62609100341797
1,patch_bb,code,15,True,3682,0.8989,3378,E,-30.75775909423828,-44.94449234008789,-6.28161096572876
1,patch_ba,code,15,True,3682,0.8989,3378,E,-30.75775909423828,-44.94449234008789,-6.28161096572876
1,patch_aa,code,15,True,3682,0.8989,3378,E,-34.268062591552734,-44.01628112792969,-17.62609100341797
1,unrel_pure_y,code,15,True,3689,0.9006,0,E,-34.46512222290039,-46.1100959777832,-17.735347747802734
1,unrel_patch_xy,code,15,True,3689,0.9006,3378,E,-34.70599365234375,-44.873558044433594,-17.670522689819336
1,unrel_patch_yy,code,15,True,3689,0.9006,3378,E,-34.69858169555664,-44.81047439575195,-17.987550735473633
2,pure_a,code,15,True,3807,0.9294,0,A,-32.754364013671875,-45.386173248291016,-18.880226135253906
2,pure_b,code,15,True,3807,0.9294,0,A,-32.754364013671875,-45.386173248291016,-18.880226135253906
2,patch_ab,code,15,True,3807,0.9294,3378,A,-32.82231903076172,-45.7093620300293,-18.29606819152832
2,patch_bb,code,15,True,3807,0.9294,3378,A,-30.309778213500977,-43.884883880615234,-16.695602416992188
2,patch_ba,code,15,True,3807,0.9294,3378,A,-30.309778213500977,-43.884883880615234,-16.695602416992188
2,patch_aa,code,15,True,3807,0.9294,3378,A,-32.82231903076172,-45.7093620300293,-18.29606819152832
2,unrel_pure_y,code,15,True,3814,0.9312,0,A,-31.866899490356445,-44.413822174072266,-18.23909568786621
2,unrel_patch_xy,code,15,True,3814,0.9312,3378,A,-32.83110427856445,-44.840579986572266,-18.14474105834961
2,unrel_patch_yy,code,15,True,3814,0.9312,3378,A,-32.843753814697266,-45.302940368652344,-18.266876220703125
