probe,condition,filler,depth,closed,ctx_tokens,fill,patch_tokens,gold,s_a,s_b,s_p,pred,compliant_a,compliant_b,response
0,pure_a,mmlu,42,True,3796.0,0.9268,0.0,A,-36.097564697265625,-48.194271087646484,0.0,,,,
0,pure_b,mmlu,42,True,3796.0,0.9268,0.0,A,-36.097564697265625,-48.194271087646484,0.0,,,,
0,patch_ab,mmlu,42,True,3796.0,0.9268,3389.0,A,-33.108497619628906,-44.06102752685547,0.0,,,,
0,patch_bb,mmlu,42,True,3796.0,0.9268,3389.0,A,-33.91682434082031,-44.03848648071289,0.0,,,,
0,patch_ba,mmlu,42,True,3796.0,0.9268,3389.0,A,-33.91682434082031,-44.03848648071289,0.0,,,,
0,patch_aa,mmlu,42,True,3796.0,0.9268,3389.0,A,-33.108497619628906,-44.06102752685547,0.0,,,,
0,unrel_pure_y,mmlu,42,True,3803.0,0.9285,0.0,A,-34.67491149902344,-47.84237289428711,0.0,,,,
0,unrel_patch_xy,mmlu,42,True,3803.0,0.9285,3389.0,A,-34.314613342285156,-44.52803039550781,0.0,,,,
0,unrel_patch_yy,mmlu,42,True,3803.0,0.9285,3389.0,A,-34.491939544677734,-44.48714065551758,0.0,,,,
0,pure_a_gen,mmlu,42,True,,,,A,,,,A,False,False,"A
SUPPOR"
0,pure_b_gen,mmlu,42,True,,,,A,,,,A,False,False,"A
SUPPOR"
0,patch_ab_gen,mmlu,42,True,,,,A,,,,A,False,False,"A
SUPPOR"
0,patch_bb_gen,mmlu,42,True,,,,A,,,,A,False,False,"A
SUPPOR"
0,patch_ba_gen,mmlu,42,True,,,,A,,,,A,False,False,"A
SUPPOR"
0,patch_aa_gen,mmlu,42,True,,,,A,,,,A,False,False,"A
SUPPOR"
0,unrel_pure_y_gen,mmlu,42,True,,,,A,,,,A,False,False,"A
SUPPOR"
0,unrel_patch_xy_gen,mmlu,42,True,,,,A,,,,A,False,False,"A
SUPPOR"
0,unrel_patch_yy_gen,mmlu,42,True,,,,A,,,,A,False,False,"A
SUPPOR"
