layer,target,cosine_with_raw_pos,raw_dir_norm,target_dir_norm
0,task_index,0.9720699787139893,42623.125,122.57332611083984
0,within_task_fraction,-0.021217171102762222,42623.125,5.062636375427246
0,tokens_until_boundary,0.0003935988061130047,42623.125,17.589323043823242
2,task_index,0.8773168325424194,6882.060546875,22.009164810180664
2,within_task_fraction,0.022952498868107796,6882.060546875,1.3963197469711304
2,tokens_until_boundary,0.02066974900662899,6882.060546875,5.2735371589660645
4,task_index,0.8602818250656128,3893.79248046875,12.372360229492188
4,within_task_fraction,-0.0023512300103902817,3893.79248046875,0.6620092988014221
4,tokens_until_boundary,0.024414043873548508,3893.79248046875,2.8580098152160645
6,task_index,0.8427720069885254,2328.301025390625,7.54911470413208
6,within_task_fraction,0.017554784193634987,2328.301025390625,0.38858258724212646
6,tokens_until_boundary,-0.0038588738534599543,2328.301025390625,1.7471085786819458
8,task_index,0.8718233108520508,1600.9110107421875,5.246194839477539
8,within_task_fraction,-0.0005864514969289303,1600.9110107421875,0.2517520785331726
8,tokens_until_boundary,-0.003724119160324335,1600.9110107421875,1.1187154054641724
10,task_index,0.860367476940155,1104.194580078125,3.601641893386841
10,within_task_fraction,-0.017497316002845764,1104.194580078125,0.183135986328125
10,tokens_until_boundary,0.010782865807414055,1104.194580078125,0.7900616526603699
15,task_index,0.8836797475814819,506.8821105957031,1.7078571319580078
15,within_task_fraction,0.035514820367097855,506.8821105957031,0.08787713944911957
15,tokens_until_boundary,-0.013361846096813679,506.8821105957031,0.367757111787796
20,task_index,0.9218877553939819,388.3518981933594,1.185137152671814
20,within_task_fraction,0.02276725322008133,388.3518981933594,0.0517856739461422
20,tokens_until_boundary,0.009753555059432983,388.3518981933594,0.20728585124015808
25,task_index,0.9432018995285034,411.1258850097656,1.2084883451461792
25,within_task_fraction,0.041322894394397736,411.1258850097656,0.04686255753040314
25,tokens_until_boundary,0.008399559184908867,411.1258850097656,0.1810072660446167
30,task_index,0.9631736278533936,404.1204833984375,1.1905771493911743
30,within_task_fraction,-0.0011847447603940964,404.1204833984375,0.03807486966252327
30,tokens_until_boundary,0.0506497360765934,404.1204833984375,0.14984966814517975
35,task_index,0.9756335020065308,347.2447204589844,1.0161205530166626
35,within_task_fraction,0.010604219511151314,347.2447204589844,0.027549678459763527
35,tokens_until_boundary,0.04564421623945236,347.2447204589844,0.10614163428544998
41,task_index,0.9705979228019714,227.1005401611328,0.6636890769004822
41,within_task_fraction,0.04586753249168396,227.1005401611328,0.02406555786728859
41,tokens_until_boundary,0.008003192022442818,227.1005401611328,0.07718290388584137
