train_regime,feature_name,vector_key,layer,direction,rank,token_id,decoded_stripped,score
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,positive,1,4134,ago,0.0849609375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,positive,2,74397,enal,0.08056640625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,positive,3,61639,baugh,0.07666015625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,positive,4,71456,buff,0.07568359375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,positive,5,53537,edd,0.07421875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,positive,6,19986,theless,0.07421875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,positive,7,1595,pty,0.07177734375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,positive,8,77115,icho,0.0712890625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,positive,9,21323,etal,0.0712890625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,positive,10,9376,eg,0.07080078125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,negative,1,63936,ogh,-0.08544921875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,negative,2,12765,aron,-0.08251953125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,negative,3,84569,oling,-0.08251953125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,negative,4,72399,laat,-0.08203125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,negative,5,8199,ander,-0.07861328125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,negative,6,59466,eteor,-0.078125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,negative,7,70679,osti,-0.07763671875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,negative,8,85284,swing,-0.0771484375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,negative,9,40879,ariat,-0.07666015625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,24,negative,10,2412,ots,-0.07666015625
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,positive,1,56802,mor,0.09716796875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,positive,2,4040,deter,0.09130859375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,positive,3,1941,ook,0.0908203125
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,positive,4,57541,abus,0.08984375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,positive,5,64746,jes,0.08984375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,positive,6,55319,jug,0.08349609375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,positive,7,95531,soap,0.08251953125
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,positive,8,43364,slide,0.0791015625
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,positive,9,10273,rub,0.07861328125
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,positive,10,72187,nerd,0.076171875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,negative,1,19319,uras,-0.1015625
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,negative,2,1475,ased,-0.08984375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,negative,3,74770,active,-0.0869140625
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,negative,4,34538,bach,-0.0859375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,negative,5,31799,inactive,-0.0859375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,negative,6,28582,aho,-0.08349609375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,negative,7,56982,ibu,-0.08349609375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,negative,8,34456,uristic,-0.07958984375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,negative,9,93458,bose,-0.0791015625
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,24,negative,10,37120,ulatory,-0.0771484375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,positive,1,96603,ago,0.087890625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,positive,2,46230,inspector,0.0810546875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,positive,3,26275,ctor,0.078125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,positive,4,62464,ims,0.07763671875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,positive,5,74397,enal,0.0771484375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,positive,6,89255,kino,0.0751953125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,positive,7,78504,ited,0.0751953125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,positive,8,29990,comed,0.07470703125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,positive,9,2206,andom,0.07275390625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,positive,10,80038,icare,0.07177734375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,negative,1,12765,aron,-0.09423828125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,negative,2,25849,oton,-0.08935546875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,negative,3,1292,day,-0.08642578125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,negative,4,70679,osti,-0.08544921875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,negative,5,26383,glas,-0.0830078125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,negative,6,2338,tes,-0.0810546875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,negative,7,15477,antes,-0.076171875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,negative,8,18198,flush,-0.076171875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,negative,9,40879,ariat,-0.07568359375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,28,negative,10,27885,arak,-0.07568359375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,positive,1,32842,orf,0.0966796875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,positive,2,9376,eg,0.08544921875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,positive,3,14118,oft,0.08154296875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,positive,4,64746,jes,0.078125
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,positive,5,86886,ctl,0.07666015625
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,positive,6,67412,coat,0.07666015625
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,positive,7,80010,overrides,0.076171875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,positive,8,12660,ova,0.0751953125
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,positive,9,22966,arrays,0.07470703125
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,positive,10,68743,reused,0.07275390625
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,negative,1,56982,ibu,-0.10791015625
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,negative,2,63299,abouts,-0.0888671875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,negative,3,50451,imminent,-0.08349609375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,negative,4,19319,uras,-0.0810546875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,negative,5,40116,bih,-0.0810546875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,negative,6,30724,osi,-0.080078125
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,negative,7,83563,unconditional,-0.07958984375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,negative,8,98586,yaw,-0.076171875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,negative,9,36964,issen,-0.076171875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,28,negative,10,71420,pendingintent,-0.07470703125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,positive,1,96603,ago,0.08544921875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,positive,2,2985,thers,0.083984375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,positive,3,46230,inspector,0.0810546875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,positive,4,74397,enal,0.080078125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,positive,5,62464,ims,0.07470703125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,positive,6,26275,ctor,0.0732421875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,positive,7,55827,tort,0.07275390625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,positive,8,81805,affected,0.072265625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,positive,9,61864,sqlconnection,0.07177734375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,positive,10,2206,andom,0.0703125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,negative,1,12765,aron,-0.09228515625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,negative,2,57080,orda,-0.0849609375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,negative,3,70679,osti,-0.0830078125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,negative,4,27885,arak,-0.08203125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,negative,5,2248,ron,-0.08203125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,negative,6,1292,day,-0.08056640625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,negative,7,2338,tes,-0.0791015625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,negative,8,79725,swire,-0.076171875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,negative,9,84569,oling,-0.07568359375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,32,negative,10,26383,glas,-0.07568359375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,32,positive,1,6357,ito,0.08935546875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,32,positive,2,2542,riter,0.08203125
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,32,positive,3,9376,eg,0.07958984375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,32,positive,4,32842,orf,0.07958984375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,32,positive,5,78119,colleges,0.07958984375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,32,positive,6,27328,metrics,0.07861328125
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,32,positive,7,12660,ova,0.07470703125
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,32,positive,8,11149,reader,0.07373046875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,32,positive,9,70276,meg,0.07373046875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,32,positive,10,37222,andez,0.07177734375
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,32,negative,1,56982,ibu,-0.09716796875
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,32,negative,2,48135,perc,-0.087890625
explicit_train_only,mean_answer_tokens,wmm_probe_vectors,32,negative,3,53701,zos,-0.08203125
