method,condition,signed_strength,t_delay,delay_idx,area_choose_later,indifference_multiplier,plot_multiplier,log_indifference_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows
area_equivalent_multiscale,steer_immediate_minus128,-128.0,1 hour,0,0.8398134699033577,2.091091613215543,2.091091613215543,0.7376862325979415,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,8 hours,1,0.7171514836735193,3.6787225344525005,3.6787225344525005,1.3025655545376749,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,tomorrow,2,0.9428831569080011,1.300869364555553,1.300869364555553,0.26303278292503324,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,2 days,3,0.9347694909546963,1.3503956120345242,1.3503956120345242,0.3003975954722593,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,week,4,0.7471079622623248,3.204675613017805,3.204675613017805,1.1646108724633173,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,month,5,0.7374919629984819,3.349778370476276,3.349778370476276,1.2088941855816504,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,3 months,6,0.831587175066652,2.1718291099607416,2.1718291099607416,0.7755697203210857,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,year,7,0.5312500000000001,8.659643233600649,8.659643233600649,2.1586735246819173,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,2 years,8,0.702739153989343,3.9311687971087363,3.9311687971087363,1.368936785509875,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,3 years,9,0.48935560566600655,10.50240564982298,10.50240564982298,2.351604340428853,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,5 years,10,0.49059281263550064,10.442737824274138,10.442737824274138,2.345906791779042,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,10 years,11,0.6727263609588371,4.513851612709689,4.513851612709689,1.5071508051721918,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,1 hour,0,0.8153598431600423,2.340347319320715,2.340347319320715,0.8502993454155385,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,8 hours,1,0.7171514836735193,3.6787225344525005,3.6787225344525005,1.3025655545376749,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,tomorrow,2,0.9306952034511083,1.3759719894683435,1.3759719894683435,0.31916038281292636,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,2 days,3,0.9347694909546963,1.3503956120345242,1.3503956120345242,0.3003975954722593,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,week,4,0.7252651496268242,3.5438040549905683,3.5438040549905683,1.2652007419904487,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,month,5,0.7401027771062968,3.3097443219816425,3.3097443219816425,1.1968709422911838,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,3 months,6,0.8178580283844563,2.313576920378822,2.313576920378822,0.8387947773009912,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,year,7,0.5594715620934982,7.604258568536586,7.604258568536586,2.028708428326928,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,2 years,8,0.7501364001688267,3.1602919118694177,3.1602919118694177,1.1506644005061788,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,3 years,9,0.4769199803950054,11.121414802511234,11.121414802511234,2.408872511170988,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,5 years,10,0.4769199803950054,11.121414802511234,11.121414802511234,2.408872511170988,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,10 years,11,0.6155928126355006,5.872383026717702,5.872383026717702,1.770260518530531,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,1 hour,0,0.8234735091133472,2.2545142349338403,2.2545142349338403,0.8129345328683124,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,8 hours,1,0.7171514836735193,3.6787225344525005,3.6787225344525005,1.3025655545376749,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,tomorrow,2,0.9306952034511083,1.3759719894683435,1.3759719894683435,0.31916038281292636,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,2 days,3,0.9360630123658906,1.3423753705468917,1.3423753705468917,0.29444070923448956,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,week,4,0.7293219826034766,3.478211885465284,3.478211885465284,1.2465183357168357,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,month,5,0.7965437094317214,2.5521875227305713,2.5521875227305713,0.936950843476767,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,3 months,6,0.8178580283844563,2.313576920378822,2.313576920378822,0.8387947773009912,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,year,7,0.5676415424885036,7.323470137870926,7.323470137870926,1.9910842781917424,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,2 years,8,0.7691602654162284,2.895205993589006,2.895205993589006,1.0630562634465894,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,3 years,9,0.5935411881006566,6.5000638659949015,6.5000638659949015,1.8718120023909983,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,5 years,10,0.5457987298530029,8.098461842991261,8.098461842991261,2.091674147718874,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus32,-32.0,10 years,11,0.6644199803950054,4.689861735397862,4.689861735397862,1.5454031012982203,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,1 hour,0,0.8234735091133472,2.2545142349338403,2.2545142349338403,0.8129345328683124,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,8 hours,1,0.7171514836735193,3.6787225344525005,3.6787225344525005,1.3025655545376749,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,tomorrow,2,0.9319887248623027,1.3677998452926619,1.3677998452926619,0.31320349657515667,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,2 days,3,0.9360630123658906,1.3423753705468917,1.3423753705468917,0.29444070923448956,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,week,4,0.7333788155801291,3.413833759559869,3.413833759559869,1.2278359294432222,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,month,5,0.8306133354388797,2.181590979084315,2.181590979084315,0.7800544175408369,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,3 months,6,0.8179143428261567,2.3129770007149544,2.3129770007149544,0.8385354397130319,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,year,7,0.6123555628296554,5.96058484620591,5.96058484620591,1.785168604821005,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,2 years,8,0.7363960464629775,3.3667270401538705,3.3667270401538705,1.2139410677372862,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,3 years,9,0.6235539811311624,5.660985438082139,5.660985438082139,1.7335979827286812,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,5 years,10,0.5539687102480082,7.799424879531346,7.799424879531346,2.0540499975836886,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus16,-16.0,10 years,11,0.684748574077255,4.27073723861076,4.27073723861076,1.4517864677496588,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,1 hour,0,0.8234735091133472,2.2545142349338403,2.2545142349338403,0.8129345328683124,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,8 hours,1,0.7171514836735193,3.6787225344525005,3.6787225344525005,1.3025655545376749,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,tomorrow,2,0.9319887248623027,1.3677998452926619,1.3677998452926619,0.31320349657515667,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,2 days,3,0.9373565337770853,1.3344027627104242,1.3344027627104242,0.288483822996719,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,week,4,0.7333788155801291,3.413833759559869,3.413833759559869,1.2278359294432222,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,month,5,0.8251780050587435,2.236886713248287,2.236886713248287,0.8050850389584355,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,3 months,6,0.8098006768728517,2.4010358592535415,2.4010358592535415,0.8759002522602585,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,year,7,0.6123555628296554,5.96058484620591,5.96058484620591,1.785168604821005,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,2 years,8,0.7337121420055862,3.408597459631037,3.408597459631037,1.226300904526505,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,3 years,9,0.6235539811311624,5.660985438082139,5.660985438082139,1.7335979827286812,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,5 years,10,0.5758115228835088,7.053049863690886,7.053049863690886,1.953460128056557,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus8,-8.0,10 years,11,0.684748574077255,4.27073723861076,4.27073723861076,1.4517864677496588,finite,1.0,64,64
area_equivalent_multiscale,baseline,0.0,1 hour,0,0.8234735091133472,2.2545142349338403,2.2545142349338403,0.8129345328683124,finite,1.0,64,64
area_equivalent_multiscale,baseline,0.0,8 hours,1,0.7171514836735193,3.6787225344525005,3.6787225344525005,1.3025655545376749,finite,1.0,64,64
area_equivalent_multiscale,baseline,0.0,tomorrow,2,0.9319887248623027,1.3677998452926619,1.3677998452926619,0.31320349657515667,finite,1.0,64,64
area_equivalent_multiscale,baseline,0.0,2 days,3,0.9386500551882798,1.3264775056203344,1.3264775056203344,0.2825269367589485,finite,1.0,64,64
area_equivalent_multiscale,baseline,0.0,week,4,0.7333788155801291,3.413833759559869,3.413833759559869,1.2278359294432222,finite,1.0,64,64
area_equivalent_multiscale,baseline,0.0,month,5,0.8353851292055426,2.1341735914714066,2.1341735914714066,0.7580794951529167,finite,1.0,64,64
