method,condition,signed_strength,t_delay,delay_idx,indifference_multiplier,plot_multiplier,log_indifference_multiplier,logistic_alpha,logistic_beta_log_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,1 hour,0,1.8986065559906724,1.8986065559906724,0.6411202255253701,-3.6614890687605044,5.7110802669812415,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,8 hours,1,3.5544550138049438,3.5544550138049438,1.2682017501826648,-3.9992846266709043,3.1535082064780857,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,tomorrow,2,1.241497440104066,1.241497440104066,0.2163182640260333,-1.5420656318032275,7.12868901175004,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,2 days,3,1.2913832271202026,1.2913832271202026,0.25571391298913426,-1.7509578523938298,6.847331191041729,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,week,4,3.0551643571863023,3.0551643571863023,1.1168333905827408,-3.477263220634079,3.11350220180981,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,month,5,3.1336002818945112,3.1336002818945112,1.1421825933281577,-2.980584996897958,2.6095521104142874,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,3 months,6,1.9758567820041668,1.9758567820041668,0.6810021179561345,-3.2897086207273105,4.83068779668496,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,year,7,7.555709898795735,7.555709898795735,2.0223035554130315,-2.2309766462705265,1.1031858398799461,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,2 years,8,2.3317326655475212,2.3317326655475212,0.8466116245015757,-0.6540615125578124,0.7725638222164467,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,3 years,9,10.29211634904334,10.29211634904334,2.3313781991596545,-1.5749948291687912,0.6755638487725837,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,5 years,10,9.537944689572237,9.537944689572237,2.2552780209047456,-2.3491628548540966,1.041628940236684,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,10 years,11,3.011579432102152,3.011579432102152,1.102464669412185,-0.901670842018405,0.8178682428881465,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,1 hour,0,2.0824282934306417,2.0824282934306417,0.7335346615395713,-4.44400708777912,6.058346416039651,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,8 hours,1,3.5544550138049438,3.5544550138049438,1.2682017501826648,-3.9992846266709043,3.1535082064780857,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,tomorrow,2,1.3271366808818423,1.3271366808818423,0.2830237499569026,-2.077250064516994,7.3394902895368554,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,2 days,3,1.2913832271202026,1.2913832271202026,0.25571391298913426,-1.7509578523938298,6.847331191041729,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,week,4,3.3715592492053164,3.3715592492053164,1.215375322582597,-3.4887020372755564,2.8704729908965745,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,month,5,2.968253127247612,2.968253127247612,1.0879736071293216,-2.2624015210236115,2.079463606652263,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,3 months,6,2.1059372326983334,2.1059372326983334,0.7447606092307558,-2.1040535784191636,2.825140793351553,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,year,7,6.589404901286704,6.589404901286704,1.8854630411419422,-5.399342419046908,2.8636691895995816,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,2 years,8,2.891297591332859,2.891297591332859,1.061705394897684,-2.4721004604823995,2.3284241300484627,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,3 years,9,10.322748394848526,10.322748394848526,2.334350041927535,-2.4224094061032964,1.037723290249584,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,5 years,10,10.322748394848531,10.322748394848531,2.3343500419275354,-2.422409406103296,1.0377232902495839,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,10 years,11,4.818928102593066,4.818928102593066,1.5725515179770837,-1.8118514626485838,1.152173039761097,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,1 hour,0,2.0335744959326507,2.0335744959326507,0.7097950800352328,-3.7888963445027315,5.3380143805937035,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,8 hours,1,3.5544550138049438,3.5544550138049438,1.2682017501826648,-3.9992846266709043,3.1535082064780857,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,tomorrow,2,1.3271366808818423,1.3271366808818423,0.2830237499569026,-2.077250064516994,7.3394902895368554,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,2 days,3,1.2784682318493878,1.2784682318493878,0.24566266745398813,-1.6300090147538757,6.635151493090302,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,week,4,3.2860378489938276,3.2860378489938276,1.189682537806145,-3.274739401208421,2.752616178806206,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,month,5,2.2608280597439263,2.2608280597439263,0.8157311442935776,-1.8015079080799952,2.2084579222975473,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,3 months,6,2.1059372326983334,2.1059372326983334,0.7447606092307558,-2.1040535784191636,2.825140793351553,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,year,7,6.3360632587181245,6.3360632587181245,1.8462576384771403,-4.58195170947124,2.481750983167549,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,2 years,8,2.5711466393457525,2.5711466393457525,0.9443519625754898,-1.9727344939070925,2.0889822567074887,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,3 years,9,5.68128960094266,5.68128960094266,1.7371782493823127,-3.7743816954886964,2.172708354384906,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,5 years,10,6.8917049570235545,6.8917049570235545,1.9303185082634857,-5.313379929829467,2.7525923349351205,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,10 years,11,3.8172769052338418,3.8172769052338418,1.339537316385636,-1.7202534678770314,1.2842146663884293,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,1 hour,0,2.0335744959326507,2.0335744959326507,0.7097950800352328,-3.7888963445027315,5.3380143805937035,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,8 hours,1,3.5544550138049438,3.5544550138049438,1.2682017501826648,-3.9992846266709043,3.1535082064780857,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,tomorrow,2,1.3146043337103688,1.3146043337103688,0.27353573344191173,-1.9429223179833741,7.102992700571512,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,2 days,3,1.2784682318493878,1.2784682318493878,0.24566266745398813,-1.6300090147538757,6.635151493090302,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,week,4,3.203408546564744,3.203408546564744,1.1642154137152674,-3.0807355638623024,2.646190324890991,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,month,5,1.9351187549622109,1.9351187549622109,0.6601686966720505,-1.6501804209014468,2.4996344558899932,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,3 months,6,2.1123468786164,2.1123468786164,0.7477995941269411,-2.190313082896332,2.92901079393274,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,year,7,5.455904351433339,5.455904351433339,1.696698389491844,-4.905872326898079,2.8914227521412177,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,2 years,8,2.9545560617720303,2.9545560617720303,1.0833484066691024,-2.045658014721204,1.8882734327462107,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,3 years,9,4.962979929378775,4.962979929378775,1.60200635254691,-3.094838945672225,1.9318518561127878,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,5 years,10,6.649744464499343,6.649744464499343,1.894578427538374,-4.514106696201414,2.382644408163453,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,10 years,11,4.052925466100459,4.052925466100459,1.3994389576671729,-3.9409836998487124,2.816116900460043,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,1 hour,0,2.0335744959326507,2.0335744959326507,0.7097950800352328,-3.7888963445027315,5.3380143805937035,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,8 hours,1,3.5544550138049438,3.5544550138049438,1.2682017501826648,-3.9992846266709043,3.1535082064780857,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,tomorrow,2,1.3146043337103688,1.3146043337103688,0.27353573344191173,-1.9429223179833741,7.102992700571512,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,2 days,3,1.2653177798524538,1.2653177798524538,0.23532330000122179,-1.513428963245886,6.431275454823336,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,week,4,3.203408546564744,3.203408546564744,1.1642154137152674,-3.0807355638623024,2.646190324890991,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,month,5,1.9513417148261734,1.9513417148261734,0.6685171948568832,-1.51558743877424,2.2670881922471695,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,3 months,6,2.210114253842051,2.210114253842051,0.7930442127644002,-2.4576974352017453,3.0990673604876116,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,year,7,5.455904351433339,5.455904351433339,1.696698389491844,-4.905872326898079,2.8914227521412177,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,2 years,8,3.0145914351074454,3.0145914351074454,1.1034643102529391,-2.1433654107289475,1.9423966781831299,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,3 years,9,4.962979929378775,4.962979929378775,1.60200635254691,-3.094838945672225,1.9318518561127878,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,5 years,10,6.0981050361501135,6.0981050361501135,1.8079780731061608,-3.9957228254625705,2.210050489493934,finite,1.0,64,64
