dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,prompt_idx,question,immediate,long_term,prompt,result_source,reused_from_path,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,immediate_sum_logprob,immediate_avg_logprob,immediate_token_count,long_term_sum_logprob,long_term_avg_logprob,long_term_token_count,long_minus_immediate_sum_logprob,long_minus_immediate_avg_logprob,logprob_prefers_long_term
implicit_full,mm,steer_immediate,18,8.0,-8.0,11.99150562286377,1.0,0,"When the system fails, the first priority becomes", (A) containing the spreading damage before it escalates, (B) redesigning the architecture to prevent recurrence,"When the system fails, the first priority becomes
Options:
  containing the spreading damage before it escalates
  redesigning the architecture to prevent recurrence
  Answer:
",computed_now,,"When the system fails, the first priority becomes:

**containing the spreading damage before it escalates**

This is the immediate action needed to prevent further impact,",A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-34.79436111450195,-3.8660402297973633,9,-42.21048355102539,-5.276310443878174,8,-7.4161224365234375,-1.4102702140808105,0.0
implicit_full,mm,steer_immediate,18,8.0,-8.0,11.99150562286377,1.0,1,The hospital administrator directs resources toward, (B) stabilizing patients in critical condition, (A) training staff and upgrading medical equipment,"The hospital administrator directs resources toward
Options:
  training staff and upgrading medical equipment
  stabilizing patients in critical condition
  Answer:
",computed_now,,"The correct answer is:  
**stabilizing patients in critical condition**

**Explanation:**  
In a hospital setting, when resources are being directed, the immediate",B,choose_immediate,literal_exact_stripped,False,0.0,3505.0,-43.808597564697266,-6.258371353149414,7,-43.75782012939453,-7.292970180511475,6,0.050777435302734375,-1.0345988273620605,0.0
implicit_full,mm,steer_immediate,18,8.0,-8.0,11.99150562286377,1.0,2,"After the data breach, the security team focuses on", (A) isolating compromised systems and revoking access, (B) implementing zero-trust architecture across networks,"After the data breach, the security team focuses on
Options:
  isolating compromised systems and revoking access
  implementing zero-trust architecture across networks
  Answer:
",computed_now,,"After a data breach, the security team's **immediate priority** is to **contain the breach** and prevent further damage. This typically involves:

- **",A,choose_immediate,letter_parse,False,,,-42.54528045654297,-5.318160057067871,8,-44.41701889038086,-5.552127361297607,8,-1.8717384338378906,-0.23396730422973633,0.0
implicit_full,mm,steer_immediate,18,8.0,-8.0,11.99150562286377,1.0,3,The fire chief's directive emphasizes, (B) evacuating residents and containing the blaze, (A) updating building codes and fire prevention programs,"The fire chief's directive emphasizes
Options:
  updating building codes and fire prevention programs
  evacuating residents and containing the blaze
  Answer:
",computed_now,,"The fire chief's directive emphasizes **evacuating residents and containing the blaze**. 

**Answer:** evacuating residents and containing the blaze.",B,choose_immediate,literal_exact_stripped,False,0.0,3506.0,-41.78524398803711,-5.223155498504639,8,-38.40632247924805,-5.486617565155029,7,3.3789215087890625,-0.2634620666503906,0.0
implicit_full,mm,steer_immediate,18,8.0,-8.0,11.99150562286377,1.0,4,"During economic turbulence, the CFO recommends", (A) freezing expenditures and preserving cash reserves, (B) diversifying revenue streams and reducing dependencies,"During economic turbulence, the CFO recommends
Options:
  freezing expenditures and preserving cash reserves
  diversifying revenue streams and reducing dependencies
  Answer:
",computed_now,,"During economic turbulence, the CFO would most likely recommend:

**freezing expenditures and preserving cash reserves**

This is the most immediate and practical response to economic uncertainty,",A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-38.323890686035156,-5.474841594696045,7,-36.02508544921875,-4.503135681152344,8,2.2988052368164062,0.9717059135437012,1.0
implicit_full,mm,steer_immediate,18,8.0,-8.0,11.99150562286377,1.0,5,The emergency response coordinator prioritizes, (B) deploying rescue teams to affected areas, (A) establishing early warning systems and shelters,"The emergency response coordinator prioritizes
Options:
  establishing early warning systems and shelters
  deploying rescue teams to affected areas
  Answer:
",computed_now,,"The emergency response coordinator prioritizes **deploying rescue teams to affected areas**.

**Answer:** deploying rescue teams to affected areas.",B,choose_immediate,literal_exact_stripped,False,0.0,3506.0,-40.390625,-5.770089626312256,7,-40.0078125,-5.715402126312256,7,0.3828125,0.0546875,1.0
implicit_full,mm,steer_immediate,18,8.0,-8.0,11.99150562286377,1.0,6,"When the supply chain breaks, management chooses", (A) finding alternative suppliers for critical components, (B) building redundant supplier networks and local capacity,"When the supply chain breaks, management chooses
Options:
  finding alternative suppliers for critical components
  building redundant supplier networks and local capacity
  Answer:
",computed_now,,"When the supply chain breaks, management typically chooses:

**Finding alternative suppliers for critical components**  
**Building redundant supplier networks and local capacity**

Both options are valid",B,choose_long_term,literal_exact_stripped,False,3506.0,3507.0,-46.118167877197266,-7.686361312866211,6,-44.789085388183594,-6.398440837860107,7,1.3290824890136719,1.2879204750061035,1.0
implicit_full,mm,steer_immediate,18,8.0,-8.0,11.99150562286377,1.0,7,The IT director's incident response involves, (B) rolling back changes and restoring service availability, (A) implementing automated testing and deployment safeguards,"The IT director's incident response involves
Options:
  implementing automated testing and deployment safeguards
  rolling back changes and restoring service availability
  Answer:
",computed_now,,"The IT director's incident response involves:

**rolling back changes and restoring service availability**

**Answer:**  
**rolling back changes and restoring service availability**",B,choose_immediate,literal_exact_stripped,False,0.0,3507.0,-47.828128814697266,-6.832590103149414,7,-45.226585388183594,-6.460940837860107,7,2.601543426513672,0.37164926528930664,1.0
implicit_full,mm,steer_immediate,18,8.0,-8.0,11.99150562286377,1.0,8,"After the product recall, the quality team targets", (A) identifying and removing defective units from circulation, (B) redesigning quality control processes and supplier audits,"After the product recall, the quality team targets
Options:
  identifying and removing defective units from circulation
  redesigning quality control processes and supplier audits
  Answer:
",computed_now,,"After a product recall, the quality team's immediate priority is typically to **identify and remove defective units from circulation** to prevent further harm or issues.

**Correct",A,choose_immediate,literal_anchor_match,False,1001.0,0.0,-41.291038513183594,-5.161379814147949,8,-43.885589599609375,-4.876176834106445,9,-2.5945510864257812,0.2852029800415039,1.0
implicit_full,mm,steer_immediate,18,8.0,-8.0,11.99150562286377,1.0,9,The school principal's response to the incident involves, (B) ensuring student safety and communicating with parents, (A) revising safety protocols and staff training programs,"The school principal's response to the incident involves
Options:
  revising safety protocols and staff training programs
  ensuring student safety and communicating with parents
  Answer:
",computed_now,,"The school principal's response to the incident involves:

**ensuring student safety and communicating with parents**

This is the most immediate and appropriate response in an incident,",B,choose_immediate,literal_exact_stripped,False,0.0,3507.0,-38.132816314697266,-4.766602039337158,8,-39.72907257080078,-4.414341449737549,9,-1.5962562561035156,0.3522605895996094,1.0
