method,condition,signed_strength,t_delay,delay_idx,area_choose_later,indifference_multiplier,plot_multiplier,log_indifference_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows
area_equivalent_multiscale,steer_immediate_minus128,-128.0,1 hour,0,0.7361972052026314,3.3698113567810317,3.3698113567810317,1.2148567655811764,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,8 hours,1,0.48874798173303047,10.531834758589433,10.531834758589433,2.3544025520492875,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,tomorrow,2,0.8439246606700792,2.0518739539059787,2.0518739539059787,0.7187534994501256,finite,0.9995948712078773,64,61
area_equivalent_multiscale,steer_immediate_minus128,-128.0,2 days,3,0.8042777768776513,2.46288677238433,2.46288677238433,0.9013341466583492,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,week,4,0.5609252549589451,7.553521854435286,7.553521854435286,2.022013925283389,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,month,5,0.6957514233602504,4.059730021644399,4.059730021644399,1.4011164742706876,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,3 months,6,0.5530928126355007,7.830948624000183,7.830948624000183,2.0580836551547863,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,year,7,0.42129643937881606,14.368357370196463,14.368357370196463,2.6650283838978286,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,2 years,8,0.6372908018099674,5.313961411736058,5.313961411736058,1.670337585688384,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,3 years,9,0.5516320537159655,7.883805340841345,7.883805340841345,2.064810698579946,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,5 years,10,0.5749034306933681,7.082606906995326,7.082606906995326,1.9576420471367215,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,10 years,11,0.13440718736449941,53.8499897874662,53.8499897874662,3.986202213954584,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,1 hour,0,0.915142144165214,1.4781404834982226,1.4781404834982226,0.39078486773723226,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,8 hours,1,0.8474093781811389,2.019208862079959,2.019208862079959,0.702705782261603,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,tomorrow,2,0.9292128326660616,1.3853972928623788,1.3853972928623788,0.3259869525568035,finite,0.9995948712078773,64,61
area_equivalent_multiscale,steer_immediate_minus64,-64.0,2 days,3,0.9571277619947787,1.2182725981705578,1.2182725981705578,0.1974339522682306,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,week,4,0.8256791944290391,2.231729792790293,2.231729792790293,0.8027769766128156,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,month,5,0.8300235677940422,2.1875241909653513,2.1875241909653513,0.782770397915503,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,3 months,6,0.7106601053321211,3.7903541444694895,3.7903541444694895,1.332459456541451,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,year,7,0.6355894371304122,5.355760226658928,5.355760226658928,1.6781726595861652,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,2 years,8,0.7320866514070536,3.43420880348307,3.43420880348307,1.2337865653684714,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,3 years,9,0.5272119787884021,8.822182598703582,8.822182598703582,2.1772692995759564,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,5 years,10,0.6273058191925287,5.564015890164748,5.564015890164748,1.7163201299458222,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,10 years,11,0.40322156209349824,15.615535278141076,15.615535278141076,2.7482662698875675,finite,1.0,64,64
