probe,arm,hot_tokens,hotc_tokens,hot_comp_overlap_tokens,hot_mass,hotc_mass,comp_mass,comp_spans,comp_tokens,comp_share_alllayer,closed_tokens,ctx_tokens,context_fill,pathology,gold,pred,correct,parsed,mean_entropy,response
0,near_dup,139,139,2,0.43281532387482,0.10135588404955342,0.01024860997858923,32,139,0.010248609918735474,0,3343,0.8162,Viral pharyngitis,E,D,False,True,1.0764438881196838,"D

The patient's symptoms include a cough, fever, and nasal congestion, which are common in upper respiratory tract infections (URTIs). The fact that the"
0,near_dup_comp_close,139,139,2,0.43281532387482,0.10135588404955342,0.01024860997858923,32,139,0.010248609918735474,139,3343,0.8162,Viral pharyngitis,E,E,True,True,1.1416540741920471,E
0,near_dup_rand_close,139,139,2,0.43281532387482,0.10135588404955342,0.01024860997858923,32,139,0.010248609918735474,139,3343,0.8162,Viral pharyngitis,E,A,False,True,0.833245429425256,"Given the symptoms provided for the 13-year-old male patient, such as nasal congestion, a clear runny nose, a fever, and a cough, along"
0,random,139,139,2,0.43281532387482,0.10135588404955342,0.01024860997858923,32,139,0.010248609918735474,0,2984,0.7285,Viral pharyngitis,E,E,True,True,1.0546560287475586,E
0,near_dup_hot_close,139,139,2,0.43281532387482,0.10135588404955342,0.01024860997858923,32,139,0.010248609918735474,139,3343,0.8162,Viral pharyngitis,E,B,False,True,0.68083258252409,"Based on the provided symptoms and history, the most likely diagnosis for the 27-year-old female patient with a sore throat, fever, nasal congestion, cough,"
0,near_dup_hot_rand_close,139,139,2,0.43281532387482,0.10135588404955342,0.01024860997858923,32,139,0.010248609918735474,139,3343,0.8162,Viral pharyngitis,E,A,False,True,1.036263124377001,"Given the symptoms of a sore throat, fever, nasal congestion, cough, and pain in the tonsils and pharynx, along with the patient's age"
0,near_dup_hotc_close,139,139,2,0.43281532387482,0.10135588404955342,0.01024860997858923,32,139,0.010248609918735474,139,3343,0.8162,Viral pharyngitis,E,B,False,True,0.535492243489216,"Based on the provided symptoms and history, the most likely diagnosis for the 13-year-old male patient is:

**B) Acute laryngitis**"
0,near_dup_hotc_rand_close,139,139,2,0.43281532387482,0.10135588404955342,0.01024860997858923,32,139,0.010248609918735474,139,3343,0.8162,Viral pharyngitis,E,A,False,True,0.8106694659580889,"Given the symptoms provided for the 13-year-old male patient, such as nasal congestion, a clear runny nose, a fever, and a cough, along"
1,near_dup,126,126,1,0.4343219622678589,0.08146169329120312,0.008268031248007901,27,126,0.008268031407165085,0,2932,0.7158,Croup,A,A,True,True,0.7530567795038223,A
1,near_dup_comp_close,126,126,1,0.4343219622678589,0.08146169329120312,0.008268031248007901,27,126,0.008268031407165085,126,2932,0.7158,Croup,A,A,True,True,0.4955054968595505,A
1,near_dup_rand_close,126,126,1,0.4343219622678589,0.08146169329120312,0.008268031248007901,27,126,0.008268031407165085,126,2932,0.7158,Croup,A,A,True,True,0.9385972023010254,A
1,random,126,126,1,0.4343219622678589,0.08146169329120312,0.008268031248007901,27,126,0.008268031407165085,0,2893,0.7063,Croup,A,A,True,True,0.25853507220745087,A
1,near_dup_hot_close,126,126,1,0.4343219622678589,0.08146169329120312,0.008268031248007901,27,126,0.008268031407165085,126,2932,0.7158,Croup,A,A,True,True,0.8743023038805404,"Given the symptoms described for the 8-year-old male patient, including difficulty swallowing, a high-pitched sound when breathing in, fever, and the symptoms being"
1,near_dup_hot_rand_close,126,126,1,0.4343219622678589,0.08146169329120312,0.008268031248007901,27,126,0.008268031407165085,126,2932,0.7158,Croup,A,A,True,True,0.9358643293380737,A
1,near_dup_hotc_close,126,126,1,0.4343219622678589,0.08146169329120312,0.008268031248007901,27,126,0.008268031407165085,126,2932,0.7158,Croup,A,D,False,True,0.281927277797422,D) Epiglottitis
1,near_dup_hotc_rand_close,126,126,1,0.4343219622678589,0.08146169329120312,0.008268031248007901,27,126,0.008268031407165085,126,2932,0.7158,Croup,A,A,True,True,0.9165404140949249,A
