condition,signed_strength,steering_applied,steering_layer,set_type,dataset_index,benchmark_idx,level,days,org,dest,visiting_city_number,people_number,budget,parse_success,parse_method,parse_error,input_tokens,output_tokens,generation_seconds,prompt_path,response_path,plan_path
steer_long_term_plus8,8.0,True,40,validation,0,1,easy,3,Washington,Myrtle Beach,1,1,1400,True,json,,4113,326,20.763754844665527,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0001.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/responses/response_0001.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/plans/plan_0001.json
steer_long_term_plus8,8.0,True,40,validation,1,2,easy,3,Oakland,Tucson,1,1,1400,True,json,,3365,305,19.138257265090942,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0002.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/responses/response_0002.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/plans/plan_0002.json
steer_long_term_plus8,8.0,True,40,validation,2,3,easy,3,Buffalo,Atlanta,1,1,1100,False,,"ValueError: Parsed JSON is dict, expected a list.",3852,323,20.409624338150024,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0003.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/responses/response_0003.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/plans/plan_0003.json
steer_long_term_plus8,8.0,True,40,validation,3,4,easy,3,Ontario,Honolulu,1,1,3200,True,json,,3549,310,19.54075264930725,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0004.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/responses/response_0004.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/plans/plan_0004.json
steer_long_term_plus8,8.0,True,40,validation,4,5,easy,3,West Palm Beach,Atlanta,1,1,900,True,json,,4762,332,21.47340965270996,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0005.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/responses/response_0005.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/plans/plan_0005.json
steer_long_term_plus8,8.0,True,40,validation,5,6,easy,3,Detroit,San Diego,1,1,3000,True,json,,3298,328,20.608633279800415,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0006.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/responses/response_0006.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/plans/plan_0006.json
steer_long_term_plus8,8.0,True,40,validation,6,7,easy,3,Missoula,Dallas,1,1,1900,True,json,,4629,324,20.907699823379517,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0007.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/responses/response_0007.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/plans/plan_0007.json
steer_long_term_plus8,8.0,True,40,validation,7,8,easy,3,Boston,San Juan,1,1,1400,True,json,,3810,332,20.94357466697693,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0008.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/responses/response_0008.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/plans/plan_0008.json
steer_long_term_plus8,8.0,True,40,validation,8,9,easy,3,Sarasota,Philadelphia,1,1,2100,True,json,,3444,290,18.346234798431396,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0009.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/responses/response_0009.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/plans/plan_0009.json
steer_long_term_plus8,8.0,True,40,validation,9,10,easy,3,Minneapolis,St. Louis,1,1,1000,True,json,,4038,332,21.07886815071106,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0010.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/responses/response_0010.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus8/plans/plan_0010.json
