condition,y_later,t_delay,n_total,n_choose_x,n_choose_y,n_it_depends,n_unparsed,n_parsed,prop_choose_x_parsed,prop_choose_y_parsed,prop_it_depends_parsed,unparsed_rate
steer_long_term_plus16,100,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,month,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_long_term_plus16,150,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,150,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
