base_id,condition,hop_depth,error_type,final_correct,final_absurd,max_probe_score,mean_probe_score,fired_at_least_once,n_interventions
3hop_multi_stage_geometry_0009,baseline,3,wrong_percentage_base,False,False,0.9998606164895607,0.7331233465577075,True,0
3hop_multi_stage_geometry_0009,reprompt,3,wrong_percentage_base,False,False,0.9998606164895607,0.7331233465577075,True,1
3hop_multi_stage_geometry_0009,replace_prior,3,wrong_percentage_base,False,False,0.707980763247715,0.25375796275498314,False,1
3hop_multi_stage_geometry_0009,branch_and_pick,3,wrong_percentage_base,False,False,0.9988828819806849,0.7327974350547489,True,1
3hop_percentage_chain_0048,baseline,3,magnitude_error,False,False,0.9999832117405257,0.6977010034713761,True,0
3hop_percentage_chain_0048,reprompt,3,magnitude_error,False,False,0.9999832117405257,0.6977010034713761,True,2
3hop_percentage_chain_0048,replace_prior,3,magnitude_error,False,False,0.0938790386007804,0.0376118904912402,False,1
3hop_percentage_chain_0048,branch_and_pick,3,magnitude_error,False,False,0.9999436333463333,0.6972669854012209,True,2
2hop_arithmetic_0044,baseline,2,wrong_percentage_base,False,False,0.9993500468516219,0.7707150341090361,True,0
2hop_arithmetic_0044,reprompt,2,wrong_percentage_base,False,False,0.9993500468516219,0.7707150341090361,True,1
2hop_arithmetic_0044,replace_prior,2,wrong_percentage_base,False,False,0.5420800213664503,0.3573736410478304,False,1
2hop_arithmetic_0044,branch_and_pick,2,wrong_percentage_base,False,False,0.9985239402599729,0.7703019808132117,True,1
4hop_nested_fractions_0009,baseline,4,wrong_percentage_base,False,False,0.9999329901256341,0.6988104602486074,True,0
4hop_nested_fractions_0009,reprompt,4,wrong_percentage_base,False,False,0.9999329901256341,0.6988104602486074,True,2
4hop_nested_fractions_0009,replace_prior,4,wrong_percentage_base,False,False,0.9611602424231271,0.6030023410023475,True,1
4hop_nested_fractions_0009,branch_and_pick,4,wrong_percentage_base,False,False,0.9993922217953967,0.5249027144585876,True,2
2hop_counting_0007,baseline,2,wrong_unit,False,False,0.9932548815748504,0.8944192617986813,True,0
