method,condition,signed_strength,t_delay,delay_idx,area_choose_later,indifference_multiplier,plot_multiplier,log_indifference_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows
area_equivalent_multiscale,steer_immediate_minus128,-128.0,1 hour,0,0.9599085280871721,1.2027709876509138,1.2027709876509138,0.1846280511653343,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,8 hours,1,0.9179229102576073,1.459332247884193,1.459332247884193,0.37797896663433583,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,tomorrow,2,0.9546048211678214,1.2325097333507913,1.2325097333507913,0.2090525241455464,finite,0.9997299141385849,64,62
area_equivalent_multiscale,steer_immediate_minus128,-128.0,2 days,3,0.9637890923207556,1.1814675975790276,1.1814675975790276,0.16675739245202334,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,week,4,0.9316171478859321,1.3701423941689752,1.3701423941689752,0.31491467178853844,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,month,5,0.8464985715147604,2.0276960585089205,2.0276960585089205,0.7069002019668088,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,3 months,6,0.8165645069732617,2.327399764576339,2.327399764576339,0.8447516635387617,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,year,7,0.44068937472899883,13.14078320870413,13.14078320870413,2.5757206162043724,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,2 years,8,0.6040330849770069,6.193467030163865,6.193467030163865,1.823495031701568,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,3 years,9,0.510283084977007,9.537484168024235,9.537484168024235,2.255229736637951,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,5 years,10,0.6196580849770069,5.763467254690391,5.763467254690391,1.7515392475455043,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus128,-128.0,10 years,11,0.5376287494579977,8.408964152537147,8.408964152537147,2.1292982978540596,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,1 hour,0,0.9475980468986118,1.2729281953219664,1.2729281953219664,0.2413199121100593,finite,0.9781571873644994,64,63
area_equivalent_multiscale,steer_immediate_minus64,-64.0,8 hours,1,0.9517599530799964,1.2487632054337916,1.2487632054337916,0.22215362584666737,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,tomorrow,2,0.962691861830727,1.1874525824866555,1.1874525824866555,0.17181032559186085,finite,0.9995948712078773,64,61
area_equivalent_multiscale,steer_immediate_minus64,-64.0,2 days,3,0.9676696565543395,1.160541531564018,1.160541531564018,0.1488867337387116,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,week,4,0.9260905247550162,1.4054614905243843,1.4054614905243843,0.3403657118602244,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,month,5,0.9291651479942505,1.3857015540124609,1.3857015540124609,0.3262065485857563,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,3 months,6,0.8165645069732617,2.327399764576339,2.327399764576339,0.8447516635387617,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,year,7,0.5714142813546642,7.1973303579433,7.1973303579433,1.973710173645781,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,2 years,8,0.5765747916126156,7.028302037155139,7.028302037155139,1.9499451456613777,finite,1.0,64,64
area_equivalent_multiscale,steer_immediate_minus64,-64.0,3 years,9,0.48844027234150644,10.546769517562664,10.546769517562664,2.3558196061650825,finite,1.0,64,64
