method,condition,signed_strength,t_delay,delay_idx,indifference_multiplier,plot_multiplier,log_indifference_multiplier,logistic_alpha,logistic_beta_log_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,1 hour,0,4111.441659755996,,8.321529014782367,4.900617045221919,-0.5889082446887418,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,8 hours,1,1084.712855787234,,6.989070581904798,4.088205426370772,-0.5849426441557805,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,tomorrow,2,33125.46346544205,,10.408057554600216,4.1248107441032715,-0.39630937112565856,negative_slope_incoherent_amount_effect,0.9997299141385849,64,62
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,2 days,3,1269.946914174125,,7.1467303787161045,5.8858771561958445,-0.8235762151773285,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,week,4,1.7953027895437144e-19,1.0,-43.16394307418977,2.4825521865138946,0.05751449032927571,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,month,5,0.6924949847807061,1.0,-0.36745428314079437,0.2931847271279102,0.7978808264852177,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,3 months,6,1.2045225092749847,1.2045225092749847,0.18608323054864165,-0.17958126334558377,0.9650588224210871,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,year,7,14.314584423051345,14.314584423051345,2.6612789072555585,-1.950557104395787,0.7329397527925013,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,2 years,8,5.279057182453503,5.279057182453503,1.6637475178444727,-2.530409934753438,1.5209098181145901,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,3 years,9,8.669137500659444,8.669137500659444,2.1597693049511006,-1.9339554745282537,0.8954453932162169,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,5 years,10,5.129295532613709,5.129295532613709,1.6349683266757513,-3.634064370936197,2.222712398548445,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus128,-128.0,10 years,11,7.334931416433,7.334931416433,1.9926480613716817,-1.813103714039371,0.9098966090335503,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,1 hour,0,141682.44770666285,,11.861343548610861,3.727433324042206,-0.3142505154467719,negative_slope_incoherent_amount_effect,0.9781571873644994,64,63
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,8 hours,1,194221.01040573345,,12.176752018512186,3.80381720861107,-0.3123835652420422,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,tomorrow,2,1656.535869937623,,7.412483875557798,5.581017351269029,-0.7529213479535631,negative_slope_incoherent_amount_effect,0.9995948712078773,64,61
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,2 days,3,422.1608743596074,,6.0453864602521925,8.362167010169888,-1.383231173912585,negative_slope_incoherent_amount_effect,1.0,64,64
