fill,correct,entropy
0.0020751953125,True,1.6570689354091883
0.0096435546875,False,1.971122089959681
0.02685546875,False,1.9971716901287437
0.0330810546875,False,1.4806332388427108
0.0382080078125,False,1.409009782737121
0.0443115234375,False,1.0765171479899436
0.052001953125,False,0.9668797446414829
0.05859375,False,1.7256369759794326
0.067626953125,False,2.0253885643556715
0.0740966796875,False,2.42814564704895
0.0821533203125,False,1.5171056164894252
0.0885009765625,False,1.4937013177666814
0.093505859375,False,1.4806197346188128
0.1026611328125,False,1.5387976977974176
0.1082763671875,False,1.4765325048472733
0.114501953125,False,1.4947950643487276
0.12646484375,False,1.5283087424002588
0.1473388671875,False,1.5048945671413094
0.1546630859375,True,1.7643605503253639
0.1697998046875,True,1.5490855427458883
0.18505859375,False,1.478306241892278
0.190673828125,False,1.653473670571111
0.1993408203125,False,1.5512290871469303
0.20556640625,False,1.4611998772714287
0.212890625,False,1.6346546025946735
0.2261962890625,False,1.596331858728081
0.2371826171875,False,1.6129399104975164
0.2501220703125,False,1.634367660060525
0.2587890625,False,1.5876339797396213
0.2642822265625,True,1.4207457572221756
0.2706298828125,False,1.4713975818362086
0.27783203125,False,1.4418513568583875
0.2825927734375,False,1.4689056426752358
0.2958984375,False,1.616482070274651
0.3045654296875,False,1.7457014120183885
0.3238525390625,False,1.5846569216344506
0.3302001953125,False,1.7336310450918972
0.341064453125,False,1.7573323944350705
0.3525390625,False,1.4384241180727257
0.357666015625,False,1.4301680795382707
0.362548828125,False,1.7424951334483922
0.3687744140625,True,1.7274402025388553
0.37353515625,True,1.747130589466542
0.3787841796875,False,1.7090892334934324
0.384033203125,False,1.7320356792071834
0.3919677734375,False,1.7479615236632526
0.4012451171875,False,1.0832750864094123
0.411865234375,False,1.1349359034793451
0.4166259765625,False,1.6985324549721554
0.4239501953125,False,1.7301641136407853
0.4344482421875,False,1.7090072624618187
0.44140625,False,1.7199108968721704
0.4495849609375,False,1.740020072995685
0.461181640625,False,1.7324051640694962
0.46875,True,1.9513740386348217
0.4825439453125,True,1.728331293305382
0.48876953125,False,1.7605840263189747
0.493896484375,False,1.7373163770418614
0.5072021484375,False,1.718725341046229
0.5166015625,True,1.7140346159460023
0.5262451171875,False,1.743704085680656
0.5379638671875,True,1.7038400532677769
0.542236328125,False,1.7168937091017142
