probe,condition,filler,depth,closed,ctx_tokens,fill,patch_tokens,gold,s_a,s_b,s_p
0,pure_a,code,15,True,3577,0.8733,0,C,-35.28054428100586,-45.60436248779297,-19.99087905883789
0,pure_b,code,15,True,3577,0.8733,0,C,-35.28054428100586,-45.60436248779297,-19.99087905883789
0,patch_ab,code,15,True,3577,0.8733,390,C,-35.439964294433594,-46.203704833984375,-19.745834350585938
0,patch_bb,code,15,True,3577,0.8733,390,C,-35.4715690612793,-45.82747268676758,-19.805908203125
0,patch_ba,code,15,True,3577,0.8733,390,C,-35.4715690612793,-45.82747268676758,-19.805908203125
0,patch_aa,code,15,True,3577,0.8733,390,C,-35.439964294433594,-46.203704833984375,-19.745834350585938
0,unrel_pure_y,code,15,True,3584,0.875,0,C,-34.99348831176758,-45.656429290771484,-19.78868293762207
0,unrel_patch_xy,code,15,True,3584,0.875,390,C,-35.18618392944336,-45.507965087890625,-19.797393798828125
0,unrel_patch_yy,code,15,True,3584,0.875,390,C,-34.93907165527344,-45.91983413696289,-19.53973388671875
1,pure_a,code,15,True,3682,0.8989,0,E,-34.70866012573242,-45.70635223388672,-18.041778564453125
1,pure_b,code,15,True,3682,0.8989,0,E,-34.70866012573242,-45.70635223388672,-18.041778564453125
1,patch_ab,code,15,True,3682,0.8989,390,E,-34.528533935546875,-45.32695007324219,-17.823976516723633
1,patch_bb,code,15,True,3682,0.8989,390,E,-34.39289474487305,-45.84437561035156,-18.00523567199707
1,patch_ba,code,15,True,3682,0.8989,390,E,-34.39289474487305,-45.84437561035156,-18.00523567199707
1,patch_aa,code,15,True,3682,0.8989,390,E,-34.528533935546875,-45.32695007324219,-17.823976516723633
1,unrel_pure_y,code,15,True,3689,0.9006,0,E,-34.46512222290039,-46.1100959777832,-17.735347747802734
1,unrel_patch_xy,code,15,True,3689,0.9006,390,E,-34.42493438720703,-45.89747619628906,-18.00739288330078
1,unrel_patch_yy,code,15,True,3689,0.9006,390,E,-34.42320251464844,-45.20268249511719,-18.005996704101562
2,pure_a,code,15,True,3807,0.9294,0,A,-32.754364013671875,-45.386173248291016,-18.880226135253906
2,pure_b,code,15,True,3807,0.9294,0,A,-32.754364013671875,-45.386173248291016,-18.880226135253906
2,patch_ab,code,15,True,3807,0.9294,390,A,-33.07492446899414,-46.035430908203125,-18.910306930541992
2,patch_bb,code,15,True,3807,0.9294,390,A,-32.774932861328125,-45.57755661010742,-18.736745834350586
2,patch_ba,code,15,True,3807,0.9294,390,A,-32.774932861328125,-45.57755661010742,-18.736745834350586
2,patch_aa,code,15,True,3807,0.9294,390,A,-33.07492446899414,-46.035430908203125,-18.910306930541992
2,unrel_pure_y,code,15,True,3814,0.9312,0,A,-31.866899490356445,-44.413822174072266,-18.23909568786621
2,unrel_patch_xy,code,15,True,3814,0.9312,390,A,-32.31644058227539,-45.083065032958984,-18.539928436279297
2,unrel_patch_yy,code,15,True,3814,0.9312,390,A,-32.328636169433594,-45.52135467529297,-18.390357971191406
3,pure_a,code,15,True,3745,0.9143,0,A,-32.81488037109375,-43.92451858520508,-18.90485954284668
