layer,mm_train_acc,mm_raw_norm,mm_steering_norm,wmm_train_acc,wmm_raw_norm,wmm_steering_norm,wmm_reg_lambda,wmm_sample_space_condition_number
0,0.9375,5.892388820648193,1.0000001192092896,1.0,1.6096023321151733,1.0,0.0009085119370217908,25839.833751997005
1,0.9,6.055473327636719,0.9999998807907104,1.0,1.4445399045944214,1.0,0.0009672784612765714,26044.564953243476
2,0.9,6.926527976989746,1.0,1.0,1.2490088939666748,0.9999999403953552,0.0012753305483250027,28047.51566291287
3,0.9,8.019943237304688,1.0,1.0,0.9962013959884644,1.0,0.0017362496773970387,29538.870420187654
4,0.95,10.12141227722168,0.9999999403953552,1.0,0.7838559746742249,1.0,0.0025010871773664214,28282.34075060916
5,0.9625,11.806697845458984,1.0,1.0,0.688833475112915,1.0,0.0033406047855033473,26680.428693469385
6,0.95,12.920767784118652,1.0,1.0,0.5581462979316711,1.0000001192092896,0.003957056230452546,25726.11637601531
7,0.975,14.091984748840332,1.0,1.0,0.49901387095451355,1.0,0.004619013892050301,24462.319179718816
8,0.9875,14.514272689819336,1.0,1.0,0.4795563519001007,1.0,0.004927404600634218,25173.136841917694
9,0.9625,16.591815948486328,0.9999998807907104,1.0,0.40990135073661804,1.0,0.0060767798891131755,26338.446989301716
10,0.975,18.254840850830078,1.0,1.0,0.38093891739845276,1.0,0.0072525028269926515,30751.865133504787
11,0.975,20.23861312866211,0.9999999403953552,1.0,0.3166957497596741,0.9999999403953552,0.008383099042361413,30625.22867787761
12,0.975,21.62214469909668,1.0,1.0,0.289699912071228,1.0,0.009218005698593231,28985.44833430432
13,0.9625,23.65848731994629,0.9999999403953552,1.0,0.24762921035289764,0.9999999403953552,0.010097334602044728,28801.41385255305
14,0.95,24.88437843322754,1.0,1.0,0.24227239191532135,0.9999999403953552,0.010754820613077046,29206.181260415076
15,0.95,26.013446807861328,1.0,1.0,0.22490057349205017,1.0,0.010963972764518728,28265.603371235098
16,0.95,27.2227840423584,1.0,1.0,0.21343295276165009,0.9999999403953552,0.011606052810634006,28125.729916754564
17,0.9625,27.660568237304688,1.0,1.0,0.20595164597034454,1.0,0.011799789460192806,28620.77910986458
18,0.9625,28.256784439086914,1.0,1.0,0.2020634412765503,1.0,0.012144991560481187,28336.499109122167
19,0.975,28.505369186401367,1.0,1.0,0.19828501343727112,0.9999999403953552,0.012528412273566882,28749.276883580005
20,0.975,29.13848304748535,0.9999999403953552,1.0,0.19639326632022858,1.0,0.012655921659507654,29952.505340168373
21,0.975,28.882591247558594,0.9999999403953552,1.0,0.1962910145521164,0.9999999403953552,0.012797511220320362,30505.41383618447
22,0.9625,29.824697494506836,1.0,1.0,0.18932048976421356,0.9999999403953552,0.013187107013332349,30332.413544582516
23,0.975,30.53725814819336,1.0,1.0,0.18154595792293549,0.9999998807907104,0.013515927135798602,30579.535843817157
24,0.975,31.51954460144043,1.0,1.0,0.1759026199579239,1.0,0.013924441438001612,29473.554682658316
25,0.975,32.21177291870117,0.9999999403953552,1.0,0.17602799832820892,0.9999999403953552,0.01440094431619581,29948.34949858393
26,0.975,32.541038513183594,1.0,1.0,0.1748778373003006,1.0,0.015045245523074138,29703.90887818691
27,0.975,33.67319869995117,1.0,1.0,0.16614589095115662,0.9999999403953552,0.016787031263814284,30916.692321402035
28,0.9625,35.99382781982422,1.0,1.0,0.1585456281900406,0.9999999403953552,0.018739092421923845,32064.505458544347
29,0.975,38.255287170410156,1.0,1.0,0.15312300622463226,0.9999999403953552,0.02122195518136575,34026.672298638834
30,0.9625,40.53181076049805,1.0,1.0,0.14348241686820984,1.0,0.024069761917283113,32663.245381263456
31,0.9625,42.978492736816406,1.0,1.0,0.1333959996700287,0.9999999403953552,0.028432690869404472,32429.10673308756
32,0.95,45.736663818359375,1.0,1.0,0.12585356831550598,1.0000001192092896,0.03269856010053024,32274.305412440215
33,0.9625,50.050174713134766,0.9999999403953552,1.0,0.11574799567461014,0.9999999403953552,0.04028107187846188,32143.020589931217
34,0.95,53.90046310424805,0.9999999403953552,1.0,0.10486278682947159,1.0,0.04850624561826734,31460.762283091226
35,0.95,58.60520935058594,1.0,1.0,0.09563907235860825,0.9999999403953552,0.05994823169984774,30636.63056329247
36,0.9625,63.567745208740234,1.0,1.0,0.08695848286151886,1.0,0.07074989823330456,29636.817934130435
37,0.9375,69.22467803955078,1.0,1.0,0.07841723412275314,1.0000001192092896,0.08621434439802342,28889.580929474912
38,0.9375,73.27437591552734,1.0,1.0,0.07458233833312988,1.0,0.09773180690661262,28533.138541855707
39,0.925,76.79907989501953,1.0,1.0,0.07078301161527634,1.0,0.11147074519612367,28038.418182120233
40,0.925,80.64619445800781,1.0,1.0,0.06740016490221024,1.0,0.1259660770030393,28143.90420522598
41,0.9,84.3307113647461,1.0,1.0,0.06434617191553116,1.0,0.13971816831912037,28142.59625788462
42,0.9,88.16931915283203,1.0,1.0,0.06144586205482483,1.0,0.15708352809802736,28912.707693660614
43,0.9375,92.88998413085938,1.0,1.0,0.058351900428533554,1.0,0.1779513228904319,28917.831919387892
44,0.9375,99.24162292480469,1.0,1.0,0.05474287271499634,1.0,0.20690108909679733,30202.474670745007
45,0.825,106.87630462646484,1.0,1.0,0.05111562833189964,0.9999999403953552,0.2530360425018806,34881.49230102606
46,0.5625,131.9483184814453,1.0,1.0,0.04458887502551079,1.0,0.39994012269186163,60282.678614716846
47,0.7875,37.94133758544922,1.0,1.0,0.2152843475341797,1.0,0.034252849133591556,117786.97970652528
