evidence_share,question_share,probe,arm,mean_shared_options,n_context,ctx_tokens,context_fill,pathology,gold,pred,correct,parsed,mean_entropy,response
0.012684071895949143,0.28222465185847667,0,disjoint,0.0,8,3157,0.7708,Viral pharyngitis,E,,False,False,,
0.013562978116429545,0.26053060963749886,0,random,1.5,8,2990,0.73,Viral pharyngitis,E,,False,False,,
0.014575040541655784,0.25462910243576126,0,near_dup,4.0,8,3349,0.8176,Viral pharyngitis,E,,False,False,,
0.013994035826596831,0.2814261619766642,1,disjoint,0.0,8,3130,0.7642,Croup,A,,False,False,,
0.013306808179809846,0.26296478040915516,1,random,0.875,8,2899,0.7078,Croup,A,,False,False,,
0.021649737592919598,0.2787283266162766,1,near_dup,3.375,8,2938,0.7173,Croup,A,,False,False,,
0.013175201922422275,0.24177523160220257,2,disjoint,0.0,8,2858,0.6978,Tuberculosis,B,,False,False,,
0.014264546247432008,0.25196262166303185,2,random,1.25,8,2773,0.677,Tuberculosis,B,,False,False,,
0.017078410913070132,0.2571306284184435,2,near_dup,3.5,8,2320,0.5664,Tuberculosis,B,,False,False,,
0.01038996668233137,0.24830271551452046,4,disjoint,0.0,8,3154,0.77,Anaphylaxis,B,,False,False,,
0.013096355749959392,0.25441218132618815,4,random,0.625,8,3037,0.7415,Anaphylaxis,B,,False,False,,
0.012370442555818175,0.2649518574721047,4,near_dup,3.0,8,3754,0.9165,Anaphylaxis,B,,False,False,,
0.007898142478162689,0.2732470450490447,5,disjoint,0.0,8,3082,0.7524,Acute COPD exacerbation / infection,C,,False,False,,
0.008463586067331821,0.2819146017011787,5,random,1.375,8,2854,0.6968,Acute COPD exacerbation / infection,C,,False,False,,
0.009175685454725422,0.2854796074430591,5,near_dup,4.0,8,3106,0.7583,Acute COPD exacerbation / infection,C,,False,False,,
0.012631088349735364,0.23396483715623617,6,disjoint,0.0,8,3118,0.7612,GERD,E,,False,False,,
0.0109525008010678,0.23108160904874758,6,random,0.875,8,3275,0.7996,GERD,E,,False,False,,
0.016571410894227614,0.21491503808647394,6,near_dup,3.0,8,2722,0.6646,GERD,E,,False,False,,
0.016915142827201635,0.2594712687423453,7,disjoint,0.0,8,2993,0.7307,HIV (initial infection),A,,False,False,,
0.01805274560216016,0.2542486226801494,7,random,0.25,8,3032,0.7402,HIV (initial infection),A,,False,False,,
0.014618320415528225,0.2653356082238523,7,near_dup,3.625,8,3223,0.7869,HIV (initial infection),A,,False,False,,
0.009932047921340979,0.2873563172761351,8,disjoint,0.0,8,3227,0.7878,Unstable angina,C,,False,False,,
0.009377924759714265,0.3028575950052722,8,random,1.25,8,3190,0.7788,Unstable angina,C,,False,False,,
0.011531671340760243,0.3021027182445063,8,near_dup,4.0,8,3362,0.8208,Unstable angina,C,,False,False,,
0.010809057317341544,0.24697871734055557,9,disjoint,0.0,8,2634,0.6431,Scombroid food poisoning,B,,False,False,,
0.012033604663364323,0.24446817602230503,9,random,1.375,8,2931,0.7156,Scombroid food poisoning,B,,False,False,,
0.014024214016639494,0.25245492619329263,9,near_dup,3.125,8,2911,0.7107,Scombroid food poisoning,B,,False,False,,
0.02068430186149531,0.268310835385429,10,disjoint,0.0,8,3179,0.7761,Atrial fibrillation,A,,False,False,,
0.01706290923591171,0.2603828263568825,10,random,1.5,8,3075,0.7507,Atrial fibrillation,A,,False,False,,
0.021244726235246553,0.2579507746101756,10,near_dup,4.0,8,2741,0.6692,Atrial fibrillation,A,,False,False,,
0.011394766221720991,0.2504860696915005,12,disjoint,0.0,8,3347,0.8171,Pulmonary embolism,C,,False,False,,
0.01365056582393923,0.2713106927694753,12,random,0.5,8,3225,0.7874,Pulmonary embolism,C,,False,False,,
0.01587253351837197,0.27328552769696607,12,near_dup,3.125,8,2899,0.7078,Pulmonary embolism,C,,False,False,,
0.013488491814184402,0.2828884377543415,13,disjoint,0.0,8,3426,0.8364,Influenza,E,,False,False,,
0.013529034318967856,0.2803162939879777,13,random,0.5,8,3520,0.8594,Influenza,E,,False,False,,
0.0237121160607785,0.26547356112860143,13,near_dup,4.0,8,2853,0.6965,Influenza,E,,False,False,,
0.011914667598570563,0.25498626813558595,15,disjoint,0.0,8,3267,0.7976,Allergic sinusitis,C,,False,False,,
0.015202024111723793,0.26102868382752475,15,random,1.5,8,2483,0.6062,Allergic sinusitis,C,,False,False,,
0.01696680165228567,0.27350232349376064,15,near_dup,4.0,8,2998,0.7319,Allergic sinusitis,C,,False,False,,
0.010365852430238322,0.2651363050764693,16,disjoint,0.0,8,2982,0.728,Bronchospasm / acute asthma exacerbation,E,,False,False,,
0.009418734448055537,0.27440281425203594,16,random,0.375,8,3134,0.7651,Bronchospasm / acute asthma exacerbation,E,,False,False,,
0.012470980902435258,0.2561627798214821,16,near_dup,4.0,8,2409,0.5881,Bronchospasm / acute asthma exacerbation,E,,False,False,,
0.011925879408538873,0.2884059865859204,17,disjoint,0.0,8,3480,0.8496,Panic attack,A,,False,False,,
0.011976570795273542,0.2754376036880006,17,random,0.625,8,3316,0.8096,Panic attack,A,,False,False,,
0.023153934494725296,0.26081220732469645,17,near_dup,4.0,8,3673,0.8967,Panic attack,A,,False,False,,
0.014864438795484602,0.2913555508047076,18,disjoint,0.0,8,2928,0.7148,Pulmonary neoplasm,A,,False,False,,
0.014234953572408162,0.2796399039465801,18,random,1.0,8,2937,0.717,Pulmonary neoplasm,A,,False,False,,
0.012321846513909154,0.28618700672606273,18,near_dup,3.125,8,3277,0.8,Pulmonary neoplasm,A,,False,False,,
0.01981859897413025,0.2594361357623711,19,disjoint,0.0,8,2981,0.7278,Epiglottitis,A,,False,False,,
0.014692736540122755,0.2760500131241445,19,random,0.375,8,3146,0.7681,Epiglottitis,A,,False,False,,
0.05318968783831224,0.21081776951073802,19,near_dup,3.0,8,2575,0.6287,Epiglottitis,A,,False,False,,
0.01350443293839427,0.24962471536959388,20,disjoint,0.0,8,3472,0.8477,Pulmonary embolism,D,,False,False,,
0.014725606506025153,0.24294256259288108,20,random,0.5,8,3199,0.781,Pulmonary embolism,D,,False,False,,
0.02111107949999028,0.2285748079219567,20,near_dup,4.0,8,3213,0.7844,Pulmonary embolism,D,,False,False,,
0.011407694895751774,0.26330104882695843,21,disjoint,0.0,8,3394,0.8286,URTI,D,,False,False,,
0.0172987590527295,0.278755889756472,21,random,0.75,8,3285,0.802,URTI,D,,False,False,,
0.014982668333686888,0.27184500551915597,21,near_dup,3.625,8,3222,0.7866,URTI,D,,False,False,,
0.010314878758176096,0.31112203875090927,22,disjoint,0.0,8,2946,0.7192,Unstable angina,E,,False,False,,
0.01056069895899522,0.30923885566049386,22,random,0.25,8,2964,0.7236,Unstable angina,E,,False,False,,
0.010475239254966644,0.3012987252358081,22,near_dup,4.0,8,3360,0.8203,Unstable angina,E,,False,False,,
0.011480816735586683,0.28122129429331316,23,disjoint,0.0,8,3111,0.7595,Acute otitis media,D,,False,False,,
0.013359447147065242,0.27465464264553574,23,random,0.625,8,2952,0.7207,Acute otitis media,D,,False,False,,
0.02871161631524696,0.2805031347088516,23,near_dup,4.0,8,2640,0.6445,Acute otitis media,D,,False,False,,
0.015340165979328699,0.26636848555478665,24,disjoint,0.0,8,3849,0.9397,Pneumonia,D,,False,False,,
0.01850445563988095,0.2688204425586654,24,random,1.125,8,3337,0.8147,Pneumonia,D,,False,False,,
0.027100778845903863,0.27130754102420596,24,near_dup,4.0,8,2545,0.6213,Pneumonia,D,,False,False,,
0.019328242375714972,0.23533396925111966,25,disjoint,0.0,8,2844,0.6943,Epiglottitis,B,,False,False,,
0.023570087168731595,0.2594938730222306,25,random,1.125,8,3142,0.7671,Epiglottitis,B,,False,False,,
0.03740675398148596,0.2527522187280868,25,near_dup,3.625,8,2450,0.5981,Epiglottitis,B,,False,False,,
0.01276485835634438,0.25867490415527883,26,disjoint,0.0,8,2972,0.7256,Viral pharyngitis,B,,False,False,,
