session,case,context_fill,context_tokens,seq_len,layer,head,correct,pathology,attention_entropy,frac_system,frac_early_cases,frac_recent_cases,frac_current_query,peak_relative
0,0,0.0083,34,210,0,0,False,Guillain-Barré syndrome,5.3466477394104,0.1372544914484024,0.0,0.0,0.8627455234527588,0.3349282296650718
0,0,0.0083,34,210,0,1,False,Guillain-Barré syndrome,1.9691786766052246,0.016988420858979225,0.0,0.0,0.9830117225646973,0.9952153110047847
0,0,0.0083,34,210,0,2,False,Guillain-Barré syndrome,4.557543754577637,0.147530198097229,0.0,0.0,0.8524698615074158,0.8421052631578947
0,0,0.0083,34,210,0,3,False,Guillain-Barré syndrome,4.026598930358887,0.17940053343772888,0.0,0.0,0.8205994367599487,0.08133971291866028
0,0,0.0083,34,210,0,4,False,Guillain-Barré syndrome,3.6057984828948975,0.0022123621311038733,0.0,0.0,0.9977876543998718,0.9808612440191388
0,0,0.0083,34,210,0,5,False,Guillain-Barré syndrome,4.534537315368652,0.06369014084339142,0.0,0.0,0.936309814453125,0.9043062200956937
0,0,0.0083,34,210,0,6,False,Guillain-Barré syndrome,5.346645355224609,0.1375257670879364,0.0,0.0,0.862474262714386,0.23444976076555024
0,0,0.0083,34,210,0,7,False,Guillain-Barré syndrome,4.833962917327881,0.14584754407405853,0.0,0.0,0.854152500629425,0.2583732057416268
0,0,0.0083,34,210,0,8,False,Guillain-Barré syndrome,2.9860129356384277,0.2700614035129547,0.0,0.0,0.7299385666847229,0.08133971291866028
0,0,0.0083,34,210,0,9,False,Guillain-Barré syndrome,4.002079486846924,0.01926030032336712,0.0,0.0,0.9807397127151489,0.9665071770334929
0,0,0.0083,34,210,0,10,False,Guillain-Barré syndrome,4.870636463165283,0.13501079380512238,0.0,0.0,0.864989161491394,0.07177033492822966
0,0,0.0083,34,210,0,11,False,Guillain-Barré syndrome,2.9589643478393555,0.29826819896698,0.0,0.0,0.7017319202423096,0.08133971291866028
0,0,0.0083,34,210,0,12,False,Guillain-Barré syndrome,5.347090721130371,0.1381257176399231,0.0,0.0,0.8618742227554321,0.7894736842105263
0,0,0.0083,34,210,0,13,False,Guillain-Barré syndrome,2.752967119216919,0.014846553094685078,0.0,0.0,0.9851534366607666,0.9665071770334929
0,0,0.0083,34,210,0,14,False,Guillain-Barré syndrome,3.899287700653076,0.1933191567659378,0.0,0.0,0.8066809177398682,0.2631578947368421
0,0,0.0083,34,210,0,15,False,Guillain-Barré syndrome,1.9302679300308228,0.0007859259494580328,0.0,0.0,0.9992140531539917,0.9760765550239234
0,0,0.0083,34,210,0,16,False,Guillain-Barré syndrome,4.0962324142456055,0.17680616676807404,0.0,0.0,0.8231938481330872,0.8421052631578947
0,0,0.0083,34,210,0,17,False,Guillain-Barré syndrome,3.224236011505127,0.26735424995422363,0.0,0.0,0.7326457500457764,0.08133971291866028
0,0,0.0083,34,210,0,18,False,Guillain-Barré syndrome,3.477386713027954,0.28342485427856445,0.0,0.0,0.7165751457214355,0.08133971291866028
0,0,0.0083,34,210,0,19,False,Guillain-Barré syndrome,5.320950984954834,0.13712020218372345,0.0,0.0,0.862879753112793,0.631578947368421
0,0,0.0083,34,210,0,20,False,Guillain-Barré syndrome,5.286375045776367,0.1269705593585968,0.0,0.0,0.8730294704437256,0.430622009569378
0,0,0.0083,34,210,0,21,False,Guillain-Barré syndrome,3.2594997882843018,0.034727856516838074,0.0,0.0,0.9652722477912903,0.9712918660287081
0,0,0.0083,34,210,0,22,False,Guillain-Barré syndrome,5.317838668823242,0.1361725926399231,0.0,0.0,0.8638274073600769,0.7894736842105263
0,0,0.0083,34,210,0,23,False,Guillain-Barré syndrome,5.3010573387146,0.1380883902311325,0.0,0.0,0.8619115948677063,0.9043062200956937
0,0,0.0083,34,210,0,24,False,Guillain-Barré syndrome,3.7275681495666504,0.012917155399918556,0.0,0.0,0.987082839012146,0.9808612440191388
0,0,0.0083,34,210,0,25,False,Guillain-Barré syndrome,5.3470869064331055,0.13795065879821777,0.0,0.0,0.8620493412017822,0.4258373205741627
0,0,0.0083,34,210,0,26,False,Guillain-Barré syndrome,5.2550225257873535,0.10144726932048798,0.0,0.0,0.8985527753829956,0.9665071770334929
0,0,0.0083,34,210,0,27,False,Guillain-Barré syndrome,4.631801128387451,0.16892549395561218,0.0,0.0,0.8310744762420654,0.2631578947368421
0,0,0.0083,34,210,0,28,False,Guillain-Barré syndrome,4.83663272857666,0.0984392836689949,0.0,0.0,0.9015607237815857,0.8038277511961722
0,0,0.0083,34,210,0,29,False,Guillain-Barré syndrome,5.202596664428711,0.1486993432044983,0.0,0.0,0.8513005971908569,0.7894736842105263
0,0,0.0083,34,210,0,30,False,Guillain-Barré syndrome,2.8471837043762207,0.6383899450302124,0.0,0.0,0.36161014437675476,0.0
0,0,0.0083,34,210,0,31,False,Guillain-Barré syndrome,2.2921547889709473,0.015827488154172897,0.0,0.0,0.984172523021698,0.9665071770334929
0,0,0.0083,34,210,8,0,False,Guillain-Barré syndrome,3.9659271240234375,0.3623548746109009,0.0,0.0,0.6376451849937439,0.1722488038277512
0,0,0.0083,34,210,8,1,False,Guillain-Barré syndrome,3.2144393920898438,0.6570339202880859,0.0,0.0,0.34296613931655884,0.014354066985645933
0,0,0.0083,34,210,8,2,False,Guillain-Barré syndrome,2.7138161659240723,0.17936687171459198,0.0,0.0,0.8206329941749573,1.0
0,0,0.0083,34,210,8,3,False,Guillain-Barré syndrome,2.8511595726013184,0.1752006709575653,0.0,0.0,0.8247993588447571,0.9808612440191388
0,0,0.0083,34,210,8,4,False,Guillain-Barré syndrome,1.9024922847747803,0.23319454491138458,0.0,0.0,0.7668052315711975,0.15789473684210525
0,0,0.0083,34,210,8,5,False,Guillain-Barré syndrome,3.9377355575561523,0.6213401556015015,0.0,0.0,0.3786599040031433,0.014354066985645933
0,0,0.0083,34,210,8,6,False,Guillain-Barré syndrome,3.3897581100463867,0.33147335052490234,0.0,0.0,0.6685265302658081,1.0
